Date,USD,EUR,GBP,INR,AED,CNY
1991-08-28,354.5,285.12,209.76,9158.27,1289.21,1904.08
1991-08-29,351.25,283.39,208.89,9035.58,1300.29,1896.17
1991-08-30,347.4,280.79,206.66,8953.66,1278.46,1875.94
1991-09-02,347.95,280.7,206.5,8931.07,1275.96,1874.45
1991-09-03,347.35,279.34,205.29,8976.29,1275.26,1863.48
1991-09-04,348.7,279.92,205.84,8973.78,1281.38,1868.51
1991-09-05,347.4,279.32,205.2,8955.86,1277.36,1862.64
1991-09-06,348.05,278.64,204.98,8978.98,1275.98,1860.63
1991-09-09,350.55,275.08,202.63,9017.03,1281.43,1870.88
1991-09-10,351.7,276,203.29,9053.73,1295.39,1877.02
1991-09-11,345.25,271.28,200.09,8903.88,1270.5,1847.4
1991-09-12,346.1,270.47,199.65,8919.53,1271.05,1843.4
1991-09-13,344.25,268.67,198.76,8891.47,1260.98,1835.14
1991-09-16,345.4,267.93,198.56,8798.32,1259.72,1833.35
1991-09-17,346.15,268.03,198.65,8980.04,1273.06,1834.17
1991-09-18,348.3,271.34,201.15,9018.78,1285.38,1857.28
1991-09-19,348.6,272.8,201.68,9026.09,1279.85,1862.11
1991-09-20,348.6,272.63,201.79,9017.18,1279.12,1863.19
1991-09-23,349.25,270.66,200.26,9035.65,1278.25,1869.05
1991-09-24,351.9,273.14,202.39,9105.64,1293.29,1888.97
1991-09-25,352.75,275.1,203.49,9106.18,1295.47,1899.21
1991-09-26,351.9,274.37,203.06,9065.53,1291.6,1895.18
1991-09-27,348.45,270.99,200.55,9003.55,1275.28,1871.74
1991-09-30,354.9,273.61,202.45,9120.51,1303.39,1889.56
1991-10-01,353.95,273.7,202.49,9118.07,1298.3,1889.89
1991-10-02,356,274.59,203.2,9158.06,1305.13,1896.49
1991-10-03,356.8,275.55,203.83,9188.54,1311.47,1902.38
1991-10-04,356.3,277.07,204.89,9167.71,1315.99,1912.28
1991-10-07,359.7,279.99,207.26,9264.01,1322.51,1934.4
1991-10-08,357.6,280.95,208.57,9244,1328.82,1946.66
1991-10-09,357.65,280.37,208.3,9229.75,1301.25,1944.1
1991-10-10,359.5,282.27,209.56,9267.78,1324,1955.86
1991-10-11,357.75,280.84,208.05,9219.94,1313.35,1941.82
1991-10-14,358.5,282.17,208.86,9233.98,1316.58,1932.87
1991-10-15,357.55,283.55,210.08,9233.9,1320.85,1948.25
1991-10-16,356.55,281.22,208.39,9213.83,1304.81,1932.58
1991-10-17,358.3,282.65,209.47,9242.9,1315.48,1942.63
1991-10-18,359.6,281.53,208.46,9247.45,1316.8,1933.29
1991-10-21,363.8,285.13,211.63,9398.69,1336.9,1957.56
1991-10-22,362.35,284.68,211.34,9365.73,1331.09,1954.87
1991-10-23,362.2,286.16,212.37,9347.85,1331.77,1966
1991-10-24,361,284.2,210.8,9306.95,1321.52,1949.86
1991-10-25,362,285.35,211.51,9337.13,1331.35,1956.41
1991-10-28,358.5,283.85,210.45,9249.24,1315.83,1923.95
1991-10-29,357.4,280.13,207.49,9213.55,1293.49,1896.89
1991-10-30,359.35,278.34,206.17,9287.85,1306.07,1884.81
1991-10-31,357.45,276.67,205.14,9241.39,1312.57,1875.38
1991-11-01,357.75,275.69,204.49,9244.86,1306.67,1869.44
1991-11-04,356.35,269.85,200.14,9183.24,1299.51,1903.48
1991-11-05,356.55,271.69,201.44,9197.78,1313.9,1915.84
1991-11-06,354.5,269.81,200.11,9137.15,1300.83,1903.21
1991-11-07,354.5,268.34,199.16,9137.15,1297.47,1893.06
1991-11-08,352.9,269.23,199.66,9123.48,1294.9,1898.91
1991-11-11,354.9,270.51,200.57,9149.78,1300.78,1907.51
1991-11-12,354.75,269.6,200.08,9148.86,1302.05,1902.94
1991-11-13,356.55,271.37,201.33,9200.64,1310.54,1914.76
1991-11-14,355.85,269.63,200.42,9175.34,1306.75,1906.16
1991-11-15,355.5,271.28,200.96,9165.84,1309.46,1911.28
1991-11-18,360.75,270.43,201.48,9349.06,1330.03,1916.24
1991-11-19,363,271.19,202.06,9358.39,1328.64,1921.75
1991-11-20,362.6,270.99,201.89,9348.65,1332.9,1920.16
1991-11-21,364.3,271.36,202.67,9386.67,1333.77,1927.56
1991-11-22,367.95,272.66,204.64,9487.3,1349.42,1946.33
1991-11-25,369.1,273.03,205.11,9529.52,1354.05,1950.78
1991-11-26,366.25,270.64,203.81,9450.76,1346.69,1938.41
1991-11-27,367.1,276.93,207.75,9490.17,1358.08,1975.9
1991-11-28,366.05,276.19,207.04,9452.49,1343.6,1969.13
1991-11-29,366.3,277.92,207.54,9466.73,1343.07,1973.83
1991-12-02,368.35,276.79,207.35,9537.91,1351.63,1979.39
1991-12-03,362.9,273.36,204.85,9310.26,1326.15,1944.83
1991-12-04,365.25,275.41,205.95,9405.68,1344.43,1966.05
1991-12-05,364.75,270.79,203.37,9399.91,1336.97,1941.46
1991-12-06,367.75,270.27,203.12,9504.02,1338.97,1939.05
1991-12-09,370.7,272.68,205.2,9597.37,1361.77,1990.88
1991-12-10,368.05,271.18,203.57,9506.6,1355.4,1975.01
1991-12-11,366.5,269.79,202.49,9466.24,1338.54,1964.52
1991-12-12,359.5,265.37,198.73,9290.57,1321,1928.07
1991-12-13,359.05,265.28,197.61,9287.48,1315.71,1917.17
1991-12-16,359.65,264.97,197.45,9280.01,1318.99,1941.85
1991-12-17,357.4,263.09,196.32,9223.1,1314.75,1930.77
1991-12-18,357.9,262.73,196.11,9248.52,1315.11,1928.7
1991-12-19,358.9,261.48,195.75,9258.77,1313.36,1925.12
1991-12-20,358.3,257.25,192.63,9232,1300.09,1894.52
1991-12-23,359.65,254.59,191.66,9204.44,1310.94,1882.58
1991-12-24,359.65,255.33,191.71,9289.61,1312.02,1884.13
1991-12-25,359.65,255.33,191.71,9289.61,1312.02,1884.13
1991-12-26,359.65,255.33,191.71,9289.61,1312.02,1884.13
1991-12-27,353.3,250.59,188.18,9103.94,1303.34,1850.67
1991-12-30,353.15,250.83,189.15,9079.38,1300.07,1903.36
1991-12-31,353.15,250.28,188.75,9080.55,1293.7,1900.64
1992-01-01,353.15,250.28,188.75,9080.55,1293.7,1900.64
1992-01-02,350.9,250.41,187.9,9063.28,1286.96,1890.73
1992-01-03,353,254.52,191.17,9110.33,1309.39,1923.67
1992-01-06,349.4,247.54,186.15,9098.96,1287.09,1892.32
1992-01-07,349.7,247.99,186.76,9018.43,1289.4,1879.14
1992-01-08,350.6,248.05,187.29,9030.94,1289.09,1884.47
1992-01-09,351.55,253.99,192.26,9106.45,1305.01,1934.53
1992-01-10,357.9,264.14,199.5,9261.71,1362.77,2007.35
1992-01-13,353.9,259.73,196.28,9029.07,1297.54,1913.57
1992-01-14,353.6,261.97,197.38,9117.81,1311.27,1924.22
1992-01-15,355.55,268.71,202.48,9199.55,1306.79,1973.95
1992-01-16,356.75,269.2,202.64,9190.8,1306.06,1975.55
1992-01-17,355.9,266.59,200.34,9252.6,1291.22,1953.09
1992-01-20,358.75,266.82,200.31,9294.25,1321.23,1960.81
1992-01-21,357.8,263.9,198.06,9259.43,1310.78,1938.83
1992-01-22,356.75,263.55,197.43,9208.97,1306.57,1932.61
1992-01-23,355.2,263.89,197.77,9194.46,1311.04,1936
1992-01-24,353.25,261.23,195.65,9169.24,1278.98,1915.24
1992-01-27,356.1,267.74,200.45,9289.34,1316.26,1962.23
1992-01-28,356.3,264.85,198.44,9237.4,1299.39,1942.55
1992-01-29,354.85,262.62,196.43,9208.62,1299.97,1922.87
1992-01-30,356,268.55,200.62,9252.59,1320.68,1963.89
1992-01-31,354.1,264.7,197.82,9182.86,1294.64,1936.49
1992-02-03,356.4,264.19,198,9127.8,1303.83,1938.24
1992-02-04,356,263.93,197.72,9188.18,1307.24,1935.53
1992-02-05,354.3,261.9,196.02,9126.53,1297.24,1918.83
1992-02-06,355.95,261.65,195.95,9170.63,1311.22,1918.21
1992-02-07,356.2,258.75,193.8,9170.51,1292.82,1897.11
1992-02-10,354.65,259.42,194.22,9128.46,1308.86,1945.37
1992-02-11,356,263.71,197.61,9225.58,1321.88,1979.33
1992-02-12,357.2,267.06,199.72,9246.06,1322.1,2000.44
1992-02-13,356.3,269.05,201.24,9250.12,1326.59,2015.69
1992-02-14,354.1,267.91,200.23,9162.35,1302.67,2005.51
1992-02-17,354.35,267.37,199.75,9148.38,1309.44,2000.7
1992-02-18,352.8,270.14,201.48,9142.38,1298.62,2018.11
1992-02-19,353.2,270.19,201.66,9397.16,1298.46,2019.83
1992-02-20,353.4,270.39,201.89,9321.04,1291.96,2022.12
1992-02-21,351.6,269.56,201.26,9264.97,1295.71,2015.85
1992-02-24,349.8,267.91,200.17,9007.73,1275.49,1918.41
1992-02-25,350.5,267,199.49,9124.57,1280.21,1911.85
1992-02-26,348.65,267.72,199.69,9081.68,1273.79,1913.74
1992-02-27,353.75,270.29,201.57,9215.65,1297.29,1931.78
1992-02-28,353.1,268.95,200.97,9210.34,1300.46,1926.03
1992-03-02,350.45,267.34,199.63,9172.99,1284.52,1913.25
1992-03-03,351.35,270.17,201.93,9692.41,1292.9,1935.25
1992-03-04,350.15,271.88,203.16,9678.65,1293.03,1947.11
1992-03-05,349.9,271.87,203.85,9733.61,1286.16,1953.65
1992-03-06,349.4,271.03,203.32,9671.78,1282.07,1948.59
1992-03-09,348.8,269.6,202.44,9514.56,1278.74,1911.33
1992-03-10,348.35,270.61,203.06,9611.85,1284.91,1917.21
1992-03-11,349,269.9,202.32,9644.55,1272.79,1910.22
1992-03-12,347.6,270.45,203.45,9727.1,1283.28,1920.92
1992-03-13,347.25,269.17,202.77,9740.24,1271.54,1914.51
1992-03-16,343,265.92,199.94,9677.18,1254.93,1887.77
1992-03-17,339,260.58,195.78,9634.53,1243.91,1848.51
1992-03-18,340.3,261.14,196.42,9689.47,1249.73,1854.53
1992-03-19,337.8,262.47,197.37,9600.12,1250.54,1863.5
1992-03-20,338.8,264.29,198.54,9670.64,1244.96,1874.49
1992-03-23,338.7,263,197.49,9877.56,1238.79,1865.2
1992-03-24,338.4,261.89,196.74,9858.85,1239.19,1857.58
1992-03-25,341.25,262.37,197.08,9856.14,1248.52,1860.78
1992-03-26,340.4,263.16,197.62,9855.29,1254.84,1865.85
1992-03-27,340.5,260.67,195.86,9843.85,1237.24,1849.22
1992-03-30,343.3,263.99,198.27,9896.22,1266.95,1889.67
1992-03-31,341.7,261.69,196.89,9913.34,1254.57,1876.53
1992-04-01,344,264.83,199.54,9946.86,1267.65,1901.76
1992-04-02,340.5,260.81,196.82,9829.23,1243.27,1875.88
1992-04-03,340.6,258.22,195.35,9836.07,1245.48,1861.9
1992-04-06,339.25,256.3,193.8,9887.77,1240.52,1847.11
1992-04-07,338.75,256.34,193.68,9758.67,1239.76,1845.96
1992-04-08,337.5,255.48,192.97,9765.12,1242.28,1839.15
1992-04-09,338.45,255.34,191.59,9786.6,1226.29,1826.06
1992-04-10,341.9,260.03,193.82,9892.61,1264.2,1847.29
1992-04-13,340.8,261.87,193.47,9843.55,1257.04,1883.19
1992-04-14,339,258.91,191.36,9769.09,1239.75,1856.13
1992-04-15,338.95,261.54,193.02,9840.35,1252.07,1877.76
1992-04-16,336.7,260.59,192.68,9691.57,1241.83,1868.89
1992-04-17,336.7,260.59,192.68,9691.57,1241.83,1868.89
1992-04-20,336.7,260.59,192.68,9691.57,1241.83,1868.89
1992-04-21,338.3,262.05,193.54,9672.91,1242.01,1877.24
1992-04-22,338.1,260.86,191.78,9720.13,1236.04,1860.16
1992-04-23,338.5,260.96,191.78,9705.27,1240.37,1860.26
1992-04-24,336.55,258.05,189.93,9646.37,1232.53,1842.23
1992-04-27,335.7,257.15,188.65,9577.43,1224.78,1826.56
1992-04-28,336.75,258.62,189.72,9628.21,1236.01,1840.21
1992-04-29,335.7,258.04,189.61,9618.79,1245.15,1839.14
1992-04-30,336.35,257.99,189.55,9615.68,1244.75,1838.54
1992-05-01,337.5,257.11,189.08,9764.97,1237.75,1852.77
1992-05-04,337.5,257.11,189.08,9764.97,1237.75,1852.77
1992-05-05,336.75,256.16,188.92,9629.26,1233.18,1849.6
1992-05-06,336.7,254.67,187.63,9625.37,1228.59,1836.96
1992-05-07,336.05,254.96,187.06,9605.44,1233.09,1831.37
1992-05-08,336.9,257.22,188.53,9646.04,1245.61,1845.77
1992-05-11,336.15,255.64,187.43,9544.63,1232.78,1859.69
1992-05-12,335.25,251.96,184.97,9490.58,1222.71,1835.26
1992-05-13,335.2,251.97,184.84,9496.88,1234.06,1833.98
1992-05-14,336.9,251.78,184.91,9509.75,1235.92,1834.68
1992-05-15,339,253.5,186.31,9610.12,1239.83,1848.65
1992-05-18,338.9,250.6,184.64,9527.23,1238.82,1854.65
1992-05-19,339.5,250.44,184.61,9546.24,1244.09,1854.4
1992-05-20,336.95,250.26,184.13,9495.36,1240.82,1849.52
1992-05-21,337.25,252.4,185.56,9587.74,1247.04,1863.9
1992-05-22,337.7,253.4,186.11,9627.57,1241.83,1869.49
1992-05-25,337.7,253.4,186.11,9627.57,1241.83,1869.49
1992-05-26,337.85,252.04,184.82,9681.77,1237.37,1856.51
1992-05-27,338.6,256.35,188.01,9740.62,1253.16,1888.53
1992-05-28,336.9,253.87,186.49,9637.97,1232.81,1873.33
1992-05-29,337.5,251.28,184.53,9669.22,1233.38,1853.57
1992-06-01,336.85,251.27,184.78,9608.44,1246.92,1859.71
1992-06-02,339,252.49,185.75,9681.47,1239.86,1869.53
1992-06-03,339.9,253.34,187.12,9720.78,1248.64,1883.27
1992-06-04,338.4,251.29,185.37,9672.8,1237,1865.71
1992-06-05,338.8,250.2,184.58,9677.62,1238.82,1857.74
1992-06-08,338.7,250.39,184.68,9972.63,1239.84,1852.73
1992-06-09,337.8,249.71,184.29,9571.92,1238.51,1848.82
1992-06-10,337.65,249.89,184.16,9572.43,1236.33,1847.49
1992-06-11,338.25,248.33,183.23,9599.63,1234.81,1838.24
1992-06-12,339.6,248.9,183.37,9620.48,1242.47,1839.6
1992-06-15,342.7,250.25,184.59,9598.92,1254.84,1871.92
1992-06-16,342.35,249.47,184.06,9687.95,1251.19,1866.49
1992-06-17,342,250.8,184.52,9702.77,1260.43,1871.12
1992-06-18,341.25,248.49,182.93,9677.75,1239.47,1855.01
1992-06-19,343.55,250.66,184.75,9715.28,1262.05,1873.53
1992-06-22,342.5,249.22,183.99,9585.95,1253.44,1865.76
1992-06-23,343.8,250.15,184.49,9703.33,1263.95,1870.84
1992-06-24,342.3,246.97,182.27,9650.2,1250.09,1848.29
1992-06-25,343.4,245.98,181.55,9716.5,1253.46,1841
1992-06-26,343.5,245.53,181.55,9727.66,1260.17,1841.05
1992-06-29,342,241.17,179.34,9756.05,1252.69,1826.93
1992-06-30,343.4,243.14,180.36,9838.49,1259.8,1837.3
1992-07-01,343.55,242.32,179.78,9826.5,1259.72,1831.37
1992-07-02,347.1,244.4,181.02,9730.44,1252.11,1817.46
1992-07-03,345.7,243.98,181.09,9808.72,1276.9,1844.76
1992-07-06,346.6,243.83,181.47,9980.62,1266.27,1906.57
1992-07-07,345.6,240.69,179.44,9844.93,1263.29,1885.28
1992-07-08,347.5,241.66,181.04,9934.68,1287.91,1903.16
1992-07-09,347.25,245.32,183.1,9905.73,1297.12,1923.75
1992-07-10,348.7,242.89,181.47,9947.44,1285.59,1906.65
1992-07-13,348.6,240.14,180.67,9936.77,1279.9,1895.94
1992-07-14,349.3,242.5,182.59,9986,1289.51,1916.13
1992-07-15,350.9,242.02,182.24,10017.64,1282.32,1912.41
1992-07-16,353,242.69,182.29,10047.7,1285.98,1912.93
1992-07-17,356.7,243.23,182.97,10144.78,1290.8,1920.09
1992-07-20,359.3,248.5,187.33,10490.51,1341.51,1987.2
1992-07-21,358.1,249.02,187.59,10191.5,1319.23,1989.9
1992-07-22,358.75,249.11,188.47,10186.73,1325.44,1999.28
1992-07-23,359.5,248.64,187.88,10197.89,1313.72,1992.98
1992-07-24,357.6,249.86,188.21,10159.6,1323.63,1996.54
1992-07-27,358.4,247.76,187.11,10171.03,1309.03,1937.19
1992-07-28,359.6,246.93,186.47,10197.84,1319.94,1930.58
1992-07-29,356.2,246.06,185.81,10174.22,1323.71,1934.6
1992-07-30,356.75,246.13,185.9,10129.91,1306.07,1924.76
1992-07-31,357.85,246.81,186.38,10174.5,1315.57,1929.69
1992-08-03,354.05,243.48,184.02,10003.19,1302.42,1925.93
1992-08-04,352.7,242.34,183.51,10001.12,1293.26,1920.58
1992-08-05,350.75,241.42,183.3,9935.93,1289.81,1918.45
1992-08-06,348.6,240.71,182.7,9882.48,1278.2,1912.18
1992-08-07,349.9,238.93,181.34,9901.29,1272.03,1897.93
1992-08-10,350.35,239.67,181.81,9908.71,1283.35,1911.4
1992-08-11,348.15,238.87,181.19,9860.18,1283.56,1904.83
1992-08-12,346.8,236.93,179.88,9810.41,1271.63,1891.05
1992-08-13,337.3,229.82,174.63,9564.55,1234.55,1835.91
1992-08-14,335.7,230.33,175.16,9527.13,1242.82,1841.51
1992-08-17,337.4,230.49,175.18,9459.81,1231.39,1841.7
1992-08-18,336.1,228.94,174.19,9524.71,1232.74,1831.28
1992-08-19,338,229.64,174.68,9582.79,1236.19,1836.4
1992-08-20,337.25,228.43,173.93,9559.19,1235.37,1828.54
1992-08-21,336.9,226.81,172.99,9564.67,1228.7,1818.67
1992-08-24,342.3,225.14,171.62,9573.93,1241.63,1804.26
1992-08-25,341.4,224.41,171.47,9674.43,1251.86,1802.68
1992-08-26,338.5,223.37,170.36,9599.63,1245.01,1790.97
1992-08-27,339,224.37,171.39,9618.14,1246.26,1801.77
1992-08-28,340,224.5,171.54,9699.96,1247.42,1849.33
1992-08-31,340,224.5,171.54,9699.96,1247.42,1849.33
1992-09-01,341.7,223.47,171.11,9697.47,1250.48,1844.62
1992-09-02,340.45,222.2,169.89,9647.78,1249.03,1831.45
1992-09-03,338.85,224.41,170.79,9609.58,1255.69,1841.22
1992-09-04,342.05,225.26,171.41,9688.13,1260.25,1847.89
1992-09-07,343,225.62,172.1,9712.07,1261.55,1868
1992-09-08,342.15,224.02,170.73,9707.9,1250.62,1853.14
1992-09-09,343.3,227.95,173.82,9743.23,1276.2,1887.77
1992-09-10,342.25,227.31,173.12,9702.28,1250.54,1879
1992-09-11,340,231.95,176.72,9641.58,1261.6,1918.07
1992-09-14,346.25,243.72,182.96,9775.99,1259.84,1946.57
1992-09-15,345.9,244.67,184.83,9817.91,1295.11,1966.43
1992-09-16,349,254.67,192.71,9817.67,1322.04,2050.33
1992-09-17,348.4,249.99,195.62,9900.35,1253.63,2081.29
1992-09-18,347.2,252.9,199.54,9871.25,1304.44,2122.99
1992-09-21,349.1,251.44,203.91,9849.02,1295.56,1954.31
1992-09-22,349.15,252.93,204.3,9908.59,1283.01,1958.02
1992-09-23,348.25,252.65,203.83,9875.75,1268.86,1953.54
1992-09-24,348.25,250.98,203.71,9888.31,1275.4,1952.4
1992-09-25,349.7,251.16,203.91,9915.99,1273.09,1954.24
1992-09-28,348,244.64,201.16,9818.43,1270.64,1896.86
1992-09-29,347.5,240.2,196.38,9854.5,1256.36,1851.85
1992-09-30,349,241.25,195.9,9903.84,1287.81,1847.32
1992-10-01,348.55,242.93,200.72,9925.59,1286.31,1892.75
1992-10-02,348,240.84,201.62,9883.52,1266.93,1901.26
1992-10-05,349.5,244.45,205.59,9888.79,1295.62,1968.12
1992-10-06,350.3,247.79,204.61,9921.75,1283.48,1958.79
1992-10-07,350.15,248.68,203.93,9925.34,1284.4,1952.26
1992-10-08,350.5,253.84,207.4,9955.03,1294.88,1985.43
1992-10-09,350.1,254.92,207.04,9954.34,1288.81,1981.99
1992-10-12,346.5,250.33,203.23,9775.16,1278.09,1895.99
1992-10-13,343.75,247.69,200.2,9741.93,1253.62,1867.8
1992-10-14,343.75,246.87,201.08,9770.59,1270.34,1876
1992-10-15,341.85,243.41,200.91,9671.85,1258,1874.4
1992-10-16,341.75,247.5,206.25,9680.17,1276.29,1924.17
1992-10-19,342.6,248.71,209.93,9845.54,1248.96,1984.33
1992-10-20,343.5,255.87,211.32,9746.06,1261.09,1997.5
1992-10-21,343.75,254,212.91,9764.25,1266.73,2012.57
1992-10-22,342.65,253.91,211.32,9721.63,1257.23,1997.47
1992-10-23,342.5,257.13,212.34,9771.76,1274.98,2007.12
1992-10-26,341.45,256.37,215.15,9681.95,1273.07,1941.04
1992-10-27,338.25,253.44,214.22,9599.1,1239.09,1932.59
1992-10-28,338.2,254,214.39,9598.24,1245.98,1934.14
1992-10-29,339.5,254.5,216.24,9628.17,1250.8,1950.85
1992-10-30,339.25,254.97,217.12,9632.52,1245.94,1958.77
1992-11-02,339.5,259.51,221.68,9665.16,1268,1916.19
1992-11-03,338.6,257.84,218.73,9621.01,1225.06,1890.74
1992-11-04,337.8,257.74,217.51,9585.86,1236.18,1880.2
1992-11-05,338.05,260.05,219.8,9581.02,1251.14,1899.94
1992-11-06,337.1,261.77,219.32,9557.01,1240.43,1895.83
1992-11-09,334.5,258.71,219.92,9541.29,1233.82,1868.51
1992-11-10,330.35,256.6,218.2,9353,1214.05,1856.64
1992-11-11,331.15,255.58,217.01,9407.18,1211.37,1846.5
1992-11-12,333.1,257.57,218.57,9437.84,1222.07,1859.81
1992-11-13,334.4,255.16,215.81,9479.52,1212.58,1836.34
1992-11-16,335.4,259.51,220.73,9513.48,1250.44,1907.73
1992-11-17,334.3,259.96,219.93,9468.16,1223.71,1900.85
1992-11-18,335.1,260.62,220.32,9531.95,1229.86,1904.14
1992-11-19,334.25,257.5,218.11,9498.6,1221.51,1885.06
1992-11-20,336.1,261.74,221.05,9538.12,1244.05,1910.45
1992-11-23,334.05,261.99,219.99,9395.09,1221.96,1883.88
1992-11-24,334.3,262.16,220.15,9477.52,1226.9,1885.29
1992-11-25,334.35,260.56,219.32,9510.71,1228.29,1878.15
1992-11-26,334.7,261.45,219.91,9515.43,1230.54,1883.21
1992-11-27,334.05,261.8,221.01,9478.94,1233.7,1892.6
1992-11-30,334.2,261.39,220.81,9425.57,1227.06,1913.01
1992-12-01,334.65,260.63,217.8,9513.5,1211.77,1886.91
1992-12-02,335.65,259.77,216.76,9618.65,1205.98,1877.89
1992-12-03,335.25,260.37,214.01,9580.25,1214.35,1854.09
1992-12-04,335.6,262.89,215.47,9718.93,1238.43,1866.75
1992-12-07,334.6,257.85,210.77,9505.79,1198.97,1907.48
1992-12-08,335.25,256.45,209.93,9721.63,1221.97,1899.82
1992-12-09,333.5,257.62,212.49,9645.89,1240.76,1923.02
1992-12-10,333.7,258.88,214.32,9708.81,1223.93,1939.62
1992-12-11,335.1,260.06,215.01,9754.13,1227.88,1945.88
1992-12-14,335.2,258.57,214.19,9651.19,1231.07,1961.12
1992-12-15,334.9,258.76,213.58,9681.77,1225.65,1955.62
1992-12-16,337.3,258.88,213.89,9751.11,1237.17,1958.39
1992-12-17,338.65,261.06,215.22,9824.83,1244.88,1970.6
1992-12-18,337,260.36,215.27,9751.59,1245.15,1971.03
1992-12-21,333.9,258.33,213.42,9628.99,1228.61,1954.14
1992-12-22,332.6,260.33,216.11,9612.76,1223.86,1978.79
1992-12-23,333,261.85,218.15,9672.6,1226.96,1997.39
1992-12-24,333,261.29,217.36,9605.21,1222.19,1907.92
1992-12-25,333,261.29,217.36,9605.21,1222.19,1907.92
1992-12-28,333,261.29,217.36,9605.21,1222.19,1907.92
1992-12-29,332.5,265.08,219.69,9541.12,1214.22,1928.92
1992-12-30,332.9,265.68,220.1,9627.13,1224.63,1932.51
1992-12-31,332.9,266.67,219.88,9639.3,1223.97,1931.47
1993-01-01,332.9,266.67,219.88,9639.3,1223.97,1931.47
1993-01-04,328.25,267.04,218.47,9483.75,1214.69,1918.2
1993-01-05,328.6,265.98,212.62,9276.49,1193.53,1866.82
1993-01-06,329.6,267.66,213.75,9519.28,1208.96,1876.75
1993-01-07,329.15,266.96,214.29,9540.21,1211.6,1881.51
1993-01-08,329.1,267.01,213.42,9480.3,1201.19,1873.91
1993-01-11,328.4,264.61,211.39,9447.19,1207.42,1864.2
1993-01-12,329.2,266.05,213.77,9526.49,1214.09,1885.12
1993-01-13,327.55,265.16,212.76,9478.63,1207.86,1876.28
1993-01-14,327.65,263.36,213.11,9477.88,1206.61,1879.3
1993-01-15,327.7,265.06,214.18,9507.58,1207.82,1888.79
1993-01-18,328.15,262.77,211.78,9426.76,1201.93,1873.5
1993-01-19,329,262.34,212.46,9524.76,1206.26,1881.58
1993-01-20,329,261.23,213.5,9518.8,1206.9,1890.74
1993-01-21,329.75,263.49,217.23,9542.76,1210.82,1923.76
1993-01-22,328.75,259.03,214.24,9435.1,1196.53,1897.3
1993-01-25,328.45,255.81,210.61,9413.95,1204.49,1851.79
1993-01-26,330.9,258.47,215.15,9589.22,1215.81,1891.68
1993-01-27,330.6,259.96,218.29,9620.03,1210.96,1919.29
1993-01-28,329.95,260.04,217.57,9590.63,1206.38,1912.99
1993-01-29,330.45,264.28,222.23,9642.39,1217.51,1953.9
1993-02-01,329.75,268.11,226.87,9625.36,1212.26,1978.95
1993-02-02,329.65,268.92,227.97,9642.16,1215.03,1988.62
1993-02-03,328.2,269.05,228.87,9666.34,1201.39,1996.44
1993-02-04,328,269.55,226.99,9666.35,1206.04,1980.03
1993-02-05,327.75,269.16,226.5,9791.73,1205.79,1975.79
1993-02-08,327.95,269.38,227.82,9677.88,1204.2,1887.96
1993-02-09,328.05,269.24,229.33,9842.65,1205.04,1900.42
1993-02-10,329.85,271.86,231.07,9939.4,1212.46,1914.86
1993-02-11,332,274.12,234.05,10092.24,1219.1,1939.57
1993-02-12,329.2,272.32,232.16,9998.6,1208.98,1924.48
1993-02-15,328.6,271.76,231.74,9801.4,1205.64,1901.59
1993-02-16,329.45,268.79,227.6,9916.51,1204.27,1866.52
1993-02-17,330.6,269.59,228.95,9898.54,1212.32,1877.58
1993-02-18,329.95,269.99,228.26,9893.94,1216.86,1871.94
1993-02-19,330.8,271.48,227.67,9979.78,1209.07,1867.07
1993-02-22,329.7,270.48,226.6,9887.62,1209.81,1898.8
1993-02-23,329.6,268.18,225.91,9920.75,1205.72,1893.02
1993-02-24,329.9,269.72,229.58,9916.52,1212.21,1923.75
1993-02-25,329.6,270.86,230.49,9997.49,1213.8,1931.41
1993-02-26,327.6,270.45,230.22,9885.56,1201.74,1929.13
1993-03-01,328.5,270.97,228.13,10493.75,1206.67,1873.89
1993-03-02,329.15,270.97,227.24,10642.55,1208.6,1866.58
1993-03-03,329.55,271.66,227.28,10562.64,1210.06,1866.91
1993-03-04,328.05,269.22,225.62,10517.22,1204.58,1853.3
1993-03-05,329.75,274.79,228.04,10524.19,1213.81,1873.21
1993-03-08,327.5,272.23,226.57,10304.87,1202.56,1881.1
1993-03-09,326.95,273.63,227.84,10332.53,1201.79,1891.69
1993-03-10,326.1,272.37,227.64,10281.53,1186.14,1890.06
1993-03-11,326.9,272.69,227.57,10338.36,1196.21,1889.42
1993-03-12,327,273.62,228.03,10313.97,1200.3,1893.3
1993-03-15,328,273.89,228.65,10244.94,1204.42,1878.8
1993-03-16,329,274.95,227.68,10409.6,1209.49,1870.84
1993-03-17,328.75,274.96,226.57,10364.36,1206.59,1861.69
1993-03-18,330.25,274.77,223.9,10387.77,1210.22,1839.75
1993-03-19,331.65,272.55,222.66,10486.11,1219.88,1829.57
1993-03-22,332.6,273.69,223.52,10392.85,1222.15,1903.33
1993-03-23,331.9,272.36,223.73,10451.44,1216.68,1905.09
1993-03-24,331,271.74,223.27,10436.84,1214.2,1901.2
1993-03-25,332.6,275.04,225.64,10483.43,1222.7,1921.41
1993-03-26,332.7,273.3,223.14,10486.42,1220.85,1900.07
1993-03-29,331.7,272.66,222.47,10380.82,1219.24,1894.36
