constructorResultsId,raceId,constructorId,points,status
2750,269,31,0,NULL
2751,269,25,0,NULL
2752,269,15,0,NULL
2753,269,6,0,NULL
2754,269,30,0,NULL
2755,270,22,10,NULL
2756,270,3,6,NULL
2757,270,1,4,NULL
2758,270,17,3,NULL
2759,270,6,2,NULL
2760,270,15,1,NULL
2761,270,25,0,NULL
2762,270,27,0,NULL
2763,270,29,0,NULL
2764,270,18,0,NULL
2765,270,32,0,NULL
2766,270,31,0,NULL
2767,270,33,0,NULL
2768,270,30,0,NULL
2769,271,3,13,NULL
2770,271,22,6,NULL
2771,271,6,4,NULL
2772,271,17,2,NULL
2773,271,15,1,NULL
2774,271,1,0,NULL
2775,271,29,0,NULL
2776,271,33,0,NULL
2777,271,32,0,NULL
2778,271,27,0,NULL
2779,271,31,0,NULL
2780,271,25,0,NULL
2781,271,18,0,NULL
2782,271,30,0,NULL
2783,272,3,10,NULL
2784,272,6,7,NULL
2785,272,1,4,NULL
2786,272,17,3,NULL
2787,272,27,2,NULL
2788,272,15,0,NULL
2789,272,29,0,NULL
2790,272,18,0,NULL
2791,272,25,0,NULL
2792,272,33,0,NULL
2793,272,32,0,NULL
2794,272,31,0,NULL
2795,272,22,0,NULL
2796,272,30,0,NULL
2797,273,3,10,NULL
2798,273,1,6,NULL
2799,273,27,4,NULL
2800,273,18,3,NULL
2801,273,15,2,NULL
2802,273,6,1,NULL
2803,273,29,0,NULL
2804,273,26,0,NULL
2805,273,33,0,NULL
2806,273,22,0,NULL
2807,273,32,0,NULL
2808,273,17,0,NULL
2809,273,25,0,NULL
2810,274,1,10,NULL
2811,274,3,6,NULL
2812,274,22,4,NULL
2813,274,32,4,NULL
2814,274,27,2,NULL
2815,274,33,0,NULL
2816,274,6,0,NULL
2817,274,29,0,NULL
2818,274,26,0,NULL
2819,274,15,0,NULL
2820,274,25,0,NULL
2821,274,18,0,NULL
2822,274,17,0,NULL
2823,275,1,10,NULL
2824,275,3,10,NULL
2825,275,32,3,NULL
2826,275,22,2,NULL
2827,275,18,1,NULL
2828,275,33,0,NULL
2829,275,17,0,NULL
2830,275,26,0,NULL
2831,275,29,0,NULL
2832,275,25,0,NULL
2833,275,6,0,NULL
2834,275,27,0,NULL
2835,275,15,0,NULL
2836,276,3,10,NULL
2837,276,22,6,NULL
2838,276,27,4,NULL
2839,276,15,3,NULL
2840,276,33,2,NULL
2841,276,18,1,NULL
2842,276,26,0,NULL
2843,276,32,0,NULL
2844,276,29,0,NULL
2845,276,1,0,NULL
2846,276,6,0,NULL
2847,276,25,0,NULL
2848,276,17,0,NULL
2849,277,3,10,NULL
2850,277,1,8,NULL
2851,277,22,7,NULL
2852,277,6,1,NULL
2853,277,27,0,NULL
2854,277,18,0,NULL
2855,277,33,0,NULL
2856,277,29,0,NULL
2857,277,17,0,NULL
2858,277,32,0,NULL
2859,277,15,0,NULL
2860,277,26,0,NULL
2861,277,25,0,NULL
2862,278,1,10,NULL
2863,278,3,9,NULL
2864,278,6,4,NULL
2865,278,18,2,NULL
2866,278,27,1,NULL
2867,278,32,0,NULL
2868,278,17,0,NULL
2869,278,25,0,NULL
2870,278,33,0,NULL
2871,278,15,0,NULL
2872,278,22,0,NULL
2873,278,29,0,NULL
2874,278,26,0,NULL
2875,279,3,14,NULL
2876,279,22,6,NULL
2877,279,6,3,NULL
2878,279,27,2,NULL
2879,279,15,1,NULL
2880,279,33,0,NULL
2881,279,18,0,NULL
2882,279,32,0,NULL
2883,279,17,0,NULL
2884,279,29,0,NULL
2885,279,1,0,NULL
2886,279,26,0,NULL
2887,279,25,0,NULL
2888,280,3,16,NULL
2889,280,22,4,NULL
2890,280,1,4,NULL
2891,280,27,2,NULL
2892,280,17,0,NULL
2893,280,18,0,NULL
2894,280,33,0,NULL
2895,280,29,0,NULL
2896,280,6,0,NULL
2897,280,25,0,NULL
2898,280,26,0,NULL
2899,280,15,0,NULL
2900,280,32,0,NULL
2901,281,3,10,NULL
2902,281,22,10,NULL
2903,281,32,3,NULL
2904,281,1,2,NULL
2905,281,29,1,NULL
2906,281,27,0,NULL
2907,281,15,0,NULL
2908,281,6,0,NULL
2909,281,17,0,NULL
2910,281,33,0,NULL
2911,281,18,0,NULL
2912,281,25,0,NULL
2913,281,26,0,NULL
2914,282,3,10,NULL
2915,282,22,8,NULL
2916,282,27,4,NULL
2917,282,1,3,NULL
2918,282,6,1,NULL
2919,282,15,0,NULL
2920,282,32,0,NULL
2921,282,18,0,NULL
2922,282,33,0,NULL
2923,282,17,0,NULL
2924,282,26,0,NULL
2925,282,29,0,NULL
2926,282,25,0,NULL
2927,283,3,10,NULL
2928,283,22,6,NULL
2929,283,6,4,NULL
2930,283,29,3,NULL
2931,283,27,2,NULL
2932,283,15,1,NULL
2933,283,33,0,NULL
2934,283,17,0,NULL
2935,283,25,0,NULL
2936,283,18,0,NULL
2937,283,32,0,NULL
2938,283,26,0,NULL
2939,283,1,0,NULL
2940,284,3,14,NULL
2941,284,22,7,NULL
2942,284,1,3,NULL
2943,284,32,2,NULL
2944,284,27,0,NULL
2945,284,15,0,NULL
2946,284,6,0,NULL
2947,284,33,0,NULL
2948,284,26,0,NULL
2949,284,25,0,NULL
2950,284,29,0,NULL
2951,284,18,0,NULL
2952,284,17,0,NULL
2953,285,3,10,NULL
2954,285,6,6,NULL
2955,285,1,4,NULL
2956,285,15,3,NULL
2957,285,22,2,NULL
2958,285,33,1,NULL
2959,285,18,0,NULL
2960,285,26,0,NULL
2961,285,32,0,NULL
2962,285,25,0,NULL
2963,285,27,0,NULL
2964,285,29,0,NULL
2965,285,17,0,NULL
2966,286,22,10,NULL
2967,286,3,10,NULL
2968,286,6,3,NULL
2969,286,15,2,NULL
2970,286,27,1,NULL
2971,286,18,0,NULL
2972,286,33,0,NULL
2973,286,25,0,NULL
2974,286,17,0,NULL
2975,286,26,0,NULL
2976,286,29,0,NULL
2977,286,32,0,NULL
2978,286,1,0,NULL
2979,287,1,14,NULL
2980,287,3,9,NULL
2981,287,17,3,NULL
2982,287,27,0,NULL
2983,287,15,0,NULL
2984,287,18,0,NULL
2985,287,32,0,NULL
2986,287,33,0,NULL
2987,287,29,0,NULL
2988,287,22,0,NULL
2989,287,6,0,NULL
2990,287,25,0,NULL
2991,288,1,10,NULL
2992,288,3,10,NULL
2993,288,6,5,NULL
2994,288,27,1,NULL
2995,288,29,0,NULL
2996,288,22,0,NULL
2997,288,17,0,NULL
2998,288,33,0,NULL
2999,288,25,0,NULL
3000,288,15,0,NULL
3001,288,18,0,NULL
3002,288,32,0,NULL
3003,289,3,16,NULL
3004,289,1,6,NULL
3005,289,22,3,NULL
3006,289,32,1,NULL
3007,289,27,0,NULL
3008,289,29,0,NULL
3009,289,17,0,NULL
3010,289,33,0,NULL
3011,289,34,0,NULL
3012,289,25,0,NULL
3013,289,35,0,NULL
3014,289,18,0,NULL
3015,289,6,0,NULL
3016,289,36,0,NULL
3017,289,37,0,NULL
3018,124,2,0,NULL
3019,290,3,16,NULL
3020,290,22,4,NULL
3021,290,1,3,NULL
3022,290,25,2,NULL
3023,290,32,1,NULL
3024,290,35,0,NULL
3025,290,27,0,NULL
3026,290,33,0,NULL
3027,290,29,0,NULL
3028,290,36,0,NULL
3029,290,6,0,NULL
3030,290,18,0,NULL
3031,290,17,0,NULL
3032,290,37,0,NULL
3033,290,34,0,NULL
3034,291,3,16,NULL
3035,291,22,4,NULL
3036,291,6,5,NULL
3037,291,29,1,NULL
3038,291,18,0,NULL
3039,291,35,0,NULL
3040,291,33,0,NULL
3041,291,32,0,NULL
3042,291,36,0,NULL
3043,291,37,0,NULL
3044,291,25,0,NULL
3045,291,27,0,NULL
3046,291,17,0,NULL
3047,291,1,0,NULL
3048,291,34,0,NULL
3049,292,3,10,NULL
3050,292,22,6,NULL
3051,292,6,4,NULL
3052,292,1,3,NULL
3053,292,29,2,NULL
3054,292,35,1,NULL
3055,292,37,0,NULL
3056,292,18,0,NULL
3057,292,36,0,NULL
3058,292,32,0,NULL
3059,292,27,0,NULL
3060,292,33,0,NULL
3061,292,25,0,NULL
3062,292,17,0,NULL
3063,292,34,0,NULL
3064,292,38,0,NULL
3065,293,3,16,NULL
3066,293,1,4,NULL
3067,293,22,3,NULL
3068,293,29,2,NULL
3069,293,35,1,NULL
3070,293,17,0,NULL
3071,293,25,0,NULL
3072,293,27,0,NULL
3073,293,37,0,NULL
3074,293,33,0,NULL
3075,293,6,0,NULL
3076,293,18,0,NULL
3077,293,36,0,NULL
3078,293,32,0,NULL
3079,293,34,0,NULL
3080,293,38,0,NULL
3081,294,1,10,NULL
3082,294,3,10,NULL
3083,294,22,5,NULL
3084,294,33,1,NULL
3085,294,29,0,NULL
3086,294,18,0,NULL
3087,294,35,0,NULL
3088,294,27,0,NULL
3089,294,6,0,NULL
3090,294,32,0,NULL
3091,294,17,0,NULL
3092,294,38,0,NULL
3093,294,25,0,NULL
3094,294,36,0,NULL
3095,294,37,0,NULL
3096,294,34,0,NULL
3097,295,1,10,NULL
3098,295,22,6,NULL
3099,295,6,4,NULL
3100,295,37,3,NULL
3101,295,25,2,NULL
3102,295,27,1,NULL
3103,295,29,0,NULL
3104,295,35,0,NULL
3105,295,18,0,NULL
3106,295,33,0,NULL
3107,295,3,0,NULL
3108,295,17,0,NULL
3109,295,32,0,NULL
3110,295,36,0,NULL
3111,295,34,0,NULL
3112,295,38,0,NULL
3113,296,3,16,NULL
3114,296,22,4,NULL
3115,296,32,4,NULL
3116,296,27,2,NULL
3117,296,29,0,NULL
3118,296,18,0,NULL
3119,296,35,0,NULL
3120,296,25,0,NULL
3121,296,6,0,NULL
3122,296,33,0,NULL
3123,296,37,0,NULL
3124,296,17,0,NULL
3125,296,1,0,NULL
3126,296,36,0,NULL
3127,296,34,0,NULL
3128,297,3,16,NULL
3129,297,22,7,NULL
3130,297,1,2,NULL
3131,297,32,1,NULL
3132,297,29,0,NULL
3133,297,27,0,NULL
3134,297,6,0,NULL
3135,297,25,0,NULL
3136,297,35,0,NULL
3137,297,36,0,NULL
3138,297,34,0,NULL
3139,297,18,0,NULL
3140,297,17,0,NULL
3141,297,33,0,NULL
3142,297,37,0,NULL
3143,297,38,0,NULL
3144,298,3,10,NULL
3145,298,1,6,NULL
3146,298,22,7,NULL
3147,298,6,2,NULL
3148,298,27,1,NULL
3149,298,29,0,NULL
3150,298,35,0,NULL
3151,298,18,0,NULL
3152,298,37,0,NULL
3153,298,33,0,NULL
3154,298,17,0,NULL
3155,298,36,0,NULL
3156,298,25,0,NULL
3157,298,32,0,NULL
3158,298,34,0,NULL
3159,298,38,0,NULL
3160,299,1,14,NULL
3161,299,3,6,NULL
3162,299,32,3,NULL
3163,299,22,2,NULL
3164,299,6,1,NULL
3165,299,29,0,NULL
3166,299,25,0,NULL
3167,299,37,0,NULL
3168,299,17,0,NULL
3169,299,34,0,NULL
3170,299,35,0,NULL
3171,299,33,0,NULL
3172,299,36,0,NULL
3173,299,27,0,NULL
3174,299,18,0,NULL
3175,299,38,0,NULL
3176,300,22,13,NULL
3177,300,3,10,NULL
3178,300,1,2,NULL
3179,300,32,1,NULL
3180,300,35,0,NULL
3181,300,25,0,NULL
3182,300,29,0,NULL
3183,300,36,0,NULL
3184,300,37,0,NULL
3185,300,17,0,NULL
3186,300,18,0,NULL
3187,300,33,0,NULL
3188,300,27,0,NULL
3189,300,6,0,NULL
3190,300,38,0,NULL
3191,301,1,13,NULL
3192,301,22,10,NULL
3193,301,3,2,NULL
3194,301,25,1,NULL
3195,301,29,0,NULL
3196,301,35,0,NULL
3197,301,33,0,NULL
3198,301,37,0,NULL
3199,301,17,0,NULL
3200,301,27,0,NULL
3201,301,36,0,NULL
3202,301,32,0,NULL
3203,301,6,0,NULL
3204,301,18,0,NULL
3205,302,3,10,NULL
3206,302,1,10,NULL
3207,302,22,3,NULL
3208,302,32,2,NULL
3209,302,29,1,NULL
3210,302,27,0,NULL
3211,302,25,0,NULL
3212,302,37,0,NULL
3213,302,18,0,NULL
3214,302,17,0,NULL
3215,302,35,0,NULL
3216,302,33,0,NULL
3217,302,6,0,NULL
3218,303,3,10,NULL
3219,303,1,6,NULL
3220,303,22,4,NULL
3221,303,25,3,NULL
3222,303,6,2,NULL
3223,303,18,1,NULL
3224,303,17,0,NULL
3225,303,29,0,NULL
3226,303,35,0,NULL
3227,303,33,0,NULL
3228,303,37,0,NULL
3229,303,32,0,NULL
3230,303,27,0,NULL
3231,304,1,10,NULL
3232,304,22,10,NULL
3233,304,6,3,NULL
3234,304,27,2,NULL
3235,304,17,1,NULL
3236,304,32,0,NULL
3237,304,29,0,NULL
3238,304,18,0,NULL
3239,304,37,0,NULL
3240,304,35,0,NULL
3241,304,33,0,NULL
3242,304,3,0,NULL
3243,304,25,0,NULL
3244,305,1,10,NULL
3245,305,6,6,NULL
3246,305,22,4,NULL
3247,305,25,5,NULL
3248,305,33,1,NULL
3249,305,40,0,NULL
3250,305,39,0,NULL
3251,305,18,0,NULL
3252,305,17,0,NULL
3253,305,34,0,NULL
3254,305,32,0,NULL
3255,305,3,0,NULL
3256,305,29,0,NULL
3257,305,41,0,NULL
3258,305,27,0,NULL
3259,305,35,0,NULL
3260,305,42,0,NULL
3261,305,36,0,NULL
3262,306,1,14,NULL
3263,306,3,6,NULL
3264,306,6,4,NULL
3265,306,22,2,NULL
3266,306,18,0,NULL
3267,306,32,0,NULL
3268,306,27,0,NULL
3269,306,35,0,NULL
3270,306,34,0,NULL
3271,306,17,0,NULL
3272,306,33,0,NULL
3273,306,25,0,NULL
3274,306,41,0,NULL
3275,306,39,0,NULL
3276,306,29,0,NULL
3277,306,36,0,NULL
3278,306,40,0,NULL
3279,306,42,0,NULL
3280,307,1,16,NULL
3281,307,35,4,NULL
3282,307,18,3,NULL
3283,307,32,3,NULL
3284,307,27,0,NULL
3285,307,34,0,NULL
3286,307,40,0,NULL
3287,307,41,0,NULL
3288,307,22,0,NULL
3289,307,25,0,NULL
3290,307,17,0,NULL
3291,307,26,0,NULL
3292,307,3,0,NULL
3293,307,6,0,NULL
3294,307,39,0,NULL
3295,307,29,0,NULL
3296,307,36,0,NULL
3297,307,42,0,NULL
3298,308,1,10,NULL
3299,308,3,6,NULL
3300,308,6,6,NULL
3301,308,22,3,NULL
3302,308,35,1,NULL
3303,308,27,0,NULL
3304,308,17,0,NULL
3305,308,26,0,NULL
3306,308,18,0,NULL
3307,308,32,0,NULL
3308,308,41,0,NULL
3309,308,25,0,NULL
3310,308,34,0,NULL
3311,308,29,0,NULL
3312,308,39,0,NULL
3313,308,40,0,NULL
3314,308,42,0,NULL
3315,308,36,0,NULL
3316,309,22,10,NULL
3317,309,25,6,NULL
3318,309,3,5,NULL
3319,309,17,5,NULL
3320,309,18,0,NULL
3321,309,27,0,NULL
3322,309,35,0,NULL
3323,309,41,0,NULL
3324,309,29,0,NULL
3325,309,6,0,NULL
3326,309,26,0,NULL
3327,309,1,0,NULL
3328,309,32,0,NULL
3329,309,34,0,NULL
3330,309,39,0,NULL
3331,309,36,0,NULL
3332,309,40,0,NULL
3333,309,42,0,NULL
3334,310,3,16,NULL
3335,310,1,4,NULL
3336,310,17,3,NULL
3337,310,22,2,NULL
3338,310,26,1,NULL
3339,310,18,0,NULL
3340,310,27,0,NULL
3341,310,32,0,NULL
3342,310,25,0,NULL
3343,310,34,0,NULL
3344,310,6,0,NULL
3345,310,35,0,NULL
3346,310,29,0,NULL
3347,310,41,0,NULL
3348,310,36,0,NULL
3349,310,39,0,NULL
3350,310,40,0,NULL
3351,310,42,0,NULL
3352,311,3,12,NULL
3353,311,6,9,NULL
3354,311,1,4,NULL
3355,311,17,1,NULL
3356,311,41,0,NULL
3357,311,22,0,NULL
3358,311,18,0,NULL
3359,311,32,0,NULL
3360,311,27,0,NULL
3361,311,25,0,NULL
3362,311,36,0,NULL
3363,311,26,0,NULL
3364,311,35,0,NULL
3365,311,34,0,NULL
3366,311,29,0,NULL
3367,311,39,0,NULL
3368,311,40,0,NULL
3369,311,42,0,NULL
3370,312,3,10,NULL
3371,312,1,9,NULL
3372,312,6,4,NULL
3373,312,22,2,NULL
3374,312,17,1,NULL
3375,312,25,0,NULL
3376,312,18,0,NULL
3377,312,35,0,NULL
3378,312,32,0,NULL
3379,312,34,0,NULL
3380,312,26,0,NULL
3381,312,27,0,NULL
3382,312,29,0,NULL
3383,312,41,0,NULL
3384,312,39,0,NULL
3385,312,36,0,NULL
3386,312,40,0,NULL
3387,312,42,0,NULL
3388,313,3,16,NULL
3389,313,6,4,NULL
3390,313,1,3,NULL
3391,313,17,3,NULL
3392,313,22,0,NULL
3393,313,27,0,NULL
3394,313,35,0,NULL
3395,313,34,0,NULL
3396,313,25,0,NULL
3397,313,41,0,NULL
3398,313,32,0,NULL
3399,313,26,0,NULL
3400,313,18,0,NULL
3401,313,40,0,NULL
3402,313,29,0,NULL
3403,313,39,0,NULL
3404,313,36,0,NULL
3405,313,42,0,NULL
3406,314,1,13,NULL
3407,314,3,10,NULL
3408,314,6,2,NULL
3409,314,41,1,NULL
3410,314,17,0,NULL
3411,314,22,0,NULL
3412,314,27,0,NULL
3413,314,25,0,NULL
3414,314,18,0,NULL
3415,314,32,0,NULL
3416,314,40,0,NULL
3417,314,34,0,NULL
3418,314,35,0,NULL
3419,314,26,0,NULL
3420,314,36,0,NULL
3421,314,29,0,NULL
3422,314,39,0,NULL
3423,314,42,0,NULL
3424,315,1,16,NULL
3425,315,22,7,NULL
3426,315,3,2,NULL
3427,315,34,1,NULL
3428,315,32,0,NULL
3429,315,35,0,NULL
3430,315,36,0,NULL
3431,315,27,0,NULL
3432,315,18,0,NULL
3433,315,17,0,NULL
3434,315,25,0,NULL
3435,315,6,0,NULL
3436,315,26,0,NULL
3437,315,41,0,NULL
3438,315,40,0,NULL
3439,315,29,0,NULL
3440,315,39,0,NULL
3441,315,42,0,NULL
3442,316,3,10,NULL
3443,316,1,9,NULL
3444,316,6,4,NULL
3445,316,22,3,NULL
3446,316,17,0,NULL
3447,316,41,0,NULL
3448,316,18,0,NULL
3449,316,35,0,NULL
3450,316,27,0,NULL
3451,316,34,0,NULL
3452,316,32,0,NULL
3453,316,40,0,NULL
3454,316,36,0,NULL
3455,316,25,0,NULL
3456,316,26,0,NULL
3457,316,29,0,NULL
3458,316,39,0,NULL
3459,316,42,0,NULL
3460,317,3,10,NULL
3461,317,1,6,NULL
3462,317,6,4,NULL
3463,317,18,3,NULL
3464,317,22,3,NULL
3465,317,41,0,NULL
3466,317,17,0,NULL
3467,317,27,0,NULL
3468,317,34,0,NULL
3469,317,25,0,NULL
3470,317,32,0,NULL
3471,317,29,0,NULL
3472,317,26,0,NULL
3473,317,35,0,NULL
3474,317,39,0,NULL
3475,317,40,0,NULL
3476,317,36,0,NULL
3477,317,42,0,NULL
3478,318,3,14,NULL
3479,318,6,9,NULL
3480,318,1,2,NULL
3481,318,22,1,NULL
3482,318,41,0,NULL
3483,318,35,0,NULL
3484,318,17,0,NULL
3485,318,34,0,NULL
3486,318,36,0,NULL
3487,318,18,0,NULL
3488,318,25,0,NULL
3489,318,27,0,NULL
3490,318,29,0,NULL
3491,318,32,0,NULL
3492,318,26,0,NULL
3493,318,40,0,NULL
3494,318,39,0,NULL
3495,319,1,16,NULL
3496,319,3,4,NULL
3497,319,6,3,NULL
3498,319,34,2,NULL
3499,319,25,1,NULL
3500,319,22,0,NULL
3501,319,41,0,NULL
3502,319,27,0,NULL
3503,319,29,0,NULL
3504,319,36,0,NULL
3505,319,18,0,NULL
3506,319,32,0,NULL
3507,319,26,0,NULL
3508,319,17,0,NULL
3509,319,35,0,NULL
3510,319,40,0,NULL
3511,319,42,0,NULL
3512,320,1,7,NULL
3513,320,3,4,NULL
3514,320,22,1.5,NULL
3515,320,6,0.5,NULL
3516,320,35,0,NULL
3517,320,17,0,NULL
3518,320,25,0,NULL
3519,320,32,0,NULL
3520,320,29,0,NULL
3521,320,41,0,NULL
3522,320,18,0,NULL
3523,320,34,0,NULL
3524,320,27,0,NULL
3525,320,40,0,NULL
3526,320,33,0,NULL
3527,320,36,0,NULL
3528,320,42,0,NULL
3529,321,1,9,NULL
3530,321,25,7,NULL
3531,321,3,4,NULL
3532,321,22,3,NULL
3533,321,34,2,NULL
3534,321,18,0,NULL
3535,321,33,0,NULL
3536,321,21,0,NULL
3537,321,44,0,NULL
3538,321,41,0,NULL
3539,321,6,0,NULL
3540,321,45,0,NULL
3541,321,35,0,NULL
3542,321,32,0,NULL
3543,321,27,0,NULL
3544,321,46,0,NULL
3545,321,39,0,NULL
3546,321,47,0,NULL
3547,321,42,0,NULL
3548,322,6,12,NULL
3549,322,1,10,NULL
3550,322,3,2,NULL
3551,322,22,1,NULL
3552,322,25,0,NULL
3553,322,18,0,NULL
3554,322,27,0,NULL
3555,322,35,0,NULL
3556,322,21,0,NULL
3557,322,32,0,NULL
3558,322,34,0,NULL
3559,322,39,0,NULL
3560,322,33,0,NULL
3561,322,45,0,NULL
3562,322,46,0,NULL
3563,322,41,0,NULL
3564,322,44,0,NULL
3565,322,42,0,NULL
3566,322,47,0,NULL
3567,323,3,9,NULL
3568,323,1,6,NULL
3569,323,22,6,NULL
3570,323,6,3,NULL
3571,323,25,1,NULL
3572,323,32,0,NULL
3573,323,27,0,NULL
3574,323,18,0,NULL
3575,323,46,0,NULL
3576,323,33,0,NULL
3577,323,45,0,NULL
3578,323,34,0,NULL
3579,323,35,0,NULL
3580,323,41,0,NULL
3581,323,44,0,NULL
3582,323,21,0,NULL
3583,323,42,0,NULL
3584,323,47,0,NULL
3585,323,39,0,NULL
3586,324,1,13,NULL
3587,324,25,6,NULL
3588,324,3,3,NULL
3589,324,21,2,NULL
3590,324,33,1,NULL
3591,324,46,0,NULL
3592,324,32,0,NULL
3593,324,6,0,NULL
3594,324,18,0,NULL
3595,324,27,0,NULL
3596,324,35,0,NULL
3597,324,22,0,NULL
3598,324,34,0,NULL
3599,324,41,0,NULL
3600,324,45,0,NULL
3601,324,44,0,NULL
3602,324,39,0,NULL
3603,324,42,0,NULL
3604,324,47,0,NULL
3605,325,1,12,NULL
3606,325,22,6,NULL
3607,325,6,6,NULL
3608,325,32,1,NULL
3609,325,34,0,NULL
3610,325,21,0,NULL
3611,325,33,0,NULL
3612,325,41,0,NULL
3613,325,25,0,NULL
3614,325,45,0,NULL
3615,325,46,0,NULL
3616,325,35,0,NULL
3617,325,3,0,NULL
3618,325,27,0,NULL
3619,325,18,0,NULL
3620,325,44,0,NULL
3621,325,39,0,NULL
3622,325,42,0,NULL
3623,325,47,0,NULL
3624,326,6,15,NULL
3625,326,1,4,NULL
3626,326,22,4,NULL
3627,326,3,2,NULL
3628,326,25,0,NULL
3629,326,32,0,NULL
3630,326,34,0,NULL
3631,326,18,0,NULL
3632,326,35,0,NULL
3633,326,46,0,NULL
3634,326,27,0,NULL
3635,326,21,0,NULL
3636,326,45,0,NULL
3637,326,33,0,NULL
3638,326,44,0,NULL
3639,326,41,0,NULL
3640,326,39,0,NULL
3641,326,42,0,NULL
3642,326,47,0,NULL
3643,327,6,9,NULL
3644,327,41,6,NULL
3645,327,1,6,NULL
3646,327,22,3,NULL
3647,327,3,1,NULL
3648,327,33,0,NULL
3649,327,27,0,NULL
3650,327,21,0,NULL
3651,327,32,0,NULL
3652,327,34,0,NULL
3653,327,39,0,NULL
3654,327,35,0,NULL
3655,327,25,0,NULL
3656,327,18,0,NULL
3657,327,46,0,NULL
3658,327,45,0,NULL
3659,327,44,0,NULL
3660,327,42,0,NULL
3661,327,47,0,NULL
3662,328,6,9,NULL
3663,328,3,6,NULL
3664,328,1,4,NULL
3665,328,33,4,NULL
3666,328,22,2,NULL
3667,328,21,0,NULL
3668,328,25,0,NULL
3669,328,34,0,NULL
3670,328,27,0,NULL
3671,328,35,0,NULL
3672,328,18,0,NULL
3673,328,41,0,NULL
3674,328,32,0,NULL
3675,328,39,0,NULL
3676,328,45,0,NULL
3677,328,46,0,NULL
3678,328,44,0,NULL
3679,328,42,0,NULL
3680,328,47,0,NULL
3681,329,1,13,NULL
3682,329,22,6,NULL
3683,329,6,3,NULL
3684,329,3,3,NULL
3685,329,41,0,NULL
3686,329,32,0,NULL
3687,329,21,0,NULL
3688,329,27,0,NULL
3689,329,25,0,NULL
3690,329,46,0,NULL
3691,329,33,0,NULL
3692,329,18,0,NULL
3693,329,34,0,NULL
3694,329,35,0,NULL
3695,329,45,0,NULL
3696,329,39,0,NULL
3697,329,44,0,NULL
3698,329,42,0,NULL
3699,329,47,0,NULL
3700,330,3,12,NULL
3701,330,1,6,NULL
3702,330,22,4,NULL
3703,330,32,2,NULL
3704,330,33,1,NULL
3705,330,41,0,NULL
3706,330,21,0,NULL
3707,330,35,0,NULL
3708,330,27,0,NULL
3709,330,39,0,NULL
3710,330,18,0,NULL
3711,330,6,0,NULL
3712,330,25,0,NULL
3713,330,34,0,NULL
3714,330,46,0,NULL
3715,330,45,0,NULL
3716,330,42,0,NULL
3717,330,44,0,NULL
3718,330,47,0,NULL
3719,331,1,13,NULL
3720,331,6,6,NULL
3721,331,22,5,NULL
3722,331,41,1,NULL
3723,331,25,0,NULL
3724,331,33,0,NULL
3725,331,21,0,NULL
3726,331,32,0,NULL
3727,331,27,0,NULL
3728,331,18,0,NULL
3729,331,45,0,NULL
3730,331,34,0,NULL
3731,331,35,0,NULL
3732,331,3,0,NULL
3733,331,39,0,NULL
3734,331,42,0,NULL
3735,331,44,0,NULL
3736,331,47,0,NULL
3737,332,1,13,NULL
3738,332,6,9,NULL
3739,332,3,2,NULL
3740,332,25,1,NULL
3741,332,22,0,NULL
3742,332,21,0,NULL
3743,332,35,0,NULL
3744,332,27,0,NULL
3745,332,39,0,NULL
3746,332,41,0,NULL
3747,332,33,0,NULL
3748,332,45,0,NULL
3749,332,34,0,NULL
3750,332,32,0,NULL
3751,332,18,0,NULL
3752,332,42,0,NULL
3753,332,44,0,NULL
3754,332,47,0,NULL
3755,333,6,13,NULL
3756,333,1,9,NULL
3757,333,22,3,NULL
3758,333,3,0,NULL
3759,333,25,0,NULL
3760,333,21,0,NULL
3761,333,27,0,NULL
3762,333,18,0,NULL
3763,333,41,0,NULL
3764,333,33,0,NULL
3765,333,35,0,NULL
3766,333,34,0,NULL
3767,333,32,0,NULL
3768,333,39,0,NULL
3769,333,45,0,NULL
3770,333,42,0,NULL
3771,333,44,0,NULL
3772,333,47,0,NULL
3773,334,6,15,NULL
3774,334,22,4,NULL
3775,334,3,5,NULL
3776,334,33,1,NULL
3777,334,27,0,NULL
3778,334,41,0,NULL
3779,334,39,0,NULL
3780,334,21,0,NULL
3781,334,32,0,NULL
3782,334,1,0,NULL
3783,334,35,0,NULL
3784,334,45,0,NULL
3785,334,18,0,NULL
3786,334,25,0,NULL
3787,334,34,0,NULL
3788,334,42,0,NULL
3789,334,44,0,NULL
3790,334,47,0,NULL
3791,335,22,15,NULL
3792,335,33,4,NULL
3793,335,3,5,NULL
3794,335,25,1,NULL
3795,335,27,0,NULL
3796,335,18,0,NULL
3797,335,21,0,NULL
3798,335,32,0,NULL
3799,335,6,0,NULL
3800,335,35,0,NULL
3801,335,41,0,NULL
3802,335,34,0,NULL
3803,335,1,0,NULL
3804,335,45,0,NULL
3805,335,39,0,NULL
3806,335,42,0,NULL
3807,336,22,9,NULL
3808,336,6,10,NULL
3809,336,1,3,NULL
3810,336,3,3,NULL
3811,336,25,0,NULL
3812,336,18,0,NULL
3813,336,27,0,NULL
3814,336,34,0,NULL
3815,336,45,0,NULL
3816,336,35,0,NULL
3817,336,39,0,NULL
3818,336,32,0,NULL
3819,336,41,0,NULL
3820,336,33,0,NULL
3821,336,21,0,NULL
3822,336,42,0,NULL
3823,1,23,18,NULL
3824,1,1,0,NULL
