Date,POONDI,CHOLAVARAM,REDHILLS,CHEMBARAMBAKKAM
01-05-2008,2257.00,676.00,2489.00,2099.00
02-05-2008,2219.00,673.00,2501.00,2088.00
03-05-2008,2182.00,670.00,2515.00,2077.00
04-05-2008,2145.00,667.00,2528.00,2066.00
05-05-2008,2111.00,664.00,2542.00,2056.00
06-05-2008,2072.00,661.00,2557.00,2045.00
07-05-2008,2036.00,658.00,2571.00,2034.00
08-05-2008,2000.00,655.00,2587.00,2023.00
09-05-2008,1962.00,652.00,2601.00,2010.00
10-05-2008,1926.00,649.00,2616.00,1998.00
11-05-2008,1908.00,646.00,2630.00,1985.00
12-05-2008,1872.00,643.00,2644.00,1973.00
13-05-2008,1821.00,640.00,2657.00,1964.00
14-05-2008,1769.00,637.00,2667.00,1964.00
15-05-2008,1716.00,634.00,2680.00,1969.00
16-05-2008,1662.00,631.00,2690.00,1969.00
17-05-2008,1608.00,628.00,2701.00,1971.00
18-05-2008,1557.00,625.00,2711.00,1975.00
19-05-2008,1504.00,622.00,2722.00,1979.00
20-05-2008,1452.00,619.00,2732.00,1983.00
21-05-2008,1400.00,616.00,2743.00,1987.00
22-05-2008,1420.00,613.00,2755.00,1991.00
23-05-2008,1377.00,610.00,2765.00,1996.00
24-05-2008,1325.00,607.00,2775.00,2000.00
25-05-2008,1273.00,604.00,2786.00,2004.00
26-05-2008,1221.00,601.00,2794.00,2008.00
27-05-2008,1168.00,598.00,2805.00,2012.00
28-05-2008,1115.00,595.00,2815.00,2017.00
29-05-2008,1063.00,592.00,2825.00,2021.00
30-05-2008,1011.00,589.00,2835.00,2025.00
31-05-2008,958.00,586.00,2845.00,2030.00
01-06-2008,945.00,583.00,2854.00,2034.00
02-06-2008,927.00,580.00,2839.00,2038.00
03-06-2008,909.00,577.00,2823.00,2042.00
04-06-2008,891.00,574.00,2808.00,2047.00
05-06-2008,873.00,571.00,2794.00,2052.00
06-06-2008,853.00,568.00,2778.00,2056.00
07-06-2008,832.00,565.00,2761.00,2060.00
08-06-2008,812.00,562.00,2745.00,2065.00
09-06-2008,801.00,559.00,2728.00,2069.00
10-06-2008,800.00,556.00,2711.00,2069.00
11-06-2008,797.00,553.00,2692.00,2062.00
12-06-2008,794.00,550.00,2674.00,2062.00
13-06-2008,790.00,547.00,2657.00,2056.00
14-06-2008,786.00,544.00,2644.00,2049.00
15-06-2008,782.00,541.00,2626.00,2042.00
16-06-2008,776.00,538.00,2609.00,2034.00
17-06-2008,771.00,535.00,2591.00,2026.00
18-06-2008,766.00,532.00,2573.00,2018.00
19-06-2008,760.00,529.00,2555.00,2009.00
20-06-2008,755.00,526.00,2536.00,2000.00
21-06-2008,749.00,523.00,2517.00,1992.00
22-06-2008,763.00,525.00,2567.00,2036.00
23-06-2008,763.00,525.00,2552.00,2030.00
24-06-2008,757.00,523.00,2532.00,2023.00
25-06-2008,752.00,520.00,2515.00,2016.00
26-06-2008,747.00,518.00,2497.00,2008.00
27-06-2008,741.00,517.00,2481.00,2000.00
28-06-2008,736.00,516.00,2465.00,1994.00
29-06-2008,738.00,516.00,2450.00,1987.00
30-06-2008,738.00,515.00,2436.00,1979.00
01-07-2008,736.00,514.00,2421.00,1971.00
02-07-2008,736.00,513.00,2407.00,1962.00
03-07-2008,732.00,512.00,2392.00,1954.00
04-07-2008,729.00,511.00,2377.00,1947.00
05-07-2008,725.00,510.00,2361.00,1939.00
06-07-2008,721.00,508.00,2346.00,1932.00
07-07-2008,715.00,507.00,2331.00,1924.00
08-07-2008,711.00,506.00,2315.00,1916.00
09-07-2008,706.00,504.00,2300.00,1908.00
10-07-2008,715.00,503.00,2287.00,1901.00
11-07-2008,711.00,502.00,2272.00,1893.00
12-07-2008,705.00,500.00,2257.00,1885.00
13-07-2008,699.00,498.00,2241.00,1877.00
14-07-2008,693.00,495.00,2225.00,1869.00
15-07-2008,687.00,492.00,2209.00,1861.00
16-07-2008,682.00,489.00,2193.00,1852.00
17-07-2008,677.00,486.00,2178.00,1843.00
18-07-2008,673.00,471.00,2173.00,1835.00
19-07-2008,681.00,458.00,2171.00,1827.00
20-07-2008,677.00,445.00,2169.00,1819.00
21-07-2008,673.00,432.00,2166.00,1811.00
22-07-2008,668.00,419.00,2164.00,1803.00
23-07-2008,662.00,406.00,2162.00,1795.00
24-07-2008,657.00,393.00,2160.00,1788.00
25-07-2008,653.00,380.00,2157.00,1780.00
26-07-2008,648.00,367.00,2155.00,1772.00
27-07-2008,644.00,354.00,2153.00,1764.00
28-07-2008,641.00,341.00,2150.00,1764.00
29-07-2008,645.00,328.00,2150.00,1758.00
30-07-2008,645.00,315.00,2148.00,1750.00
31-07-2008,643.00,302.00,2146.00,1742.00
01-08-2008,639.00,289.00,2143.00,1734.00
02-08-2008,633.00,276.00,2141.00,1726.00
03-08-2008,628.00,263.00,2139.00,1718.00
04-08-2008,624.00,250.00,2138.00,1711.00
05-08-2008,622.00,237.00,2136.00,1703.00
06-08-2008,619.00,224.00,2134.00,1695.00
07-08-2008,617.00,211.00,2132.00,1687.00
08-08-2008,614.00,198.00,2129.00,1678.00
09-08-2008,614.00,185.00,2127.00,1678.00
10-08-2008,613.00,183.00,2113.00,1669.00
11-08-2008,611.00,181.00,2097.00,1660.00
12-08-2008,609.00,179.00,2082.00,1650.00
13-08-2008,604.00,178.00,2066.00,1640.00
14-08-2008,598.00,177.00,2051.00,1631.00
15-08-2008,592.00,176.00,2035.00,1621.00
16-08-2008,586.00,175.00,2020.00,1611.00
17-08-2008,580.00,174.00,2006.00,1602.00
18-08-2008,578.00,173.00,1992.00,1602.00
19-08-2008,574.00,172.00,1977.00,1593.00
20-08-2008,584.00,174.00,2009.00,1593.00
21-08-2008,584.00,182.00,2009.00,1584.00
22-08-2008,582.00,191.00,2009.00,1575.00
23-08-2008,578.00,193.00,1996.00,1566.00
24-08-2008,573.00,197.00,1980.00,1557.00
25-08-2008,568.00,197.00,1965.00,1548.00
26-08-2008,563.00,197.00,1950.00,1539.00
27-08-2008,558.00,197.00,1935.00,1529.00
28-08-2008,553.00,197.00,1920.00,1520.00
29-08-2008,548.00,197.00,1904.00,1511.00
30-08-2008,543.00,197.00,1889.00,1502.00
31-08-2008,539.00,197.00,1875.00,1493.00
01-09-2008,540.00,184.00,1873.00,1484.00
02-09-2008,539.00,172.00,1871.00,1475.00
03-09-2008,536.00,161.00,1866.00,1466.00
04-09-2008,533.00,148.00,1863.00,1457.00
05-09-2008,531.00,135.00,1860.00,1448.00
06-09-2008,526.00,122.00,1858.00,1439.00
07-09-2008,523.00,114.00,1850.00,1430.00
08-09-2008,519.00,106.00,1841.00,1430.00
09-09-2008,515.00,99.00,1833.00,1422.00
10-09-2008,513.00,92.00,1825.00,1412.00
11-09-2008,510.00,85.00,1818.00,1403.00
12-09-2008,505.00,81.00,1807.00,1395.00
13-09-2008,502.00,79.00,1794.00,1386.00
14-09-2008,497.00,78.00,1779.00,1377.00
15-09-2008,502.00,77.00,1764.00,1368.00
16-09-2008,500.00,76.00,1749.00,1359.00
17-09-2008,496.00,76.00,1733.00,1351.00
18-09-2008,491.00,76.00,1717.00,1342.00
19-09-2008,489.00,75.00,1701.00,1334.00
20-09-2008,485.00,75.00,1685.00,1325.00
21-09-2008,493.00,75.00,1669.00,1316.00
22-09-2008,529.00,75.00,1653.00,1308.00
23-09-2008,582.00,75.00,1638.00,1300.00
24-09-2008,632.00,75.00,1622.00,1291.00
25-09-2008,689.00,90.00,1622.00,1291.00
26-09-2008,736.00,95.00,1607.00,1282.00
27-09-2008,783.00,95.00,1591.00,1274.00
28-09-2008,837.00,95.00,1575.00,1266.00
29-09-2008,888.00,95.00,1560.00,1257.00
30-09-2008,941.00,97.00,1544.00,1257.00
01-10-2008,989.00,97.00,1529.00,1249.00
02-10-2008,1033.00,97.00,1514.00,1241.00
03-10-2008,1074.00,97.00,1500.00,1233.00
04-10-2008,1122.00,99.00,1485.00,1224.00
05-10-2008,1177.00,99.00,1470.00,1216.00
06-10-2008,1215.00,99.00,1455.00,1208.00
07-10-2008,1257.00,99.00,1440.00,1200.00
08-10-2008,1292.00,99.00,1425.00,1191.00
09-10-2008,1323.00,99.00,1410.00,1183.00
10-10-2008,1348.00,98.00,1394.00,1175.00
11-10-2008,1381.00,98.00,1378.00,1167.00
12-10-2008,1416.00,98.00,1364.00,1159.00
13-10-2008,1462.00,111.00,1390.00,1175.00
14-10-2008,1508.00,120.00,1380.00,1183.00
15-10-2008,1550.00,121.00,1365.00,1183.00
16-10-2008,1595.00,121.00,1351.00,1183.00
17-10-2008,1633.00,122.00,1351.00,1183.00
18-10-2008,1687.00,124.00,1338.00,1175.00
19-10-2008,1739.00,125.00,1331.00,1183.00
20-10-2008,1810.00,132.00,1349.00,1208.00
21-10-2008,1908.00,180.00,1421.00,1316.00
22-10-2008,1960.00,210.00,1470.00,1402.00
23-10-2008,2018.00,257.00,1540.00,1504.00
24-10-2008,2039.00,279.00,1566.00,1577.00
25-10-2008,2077.00,310.00,1638.00,1691.00
26-10-2008,2090.00,320.00,1661.00,1749.00
27-10-2008,2093.00,324.00,1661.00,1769.00
28-10-2008,2093.00,325.00,1677.00,1788.00
29-10-2008,2095.00,325.00,1685.00,1806.00
30-10-2008,2090.00,325.00,1685.00,1824.00
31-10-2008,2090.00,325.00,1685.00,1838.00
01-11-2008,2100.00,325.00,1685.00,1852.00
02-11-2008,2108.00,325.00,1685.00,1866.00
03-11-2008,2113.00,325.00,1685.00,1883.00
04-11-2008,2116.00,325.00,1685.00,1901.00
05-11-2008,2119.00,325.00,1685.00,1919.00
06-11-2008,2121.00,325.00,1685.00,1938.00
07-11-2008,2119.00,325.00,1685.00,1957.00
08-11-2008,2113.00,325.00,1687.00,1976.00
09-11-2008,2108.00,325.00,1689.00,1995.00
10-11-2008,2124.00,325.00,1689.00,2013.00
11-11-2008,2134.00,325.00,1689.00,2019.00
12-11-2008,2129.00,325.00,1689.00,2019.00
13-11-2008,2124.00,324.00,1689.00,2038.00
14-11-2008,2119.00,324.00,1713.00,2053.00
15-11-2008,2111.00,324.00,1735.00,2069.00
16-11-2008,2137.00,331.00,1797.00,2086.00
17-11-2008,2127.00,333.00,1821.00,2105.00
18-11-2008,2116.00,335.00,1838.00,2121.00
19-11-2008,2095.00,335.00,1850.00,2140.00
20-11-2008,2082.00,335.00,1860.00,2159.00
21-11-2008,2085.00,335.00,1871.00,2178.00
22-11-2008,2116.00,345.00,1909.00,2226.00
23-11-2008,2142.00,360.00,1942.00,2305.00
24-11-2008,2155.00,372.00,1980.00,2365.00
25-11-2008,2163.00,389.00,2001.00,2398.00
26-11-2008,2214.00,398.00,2076.00,2518.00
27-11-2008,2373.00,456.00,2257.00,2941.00
28-11-2008,2898.00,609.00,2561.00,3132.00
29-11-2008,2829.00,765.00,2902.00,3146.00
30-11-2008,2982.00,871.00,2976.00,3126.00
01-12-2008,3018.00,881.00,3022.00,3158.00
02-12-2008,3051.00,881.00,3034.00,3146.00
03-12-2008,3093.00,881.00,3096.00,3146.00
04-12-2008,3231.00,881.00,3090.00,3154.00
05-12-2008,3231.00,881.00,3080.00,3159.00
06-12-2008,3231.00,881.00,3070.00,3159.00
07-12-2008,3231.00,881.00,3060.00,3159.00
08-12-2008,3231.00,881.00,3046.00,3154.00
09-12-2008,3231.00,881.00,3046.00,3127.00
10-12-2008,3231.00,881.00,3064.00,3127.00
11-12-2008,3231.00,881.00,3070.00,3127.00
12-12-2008,3231.00,881.00,3060.00,3125.00
13-12-2008,3231.00,881.00,3060.00,3120.00
14-12-2008,3231.00,881.00,3060.00,3115.00
15-12-2008,3231.00,881.00,3050.00,3110.00
16-12-2008,3231.00,881.00,3040.00,3105.00
17-12-2008,3231.00,881.00,3030.00,3100.00
18-12-2008,3231.00,881.00,3020.00,3095.00
19-12-2008,3231.00,881.00,3012.00,3089.00
20-12-2008,3231.00,881.00,3004.00,3081.00
21-12-2008,3231.00,881.00,2996.00,3073.00
22-12-2008,3231.00,881.00,2988.00,3064.00
23-12-2008,3213.00,881.00,2980.00,3055.00
24-12-2008,3186.00,881.00,2972.00,3048.00
25-12-2008,3159.00,881.00,2964.00,3039.00
26-12-2008,3134.00,881.00,2952.00,3030.00
27-12-2008,3121.00,881.00,2940.00,3021.00
28-12-2008,3108.00,881.00,2928.00,3012.00
29-12-2008,3098.00,880.00,2916.00,3003.00
30-12-2008,3087.00,878.00,2906.00,2995.00
31-12-2008,3073.00,875.00,2896.00,2987.00
01-01-2009,3058.00,872.00,2886.00,2979.00
02-01-2009,3045.00,869.00,2876.00,2972.00
03-01-2009,3031.00,867.00,2866.00,2962.00
04-01-2009,3022.00,862.00,2856.00,2954.00
05-01-2009,3012.00,858.00,2847.00,2946.00
06-01-2009,2999.00,854.00,2837.00,2938.00
07-01-2009,2989.00,850.00,2827.00,2929.00
08-01-2009,2982.00,847.00,2817.00,2921.00
09-01-2009,2979.00,844.00,2807.00,2913.00
10-01-2009,2976.00,841.00,2794.00,2905.00
11-01-2009,2973.00,838.00,2780.00,2895.00
12-01-2009,2963.00,835.00,2767.00,2886.00
13-01-2009,2953.00,832.00,2753.00,2875.00
14-01-2009,2944.00,829.00,2739.00,2865.00
15-01-2009,2934.00,826.00,2724.00,2857.00
16-01-2009,2921.00,824.00,2709.00,2848.00
17-01-2009,2921.00,821.00,2695.00,2839.00
18-01-2009,2924.00,818.00,2682.00,2828.00
19-01-2009,2924.00,815.00,2669.00,2817.00
20-01-2009,2921.00,812.00,2657.00,2804.00
21-01-2009,2918.00,809.00,2644.00,2794.00
22-01-2009,2921.00,806.00,2626.00,2791.00
23-01-2009,2924.00,803.00,2611.00,2785.00
24-01-2009,2931.00,801.00,2599.00,2775.00
25-01-2009,2934.00,798.00,2587.00,2766.00
26-01-2009,2934.00,795.00,2575.00,2753.00
27-01-2009,2944.00,792.00,2563.00,2740.00
28-01-2009,2960.00,789.00,2557.00,2728.00
29-01-2009,2973.00,786.00,2550.00,2716.00
30-01-2009,2992.00,783.00,2542.00,2703.00
31-01-2009,3015.00,780.00,2534.00,2691.00
01-02-2009,3025.00,778.00,2528.00,2679.00
02-02-2009,3038.00,776.00,2520.00,2667.00
03-02-2009,3025.00,774.00,2517.00,2667.00
04-02-2009,3022.00,772.00,2511.00,2669.00
05-02-2009,3015.00,769.00,2507.00,2669.00
06-02-2009,3002.00,767.00,2501.00,2674.00
07-02-2009,2986.00,765.00,2495.00,2682.00
08-02-2009,2963.00,763.00,2491.00,2686.00
09-02-2009,2950.00,761.00,2487.00,2692.00
10-02-2009,2918.00,759.00,2481.00,2696.00
11-02-2009,2902.00,757.00,2475.00,2698.00
12-02-2009,2886.00,755.00,2469.00,2701.00
13-02-2009,2867.00,753.00,2463.00,2704.00
14-02-2009,2854.00,750.00,2455.00,2704.00
15-02-2009,2839.00,747.00,2448.00,2704.00
16-02-2009,2823.00,744.00,2440.00,2707.00
17-02-2009,2804.00,741.00,2432.00,2709.00
18-02-2009,2792.00,738.00,2424.00,2710.00
19-02-2009,2782.00,735.00,2417.00,2712.00
20-02-2009,2770.00,732.00,2409.00,2715.00
21-02-2009,2761.00,729.00,2401.00,2718.00
22-02-2009,2761.00,726.00,2392.00,2721.00
23-02-2009,2761.00,723.00,2384.00,2724.00
24-02-2009,2767.00,720.00,2375.00,2728.00
25-02-2009,2770.00,717.00,2367.00,2732.00
26-02-2009,2776.00,714.00,2359.00,2736.00
27-02-2009,2786.00,711.00,2351.00,2739.00
28-02-2009,2795.00,708.00,2342.00,2742.00
01-03-2009,2798.00,705.00,2335.00,2742.00
02-03-2009,2795.00,702.00,2329.00,2742.00
03-03-2009,2789.00,699.00,2329.00,2742.00
04-03-2009,2798.00,696.00,2329.00,2740.00
05-03-2009,2807.00,693.00,2320.00,2740.00
06-03-2009,2817.00,690.00,2309.00,2748.00
07-03-2009,2823.00,687.00,2298.00,2756.00
08-03-2009,2839.00,684.00,2303.00,2764.00
09-03-2009,2839.00,681.00,2307.00,2771.00
10-03-2009,2842.00,678.00,2311.00,2778.00
11-03-2009,2854.00,672.00,2315.00,2786.00
12-03-2009,2861.00,669.00,2320.00,2791.00
13-03-2009,2870.00,666.00,2324.00,2797.00
14-03-2009,2877.00,663.00,2329.00,2804.00
15-03-2009,2883.00,660.00,2333.00,2812.00
16-03-2009,2883.00,657.00,2337.00,2822.00
17-03-2009,2886.00,654.00,2344.00,2835.00
18-03-2009,2889.00,651.00,2351.00,2848.00
19-03-2009,2892.00,648.00,2357.00,2859.00
20-03-2009,2896.00,646.00,2363.00,2872.00
21-03-2009,2899.00,644.00,2369.00,2884.00
22-03-2009,2902.00,642.00,2375.00,2892.00
23-03-2009,2905.00,640.00,2382.00,2900.00
24-03-2009,2902.00,638.00,2388.00,2908.00
25-03-2009,2902.00,637.00,2394.00,2916.00
26-03-2009,2902.00,635.00,2400.00,2924.00
27-03-2009,2912.00,634.00,2407.00,2929.00
28-03-2009,2915.00,632.00,2407.00,2929.00
29-03-2009,2912.00,630.00,2413.00,2929.00
30-03-2009,2905.00,628.00,2419.00,2929.00
31-03-2009,2899.00,627.00,2426.00,2929.00
01-04-2009,2886.00,625.00,2432.00,2929.00
02-04-2009,2858.00,623.00,2438.00,2929.00
03-04-2009,2810.00,621.00,2444.00,2929.00
04-04-2009,2764.00,619.00,2450.00,2929.00
05-04-2009,2724.00,617.00,2455.00,2929.00
06-04-2009,2690.00,614.00,2461.00,2929.00
07-04-2009,2666.00,611.00,2465.00,2921.00
08-04-2009,2639.00,608.00,2465.00,2907.00
09-04-2009,2612.00,605.00,2465.00,2892.00
10-04-2009,2586.00,602.00,2465.00,2878.00
11-04-2009,2559.00,599.00,2465.00,2861.00
12-04-2009,2536.00,596.00,2465.00,2848.00
13-04-2009,2510.00,593.00,2465.00,2832.00
14-04-2009,2484.00,590.00,2465.00,2817.00
15-04-2009,2458.00,587.00,2465.00,2802.00
16-04-2009,2432.00,584.00,2465.00,2786.00
17-04-2009,2404.00,581.00,2465.00,2771.00
18-04-2009,2396.00,578.00,2463.00,2756.00
19-04-2009,2390.00,575.00,2448.00,2740.00
20-04-2009,2384.00,572.00,2432.00,2725.00
21-04-2009,2379.00,569.00,2417.00,2710.00
22-04-2009,2373.00,566.00,2401.00,2695.00
23-04-2009,2367.00,563.00,2386.00,2680.00
24-04-2009,2359.00,560.00,2369.00,2665.00
25-04-2009,2351.00,557.00,2353.00,2650.00
26-04-2009,2342.00,554.00,2335.00,2635.00
27-04-2009,2331.00,551.00,2318.00,2620.00
28-04-2009,2320.00,548.00,2300.00,2605.00
29-04-2009,2309.00,545.00,2283.00,2590.00
30-04-2009,2298.00,542.00,2265.00,2575.00
01-05-2009,2287.00,539.00,2248.00,2560.00
02-05-2009,2276.00,536.00,2228.00,2546.00
03-05-2009,2265.00,533.00,2209.00,2532.00
04-05-2009,2255.00,530.00,2189.00,2517.00
05-05-2009,2244.00,527.00,2169.00,2502.00
06-05-2009,2233.00,524.00,2150.00,2487.00
07-05-2009,2222.00,514.00,2139.00,2472.00
08-05-2009,2211.00,499.00,2134.00,2458.00
09-05-2009,2201.00,484.00,2131.00,2444.00
10-05-2009,2190.00,469.00,2127.00,2429.00
11-05-2009,2179.00,454.00,2124.00,2415.00
12-05-2009,2171.00,439.00,2120.00,2401.00
13-05-2009,2163.00,424.00,2117.00,2384.00
14-05-2009,2155.00,409.00,2113.00,2372.00
15-05-2009,2145.00,394.00,2111.00,2358.00
16-05-2009,2134.00,387.00,2122.00,2344.00
17-05-2009,2126.00,371.00,2122.00,2330.00
18-05-2009,2116.00,356.00,2122.00,2316.00
19-05-2009,2108.00,342.00,2120.00,2300.00
20-05-2009,2100.00,329.00,2118.00,2284.00
21-05-2009,2090.00,315.00,2115.00,2268.00
22-05-2009,2085.00,302.00,2113.00,2252.00
23-05-2009,2077.00,289.00,2110.00,2236.00
24-05-2009,2069.00,276.00,2108.00,2220.00
25-05-2009,2062.00,263.00,2106.00,2204.00
26-05-2009,2051.00,250.00,2101.00,2184.00
27-05-2009,2041.00,237.00,2096.00,2164.00
28-05-2009,2033.00,224.00,2092.00,2144.00
29-05-2009,2025.00,211.00,2087.00,2124.00
30-05-2009,2016.00,198.00,2082.00,2104.00
31-05-2009,2006.00,185.00,2076.00,2084.00
01-06-2009,2000.00,172.00,2071.00,2064.00
02-06-2009,1993.00,159.00,2066.00,2044.00
03-06-2009,1985.00,146.00,2061.00,2024.00
04-06-2009,1978.00,133.00,2056.00,2004.00
05-06-2009,1973.00,120.00,2051.00,1985.00
06-06-2009,1965.00,107.00,2046.00,1964.00
07-06-2009,1955.00,96.00,2039.00,1943.00
08-06-2009,1945.00,91.00,2025.00,1922.00
09-06-2009,1938.00,88.00,2008.00,1901.00
10-06-2009,1928.00,86.00,1991.00,1880.00
11-06-2009,1918.00,84.00,1974.00,1859.00
12-06-2009,1911.00,83.00,1955.00,1839.00
13-06-2009,1901.00,82.00,1936.00,1819.00
14-06-2009,1894.00,81.00,1918.00,1799.00
15-06-2009,1894.00,81.00,1899.00,1779.00
16-06-2009,1879.00,79.00,1881.00,1759.00
17-06-2009,1872.00,79.00,1861.00,1739.00
18-06-2009,1867.00,79.00,1841.00,1720.00
19-06-2009,1860.00,79.00,1821.00,1701.00
20-06-2009,1853.00,78.00,1802.00,1682.00
21-06-2009,1845.00,80.00,1786.00,1663.00
22-06-2009,1819.00,83.00,1777.00,1644.00
23-06-2009,1793.00,85.00,1772.00,1624.00
24-06-2009,1765.00,85.00,1772.00,1605.00
25-06-2009,1737.00,85.00,1776.00,1586.00
26-06-2009,1709.00,85.00,1781.00,1567.00
27-06-2009,1682.00,84.00,1783.00,1551.00
28-06-2009,1653.00,84.00,1786.00,1533.00
29-06-2009,1624.00,84.00,1786.00,1515.00
30-06-2009,1595.00,84.00,1786.00,1496.00
01-07-2009,1567.00,83.00,1786.00,1478.00
02-07-2009,1540.00,83.00,1786.00,1460.00
03-07-2009,1512.00,83.00,1786.00,1440.00
04-07-2009,1483.00,83.00,1786.00,1421.00
05-07-2009,1456.00,84.00,1789.00,1402.00
06-07-2009,1428.00,84.00,1789.00,1383.00
07-07-2009,1398.00,84.00,1789.00,1363.00
08-07-2009,1369.00,84.00,1789.00,1344.00
09-07-2009,1342.00,84.00,1792.00,1327.00
10-07-2009,1314.00,84.00,1795.00,1310.00
11-07-2009,1286.00,84.00,1797.00,1293.00
12-07-2009,1257.00,84.00,1800.00,1276.00
13-07-2009,1227.00,84.00,1802.00,1259.00
14-07-2009,1197.00,84.00,1805.00,1242.00
15-07-2009,1167.00,85.00,1808.00,1225.00
16-07-2009,1135.00,86.00,1810.00,1209.00
17-07-2009,1104.00,87.00,1813.00,1193.00
18-07-2009,1074.00,88.00,1815.00,1177.00
19-07-2009,1042.00,89.00,1820.00,1161.00
20-07-2009,1013.00,90.00,1824.00,1145.00
21-07-2009,983.00,91.00,1828.00,1129.00
22-07-2009,954.00,92.00,1831.00,1113.00
23-07-2009,925.00,93.00,1835.00,1098.00
24-07-2009,895.00,94.00,1838.00,1083.00
25-07-2009,865.00,95.00,1841.00,1066.00
26-07-2009,836.00,96.00,1845.00,1050.00
27-07-2009,807.00,97.00,1848.00,1034.00
28-07-2009,778.00,98.00,1851.00,1025.00
29-07-2009,755.00,99.00,1855.00,1015.00
30-07-2009,726.00,100.00,1860.00,999.00
31-07-2009,722.00,102.00,1865.00,999.00
01-08-2009,695.00,104.00,1871.00,999.00
02-08-2009,668.00,106.00,1878.00,985.00
03-08-2009,641.00,108.00,1884.00,970.00
04-08-2009,613.00,109.00,1891.00,955.00
05-08-2009,586.00,111.00,1898.00,940.00
06-08-2009,558.00,112.00,1904.00,925.00
07-08-2009,529.00,113.00,1911.00,910.00
08-08-2009,500.00,114.00,1918.00,895.00
09-08-2009,471.00,115.00,1923.00,880.00
10-08-2009,443.00,115.00,1928.00,865.00
11-08-2009,416.00,117.00,1933.00,850.00
12-08-2009,389.00,118.00,1936.00,836.00
13-08-2009,362.00,119.00,1936.00,821.00
14-08-2009,338.00,120.00,1926.00,806.00
15-08-2009,400.00,123.00,1926.00,806.00
16-08-2009,373.00,132.00,1953.00,806.00
17-08-2009,348.00,155.00,1943.00,806.00
18-08-2009,325.00,158.00,1948.00,806.00
19-08-2009,303.00,161.00,1942.00,806.00
20-08-2009,281.00,163.00,1933.00,806.00
21-08-2009,262.00,165.00,1923.00,805.00
22-08-2009,244.00,166.00,1913.00,798.00
23-08-2009,229.00,166.00,1903.00,790.00
24-08-2009,214.00,166.00,1893.00,785.00
25-08-2009,205.00,166.00,1883.00,780.00
26-08-2009,193.00,166.00,1873.00,772.00
27-08-2009,187.00,166.00,1863.00,765.00
28-08-2009,180.00,166.00,1853.00,757.00
29-08-2009,177.00,166.00,1843.00,749.00
30-08-2009,175.00,166.00,1828.00,743.00
31-08-2009,177.00,166.00,1813.00,734.00
01-09-2009,180.00,167.00,1803.00,725.00
02-09-2009,173.00,167.00,1789.00,716.00
03-09-2009,171.00,167.00,1776.00,707.00
04-09-2009,168.00,167.00,1764.00,698.00
05-09-2009,165.00,167.00,1751.00,689.00
06-09-2009,161.00,167.00,1738.00,680.00
07-09-2009,157.00,167.00,1724.00,674.00
08-09-2009,153.00,167.00,1709.00,667.00
09-09-2009,149.00,167.00,1693.00,660.00
10-09-2009,145.00,167.00,1677.00,653.00
11-09-2009,141.00,167.00,1661.00,644.00
12-09-2009,137.00,167.00,1644.00,636.00
13-09-2009,133.00,167.00,1628.00,627.00
14-09-2009,131.00,167.00,1611.00,618.00
15-09-2009,129.00,167.00,1594.00,610.00
16-09-2009,127.00,167.00,1576.00,602.00
17-09-2009,125.00,168.00,1558.00,602.00
18-09-2009,123.00,168.00,1540.00,594.00
19-09-2009,122.00,168.00,1523.00,585.00
20-09-2009,150.00,169.00,1515.00,576.00
21-09-2009,194.00,170.00,1498.00,567.00
22-09-2009,243.00,171.00,1482.00,558.00
23-09-2009,294.00,171.00,1465.00,549.00
24-09-2009,345.00,173.00,1449.00,541.00
25-09-2009,393.00,173.00,1434.00,533.00
26-09-2009,437.00,180.00,1434.00,525.00
27-09-2009,478.00,181.00,1419.00,517.00
28-09-2009,519.00,185.00,1419.00,509.00
29-09-2009,551.00,186.00,1405.00,501.00
30-09-2009,574.00,188.00,1394.00,493.00
01-10-2009,605.00,188.00,1378.00,486.00
02-10-2009,645.00,188.00,1362.00,479.00
03-10-2009,687.00,188.00,1344.00,473.00
04-10-2009,728.00,188.00,1327.00,466.00
05-10-2009,764.00,188.00,1312.00,459.00
06-10-2009,797.00,188.00,1294.00,452.00
07-10-2009,828.00,188.00,1277.00,445.00
08-10-2009,858.00,188.00,1262.00,437.00
09-10-2009,889.00,188.00,1248.00,431.00
10-10-2009,934.00,188.00,1230.00,425.00
11-10-2009,973.00,188.00,1214.00,419.00
12-10-2009,1007.00,188.00,1198.00,412.00
13-10-2009,1036.00,188.00,1181.00,406.00
14-10-2009,1064.00,188.00,1165.00,406.00
15-10-2009,1095.00,188.00,1147.00,400.00
16-10-2009,1127.00,188.00,1129.00,394.00
17-10-2009,1157.00,188.00,1111.00,388.00
18-10-2009,1172.00,188.00,1092.00,382.00
19-10-2009,1187.00,188.00,1074.00,376.00
20-10-2009,1209.00,188.00,1056.00,370.00
21-10-2009,1239.00,188.00,1039.00,364.00
22-10-2009,1250.00,188.00,1022.00,358.00
23-10-2009,1261.00,188.00,1005.00,371.00
24-10-2009,1279.00,188.00,989.00,385.00
25-10-2009,1279.00,188.00,973.00,399.00
26-10-2009,1273.00,188.00,977.00,412.00
27-10-2009,1261.00,189.00,983.00,427.00
28-10-2009,1241.00,191.00,998.00,444.00
29-10-2009,1220.00,197.00,1040.00,480.00
30-10-2009,1206.00,203.00,1056.00,503.00
