DeviceTimeStamp,KWH,KWH_I,KVARH,KW,KVA,KVAR,MPD,MKVAD
2019-08-14T09:45,50945.86,9.720000000001164,51549.53,36.9,38.216,9.942,134.8,135.7
2019-08-14T10:00,50955.11,9.25,51559.05,36.64,37.821,9.375,134.8,135.7
2019-08-14T10:15,50965.3,10.190000000002328,51569.52,43.484,44.898,11.178,134.8,135.7
2019-08-14T10:30,50977.08,11.779999999998836,51581.64,49.036,50.399,11.644,134.8,135.7
2019-08-14T10:45,50989.27,12.189999999995052,51594.14,49.955,51.646,13.108,134.8,135.7
2019-08-14T11:00,51003.21,13.940000000002328,51608.4,56.611,57.848,11.902,134.8,135.7
2019-08-14T11:15,51017.36,14.150000000001455,51622.86,57.253,58.568,12.339,134.8,135.7
2019-08-14T11:30,51032.68,15.319999999999709,51638.45,68.184,69.346,12.64,134.8,135.7
2019-08-14T11:45,51049.46,16.779999999998836,51655.48,63.306,64.354,11.567,134.8,135.7
2019-08-14T12:00,51065.74,16.279999999998836,51672.0,70.271,71.379,12.525,134.8,135.7
2019-08-14T12:15,51082.8,17.060000000004948,51689.35,65.321,66.468,12.294,134.8,135.7
2019-08-14T12:30,51099.49,16.689999999995052,51706.29,66.622,67.61,11.518,134.8,135.7
2019-08-14T12:45,51116.52,17.029999999998836,51723.56,68.22,69.146,11.278,134.8,135.7
2019-08-14T13:00,51133.86,17.340000000003783,51741.17,69.469,70.491,11.956,134.8,135.7
2019-08-14T13:15,51151.18,17.31999999999971,51758.75,67.716,68.754,11.902,134.8,135.7
2019-08-14T13:30,51167.83,16.650000000001455,51775.64,65.136,66.002,10.656,134.8,135.7
2019-08-14T13:46,51186.05,18.220000000001164,51794.1,69.688,70.538,10.917,134.8,135.7
2019-08-14T14:00,51202.8,16.75,51811.06,71.424,72.478,12.319,134.8,135.7
2019-08-14T14:15,51219.74,16.939999999995052,51828.27,66.946,67.963,11.711,134.8,135.7
2019-08-14T14:30,51236.89,17.150000000001455,51845.67,70.336,71.288,11.61,134.8,135.7
2019-08-14T14:45,51254.33,17.44000000000233,51863.37,71.359,72.487,12.737,134.8,135.7
2019-08-14T15:00,51271.89,17.55999999999767,51881.18,71.634,72.645,12.077,134.8,135.7
2019-08-14T15:15,51289.83,17.94000000000233,51899.38,72.154,73.214,12.414,134.8,135.7
2019-08-14T15:30,51307.27,17.439999999995052,51917.06,70.837,71.787,11.64,134.8,135.7
2019-08-14T15:45,51324.36,17.090000000003783,51934.41,69.35,70.439,12.34,134.8,135.7
2019-08-14T16:00,51341.64,17.279999999998836,51951.95,69.636,70.721,12.336,134.8,135.7
2019-08-14T16:15,51359.21,17.56999999999971,51969.75,70.43,71.35,11.425,134.8,135.7
2019-08-14T16:30,51377.58,18.37000000000262,51988.34,73.822,74.578,10.59,134.8,135.7
2019-08-14T16:45,51396.05,18.470000000001164,52007.0,73.813,74.611,10.884,134.8,135.7
2019-08-14T17:00,51414.61,18.55999999999767,52025.77,72.254,73.071,10.893,134.8,135.7
2019-08-14T17:15,51434.08,19.470000000001164,52045.45,79.315,80.369,12.973,134.8,135.7
2019-08-14T17:30,51453.68,19.599999999998545,52065.23,76.982,77.773,11.069,134.8,135.7
2019-08-14T17:45,51473.24,19.55999999999767,52084.99,79.118,79.891,11.088,134.8,135.7
2019-08-14T18:00,51493.99,20.75,52105.93,96.34,96.873,10.147,134.8,135.7
2019-08-14T18:15,51518.43,24.44000000000233,52130.51,93.335,93.879,10.094,134.8,135.7
2019-08-14T18:30,51541.96,23.529999999998836,52154.11,97.107,97.577,9.563,134.8,135.7
2019-08-14T18:45,51565.3,23.340000000003783,52177.52,89.223,89.718,9.416,134.8,135.7
2019-08-14T19:00,51589.64,24.339999999996508,52201.98,101.891,102.523,11.361,134.8,135.7
2019-08-14T19:15,51615.3,25.660000000003492,52227.74,97.82,98.314,9.842,134.8,135.7
2019-08-14T19:30,51639.71,24.409999999996217,52252.23,99.529,100.002,9.714,134.8,135.7
2019-08-14T19:45,51663.77,24.05999999999767,52276.37,92.764,93.305,10.029,134.8,135.7
2019-08-14T20:00,51686.39,22.62000000000262,52299.08,91.849,92.275,8.857,134.8,135.7
2019-08-14T20:15,51709.08,22.69000000000233,52321.87,93.987,94.537,10.181,134.8,135.7
2019-08-14T20:30,51731.49,22.409999999996217,52344.39,91.989,92.506,9.765,134.8,135.7
2019-08-14T20:45,51754.21,22.720000000001164,52367.2,90.142,90.568,8.776,134.8,135.7
2019-08-14T21:00,51775.43,21.220000000001164,52388.48,80.919,81.314,7.999,134.8,135.7
2019-08-14T21:15,51793.8,18.37000000000262,52406.97,67.872,68.521,9.405,134.8,135.7
2019-08-14T21:30,51810.49,16.689999999995052,52423.78,64.459,64.889,7.463,134.8,135.7
2019-08-14T21:45,51826.74,16.25,52440.13,69.401,69.972,8.925,134.8,135.7
2019-08-14T22:00,51841.61,14.87000000000262,52455.11,54.485,54.841,6.242,134.8,135.7
2019-08-14T22:15,51855.14,13.529999999998836,52468.76,52.745,53.526,9.108,134.8,135.7
2019-08-14T22:30,51868.8,13.660000000003492,52482.61,54.279,55.036,9.097,134.8,135.7
2019-08-14T22:45,51881.39,12.589999999996508,52495.38,49.126,49.846,8.443,134.8,135.7
2019-08-14T23:00,51893.71,12.319999999999709,52507.89,52.222,53.001,9.053,134.8,135.7
2019-08-14T23:15,51906.46,12.75,52520.82,54.641,55.235,8.08,134.8,135.7
2019-08-14T23:30,51919.24,12.779999999998836,52533.75,47.379,47.824,6.509,134.8,135.7
2019-08-14T23:45,51931.11,11.87000000000262,52545.73,48.209,48.566,5.874,134.8,135.7
2019-08-15T00:00,51943.39,12.279999999998836,52558.14,52.582,53.049,7.022,134.8,135.7
2019-08-15T00:15,51955.55,12.160000000003492,52570.39,47.075,47.476,6.152,134.8,135.7
2019-08-15T00:30,51967.18,11.62999999999738,52582.16,49.152,49.859,8.362,134.8,135.7
2019-08-15T00:45,51976.93,9.75,52592.03,35.394,35.644,4.215,134.8,135.7
2019-08-15T01:00,51987.74,10.809999999997672,52602.98,43.92,44.524,7.309,134.8,135.7
2019-08-15T01:15,51998.74,11.0,52614.1,41.36,41.723,5.489,134.8,135.7
2019-08-15T01:30,52009.24,10.5,52624.7,42.622,43.015,5.808,134.8,135.7
2019-08-15T01:45,52020.58,11.340000000003783,52636.14,42.696,43.041,5.441,134.8,135.7
2019-08-15T02:06,52032.46,11.87999999999738,52648.14,46.792,47.343,7.197,134.8,135.7
2019-08-15T02:15,52039.77,7.309999999997672,52655.54,45.883,46.448,7.226,134.8,135.7
2019-08-15T02:30,52051.11,11.340000000003783,52667.03,45.419,45.978,7.145,134.8,135.7
2019-08-15T02:45,52061.96,10.849999999998545,52678.01,42.137,42.61,6.332,134.8,135.7
2019-08-15T03:00,52072.24,10.279999999998836,52688.42,42.846,43.543,7.761,134.8,135.7
2019-08-15T03:15,52082.64,10.400000000001455,52698.95,41.201,41.634,5.987,134.8,135.7
2019-08-15T03:30,52092.86,10.220000000001164,52709.27,39.457,39.972,6.4,134.8,135.7
2019-08-15T03:45,52102.93,10.069999999999709,52719.45,38.944,39.338,5.56,134.8,135.7
2019-08-15T04:00,52112.58,9.650000000001455,52729.2,41.038,41.446,5.802,134.8,135.7
2019-08-15T04:15,52122.61,10.029999999998836,52739.34,37.784,38.169,5.413,134.8,135.7
2019-08-15T04:30,52132.18,9.569999999999709,52749.01,39.182,39.735,6.607,134.8,135.7
2019-08-15T04:45,52141.21,9.029999999998836,52758.18,36.613,37.168,6.401,134.8,135.7
2019-08-15T05:00,52150.27,9.059999999997672,52767.37,37.976,38.512,5.523,134.8,135.7
2019-08-15T05:15,52158.93,8.660000000003492,52776.15,31.233,31.645,5.086,134.8,135.7
2019-08-15T05:30,52167.27,8.339999999996508,52784.64,35.617,36.451,7.752,134.8,135.7
2019-08-15T05:45,52175.46,8.190000000002328,52793.01,32.254,33.161,7.701,134.8,135.7
2019-08-15T06:00,52183.58,8.12000000000262,52801.36,32.921,33.838,7.826,134.8,135.7
2019-08-15T06:15,52191.96,8.37999999999738,52809.9,32.608,33.369,7.084,134.8,135.7
2019-08-15T06:30,52200.05,8.090000000003783,52818.15,31.577,32.327,6.924,134.8,135.7
2019-08-15T06:45,52207.93,7.879999999997381,52826.2,31.666,32.54,7.491,134.8,135.7
2019-08-15T07:00,52215.83,7.900000000001455,52834.29,32.942,33.605,6.641,134.8,135.7
2019-08-15T07:15,52223.99,8.159999999996217,52842.61,36.008,36.891,8.022,134.8,135.7
2019-08-15T07:30,52232.71,8.720000000001164,52851.55,36.656,37.487,7.851,134.8,135.7
2019-08-15T07:45,52241.46,8.75,52860.49,31.955,33.191,8.971,134.8,135.7
2019-08-15T08:00,52249.77,8.309999999997672,52869.03,33.425,34.251,7.479,134.8,135.7
2019-08-15T08:15,52258.52,8.75,52877.97,35.888,37.035,9.147,134.8,135.7
2019-08-15T08:30,52267.24,8.720000000001164,52886.91,34.339,35.458,8.835,134.8,135.7
2019-08-15T08:45,52276.36,9.12000000000262,52896.27,37.21,38.328,9.19,134.8,135.7
2019-08-15T09:00,52285.36,9.0,52905.46,31.804,32.812,8.069,134.8,135.7
2019-08-15T09:15,52293.55,8.190000000002328,52913.83,33.982,34.787,7.438,134.8,135.7
2019-08-15T09:30,52302.27,8.719999999993888,52922.73,37.52,38.177,7.055,134.8,135.7
2019-08-15T09:45,52312.27,10.0,52932.92,41.785,42.786,9.198,134.8,135.7
2019-08-15T10:00,52324.64,12.37000000000262,52945.47,49.274,49.84,7.487,134.8,135.7
2019-08-15T10:15,52337.11,12.470000000001164,52958.11,49.656,50.396,8.605,134.8,135.7
2019-08-15T10:30,52351.46,14.349999999998545,52972.66,65.135,65.999,10.645,134.8,135.7
2019-08-15T10:45,52367.61,16.150000000001455,52989.03,66.028,66.992,11.324,134.8,135.7
2019-08-15T11:00,52385.27,17.659999999996217,53006.92,66.853,67.719,10.796,134.8,135.7
2019-08-15T11:15,52403.21,17.94000000000233,53025.11,72.0,73.311,13.801,134.8,135.7
2019-08-15T11:30,52421.33,18.12000000000262,53043.48,77.65,78.521,11.662,134.8,135.7
2019-08-15T11:45,52440.49,19.159999999996217,53062.86,73.944,74.807,11.327,134.8,135.7
2019-08-15T12:22,52454.08,13.590000000003783,53076.64,78.135,79.936,16.874,134.8,135.7
2019-08-15T12:30,52465.99,11.909999999996217,53088.75,88.589,90.317,17.579,134.8,135.7
2019-08-15T12:45,52487.93,21.94000000000233,53111.04,85.564,86.74,14.235,134.8,135.7
2019-08-15T13:01,52510.11,22.18000000000029,53133.52,81.782,82.804,12.97,134.8,135.7
2019-08-15T13:15,52527.61,17.5,53151.28,80.747,81.726,12.614,134.8,135.7
2019-08-15T13:30,52547.14,19.529999999998836,53171.11,77.593,78.902,14.314,134.8,135.7
2019-08-15T13:45,52567.68,20.540000000000873,53191.92,79.131,80.248,13.342,134.8,135.7
2019-08-15T14:00,52587.3,19.62000000000262,53211.8,76.614,77.552,12.023,134.8,135.7
2019-08-15T14:15,52606.3,19.0,53231.0,78.074,79.026,12.231,134.8,135.7
2019-08-15T14:30,52625.49,19.189999999995052,53250.41,74.021,74.988,12.005,134.8,135.7
2019-08-15T14:45,52642.86,17.37000000000262,53268.02,67.274,68.197,11.182,134.8,135.7
2019-08-15T15:00,52659.99,17.12999999999738,53285.39,68.67,69.599,11.331,134.8,135.7
2019-08-15T15:15,52676.64,16.650000000001455,53302.36,62.563,63.709,12.028,134.8,135.7
2019-08-15T15:30,52692.49,15.849999999998545,53318.47,65.96,66.922,11.306,134.8,135.7
2019-08-15T15:45,52708.52,16.029999999998836,53334.73,65.522,66.448,11.055,134.8,135.7
2019-08-15T16:00,52725.52,17.0,53351.98,69.605,70.415,10.646,134.8,135.7
2019-08-15T16:15,52743.3,17.780000000006112,53369.96,72.07,72.808,10.347,134.8,135.7
2019-08-15T16:30,52760.74,17.439999999995052,53387.63,70.034,71.047,11.951,134.8,135.7
2019-08-15T16:45,52778.33,17.590000000003783,53405.49,70.492,71.639,12.765,134.8,135.7
2019-08-15T17:00,52795.99,17.659999999996217,53423.42,72.565,73.677,12.753,134.8,135.7
2019-08-15T17:15,52813.77,17.779999999998836,53441.45,71.822,72.978,12.934,134.8,135.7
2019-08-15T17:30,52832.46,18.69000000000233,53460.39,76.492,77.319,11.276,134.8,135.7
2019-08-15T17:45,52851.99,19.529999999998836,53480.12,82.232,83.084,11.869,134.8,135.7
2019-08-15T18:00,52872.05,20.060000000004948,53500.37,85.175,85.823,10.533,134.8,135.7
2019-08-15T18:15,52894.33,22.279999999998836,53522.8,90.164,90.808,10.792,134.8,135.7
2019-08-15T18:30,52917.64,23.30999999999767,53546.27,94.809,95.432,10.884,134.8,135.7
2019-08-15T18:45,52940.99,23.349999999998545,53569.73,93.266,93.774,9.746,134.8,135.7
2019-08-15T19:00,52964.61,23.62000000000262,53593.47,97.154,97.784,11.081,134.8,135.7
2019-08-15T19:15,52987.89,23.279999999998836,53616.86,91.755,92.281,9.845,134.8,135.7
2019-08-15T19:30,53011.08,23.19000000000233,53640.18,90.438,90.994,10.044,134.8,135.7
2019-08-15T19:45,53033.18,22.099999999998545,53662.42,86.928,87.538,10.321,134.8,135.7
2019-08-15T20:00,53054.83,21.650000000001455,53684.23,85.323,85.867,9.646,134.8,135.7
2019-08-15T20:15,53076.08,21.25,53705.64,84.712,85.501,11.583,134.8,135.7
2019-08-15T20:30,53095.49,19.409999999996217,53725.18,73.557,74.127,9.168,134.8,135.7
2019-08-15T20:45,53113.49,18.0,53743.28,68.424,68.924,8.28,134.8,135.7
2019-08-15T21:00,53130.14,16.650000000001455,53760.05,67.22,67.691,7.97,134.8,135.7
2019-08-15T21:15,53146.21,16.06999999999971,53776.23,60.546,61.097,8.185,134.8,135.7
2019-08-15T21:30,53160.74,14.529999999998836,53790.89,57.077,57.566,7.484,134.8,135.7
2019-08-15T21:45,53173.74,13.0,53804.04,48.847,49.569,8.428,134.8,135.7
2019-08-15T22:00,53186.39,12.650000000001455,53816.91,51.311,52.293,10.085,134.8,135.7
2019-08-15T22:15,53198.36,11.970000000001164,53829.06,44.351,44.955,7.344,134.8,135.7
2019-08-15T22:28,53206.43,8.069999999999709,53837.24,38.366,39.166,7.874,134.8,135.7
2019-08-15T22:30,53207.8,1.3700000000026193,53838.64,44.088,44.88,8.394,134.8,135.7
2019-08-15T22:45,53219.02,11.219999999993888,53850.07,45.863,46.751,9.072,134.8,135.7
2019-08-15T23:00,53230.68,11.660000000003492,53861.91,48.585,49.411,8.993,134.8,135.7
2019-08-15T23:15,53242.71,12.029999999998836,53874.13,45.575,46.281,8.05,134.8,135.7
2019-08-15T23:30,53253.99,11.279999999998836,53885.63,48.641,49.927,11.258,134.8,135.7
2019-08-15T23:45,53265.93,11.940000000002328,53897.77,48.031,48.51,6.8,134.8,135.7
2019-08-16T00:00,53277.74,11.809999999997672,53909.75,44.874,45.454,7.241,134.8,135.7
2019-08-16T00:15,53288.43,10.690000000002328,53920.55,45.024,45.549,6.897,134.8,135.7
2019-08-16T00:30,53298.99,10.559999999997672,53931.27,45.025,46.192,10.316,134.8,135.7
2019-08-16T00:45,53310.14,11.150000000001455,53942.64,43.597,44.742,10.055,134.8,135.7
2019-08-16T01:00,53321.05,10.910000000003492,53953.75,42.128,43.07,8.957,134.8,135.7
2019-08-16T01:15,53331.86,10.809999999997672,53964.79,42.899,43.88,9.226,134.8,135.7
2019-08-16T01:30,53342.52,10.659999999996217,53975.66,41.263,41.895,7.253,134.8,135.7
2019-08-16T01:45,53353.18,10.660000000003492,53986.52,40.527,41.123,6.974,134.8,135.7
2019-08-16T02:00,53363.58,10.400000000001455,53997.05,39.353,39.69,5.162,134.8,135.7
2019-08-16T02:15,53374.39,10.809999999997672,54008.05,45.828,46.933,10.121,134.8,135.7
2019-08-16T02:30,53385.08,10.690000000002328,54018.95,42.473,43.205,7.919,134.8,135.7
2019-08-16T02:45,53394.99,9.909999999996217,54029.09,37.87,38.514,7.013,134.8,135.7
2019-08-16T03:00,53403.96,8.970000000001164,54038.21,35.489,36.005,5.327,134.8,135.7
2019-08-16T03:15,53412.49,8.529999999998836,54046.85,35.662,36.02,5.066,134.8,135.7
2019-08-16T03:30,53421.58,9.090000000003783,54056.16,36.681,37.699,8.702,134.8,135.7
2019-08-16T03:45,53430.3,8.720000000001164,54065.05,33.269,33.643,5.002,134.8,135.7
2019-08-16T04:00,53438.14,7.8399999999965075,54072.97,32.245,32.635,4.284,134.8,135.7
2019-08-16T04:15,53445.99,7.849999999998545,54080.93,32.677,33.179,5.746,134.8,135.7
2019-08-16T04:30,53454.05,8.060000000004948,54089.12,32.338,32.783,5.387,134.8,135.7
2019-08-16T04:45,53461.99,7.939999999995052,54097.16,32.591,33.156,6.094,134.8,135.7
2019-08-16T05:00,53469.83,7.8400000000037835,54105.12,31.151,31.534,4.9,134.8,135.7
2019-08-16T05:16,53478.14,8.309999999997672,54113.56,31.519,32.034,5.721,134.8,135.7
2019-08-16T05:30,53485.61,7.470000000001164,54121.14,31.738,32.155,5.163,134.8,135.7
2019-08-16T05:45,53493.64,8.029999999998836,54129.32,32.786,33.503,6.892,134.8,135.7
2019-08-16T06:00,53501.3,7.6600000000034925,54137.11,30.033,30.672,6.232,134.8,135.7
2019-08-16T06:15,53508.71,7.4099999999962165,54144.67,32.588,33.342,7.047,134.8,135.7
2019-08-16T06:30,53516.11,7.400000000001455,54152.23,29.463,30.193,6.599,134.8,135.7
2019-08-16T06:45,53523.3,7.190000000002328,54159.54,30.755,31.398,6.324,134.8,135.7
2019-08-16T07:00,53530.83,7.529999999998836,54167.23,31.071,31.792,6.733,134.8,135.7
2019-08-16T07:15,53538.18,7.349999999998545,54174.73,30.708,31.756,8.091,134.8,135.7
2019-08-16T07:30,53546.24,8.059999999997672,54183.0,33.835,34.947,8.743,134.8,135.7
2019-08-16T07:45,53554.99,8.75,54192.0,40.852,41.96,9.577,134.8,135.7
2019-08-16T08:00,53564.14,9.150000000001455,54201.39,34.516,35.37,7.147,134.8,135.7
2019-08-16T08:15,53572.89,8.75,54210.31,37.997,38.563,6.583,134.8,135.7
2019-08-16T08:30,53581.99,9.099999999998545,54219.63,37.246,38.387,9.289,134.8,135.7
2019-08-16T08:45,53592.24,10.25,54230.11,40.463,41.544,9.417,134.8,135.7
2019-08-16T09:00,53601.46,9.220000000001164,54239.53,37.43,38.233,7.796,134.8,135.7
2019-08-16T09:18,53611.36,9.900000000001455,54249.67,33.432,34.731,9.409,134.8,135.7
2019-08-16T09:30,53619.24,7.879999999997381,54257.71,42.421,42.988,6.957,134.8,135.7
2019-08-16T09:45,53628.93,9.690000000002328,54267.54,34.625,35.245,6.583,134.8,135.7
2019-08-16T10:00,53639.61,10.680000000000291,54278.38,49.26,49.958,8.323,134.8,135.7
2019-08-16T10:15,53651.14,11.529999999998836,54290.09,47.577,48.45,9.155,134.8,135.7
2019-08-16T10:30,53664.64,13.5,54303.79,57.402,58.143,9.248,134.8,135.7
2019-08-16T10:45,53679.68,15.040000000000873,54319.0,61.473,62.257,9.847,134.8,135.7
2019-08-16T11:00,53696.08,16.400000000001455,54335.58,70.656,71.406,10.323,134.8,135.7
2019-08-16T11:15,53714.96,18.87999999999738,54354.68,73.851,74.603,10.566,134.8,135.7
2019-08-16T11:30,53733.52,18.55999999999767,54373.44,75.43,76.253,11.172,134.8,135.7
2019-08-16T11:45,53752.33,18.810000000004948,54392.42,76.684,77.32,9.895,134.8,135.7
2019-08-16T12:00,53771.46,19.12999999999738,54411.71,81.2,81.82,10.056,134.8,135.7
2019-08-16T12:15,53791.77,20.30999999999767,54432.18,81.602,82.284,10.573,134.8,135.7
2019-08-16T12:30,53812.52,20.75,54453.11,83.43,84.356,12.469,134.8,135.7
2019-08-16T12:45,53833.96,21.44000000000233,54474.77,84.835,85.792,12.779,134.8,135.7
2019-08-16T13:00,53855.24,21.279999999998836,54496.27,83.804,84.51,10.905,134.8,135.7
2019-08-16T13:15,53876.89,21.650000000001455,54518.09,83.668,84.31,10.385,134.8,135.7
2019-08-16T13:30,53898.86,21.970000000001164,54540.25,89.196,90.037,12.277,134.8,135.7
2019-08-16T13:45,53920.64,21.779999999998836,54562.25,86.397,87.068,10.782,134.8,135.7
2019-08-16T14:00,53942.24,21.599999999998545,54584.02,82.114,82.737,10.13,134.8,135.7
2019-08-16T14:15,53962.8,20.560000000004948,54604.77,81.648,82.458,11.528,134.8,135.7
2019-08-16T14:30,53983.71,20.909999999996217,54625.86,85.743,86.333,10.079,134.8,135.7
2019-08-16T14:45,54004.89,21.18000000000029,54647.2,84.232,84.783,9.645,134.8,135.7
2019-08-16T15:00,54025.83,20.94000000000233,54668.27,83.016,83.637,10.174,134.8,135.7
2019-08-16T15:15,54045.99,20.159999999996217,54688.55,77.115,77.641,9.019,134.8,135.7
2019-08-16T15:30,54065.58,19.590000000003783,54708.28,82.555,83.248,10.719,134.8,135.7
2019-08-16T15:45,54086.27,20.689999999995052,54729.14,83.275,84.078,11.595,134.8,135.7
2019-08-16T16:00,54106.08,19.810000000004948,54749.13,78.268,78.973,10.531,134.8,135.7
2019-08-16T16:15,54125.58,19.5,54768.8,80.846,81.545,10.658,134.8,135.7
2019-08-16T16:30,54146.02,20.439999999995052,54789.38,82.585,83.269,10.653,134.8,135.7
2019-08-16T16:46,54164.49,18.470000000001164,54808.02,60.094,61.377,12.481,134.8,135.7
2019-08-16T17:00,54182.93,18.44000000000233,54826.73,80.251,81.331,13.21,134.8,135.7
2019-08-16T17:15,54204.61,21.68000000000029,54848.67,89.331,90.308,13.246,134.8,135.7
2019-08-16T17:30,54227.89,23.279999999998836,54872.19,94.895,95.878,13.691,134.8,135.7
2019-08-16T17:45,54251.55,23.660000000003492,54896.07,96.382,97.185,12.465,134.8,135.7
2019-08-16T18:00,54276.08,24.529999999998836,54920.78,107.785,108.936,15.796,134.8,135.7
2019-08-16T18:15,54301.99,25.909999999996217,54946.84,105.63,106.154,10.533,134.8,135.7
2019-08-16T18:30,54328.52,26.529999999998836,54973.5,109.113,109.686,11.199,134.8,135.7
2019-08-16T18:45,54355.14,26.62000000000262,55000.28,105.522,106.213,12.099,134.8,135.7
2019-08-16T19:00,54381.8,26.660000000003492,55027.06,103.177,103.703,10.43,134.8,135.7
2019-08-16T19:15,54408.68,26.87999999999738,55054.0,113.799,114.202,9.586,134.8,135.7
2019-08-16T19:30,54436.14,27.459999999999127,55081.54,104.015,104.472,9.754,134.8,135.7
2019-08-16T19:45,54462.96,26.81999999999971,55108.4,105.022,105.425,9.205,134.8,135.7
2019-08-16T20:00,54490.11,27.150000000001455,55135.61,103.536,103.921,8.936,134.8,135.7
2019-08-16T20:15,54515.86,25.75,55161.41,101.866,102.255,8.902,134.8,135.7
2019-08-16T20:30,54539.89,24.029999999998836,55185.48,93.438,93.784,8.049,134.8,135.7
2019-08-16T20:45,54562.33,22.44000000000233,55207.93,92.432,92.681,6.796,134.8,135.7
2019-08-16T21:00,54584.27,21.939999999995052,55229.89,87.437,87.784,7.8,134.8,135.7
2019-08-16T21:15,54605.43,21.160000000003492,55251.12,83.863,84.331,8.873,134.8,135.7
2019-08-16T21:30,54624.68,19.25,55270.45,73.702,74.084,7.516,134.8,135.7
2019-08-16T21:45,54642.05,17.37000000000262,55287.92,61.004,61.493,7.746,134.8,135.7
2019-08-16T22:00,54657.83,15.779999999998836,55303.84,62.037,62.494,7.549,134.8,135.7
2019-08-16T22:15,54672.27,14.439999999995052,55318.43,53.817,54.399,7.93,134.8,135.7
2019-08-16T22:30,54686.46,14.190000000002328,55332.76,60.465,61.086,8.69,134.8,135.7
2019-08-16T22:45,54701.02,14.559999999997672,55347.49,62.814,63.418,8.735,134.8,135.7
2019-08-16T23:00,54716.46,15.440000000002328,55363.07,64.838,65.366,8.288,134.8,135.7
2019-08-16T23:15,54731.96,15.5,55378.71,58.284,58.686,6.854,134.8,135.7
2019-08-16T23:30,54746.55,14.590000000003783,55393.42,54.124,54.697,7.896,134.8,135.7
2019-08-16T23:45,54759.33,12.779999999998836,55406.35,49.428,50.014,7.635,134.8,135.7
2019-08-17T00:00,54772.61,13.279999999998836,55419.77,54.539,55.208,8.571,134.8,135.7
2019-08-17T00:15,54785.64,13.029999999998836,55432.96,49.405,49.975,7.529,134.8,135.7
2019-08-17T00:30,54798.08,12.440000000002328,55445.53,50.858,51.289,6.639,134.8,135.7
2019-08-17T00:45,54811.05,12.970000000001164,55458.61,53.146,53.591,6.888,134.8,135.7
2019-08-17T01:00,54823.99,12.939999999995052,55471.65,52.609,53.01,6.511,134.8,135.7
2019-08-17T01:15,54836.18,12.190000000002328,55483.91,47.326,47.673,5.737,134.8,135.7
2019-08-17T01:30,54847.68,11.5,55495.51,47.877,48.339,6.666,134.8,135.7
2019-08-17T01:45,54859.46,11.779999999998836,55507.4,45.177,45.491,5.333,134.8,135.7
2019-08-17T02:00,54871.18,11.720000000001164,55519.2,49.342,49.668,5.02,134.8,135.7
2019-08-17T02:15,54883.24,12.059999999997672,55531.34,47.866,48.303,6.481,134.8,135.7
2019-08-17T02:31,54895.83,12.590000000003783,55544.05,51.989,52.5,7.308,134.8,135.7
2019-08-17T02:45,54906.74,10.909999999996217,55555.12,45.661,46.229,7.227,134.8,135.7
2019-08-17T03:00,54917.52,10.779999999998836,55566.02,43.178,43.584,5.936,134.8,135.7
2019-08-17T03:15,54928.08,10.560000000004948,55576.7,43.325,43.807,6.482,134.8,135.7
2019-08-17T03:30,54938.93,10.849999999998545,55587.68,42.578,43.268,7.697,134.8,135.7
2019-08-17T03:45,54949.02,10.089999999996508,55597.89,42.021,42.501,5.882,134.8,135.7
2019-08-17T04:00,54958.68,9.660000000003492,55607.66,40.038,40.46,5.831,134.8,135.7
2019-08-17T04:15,54968.27,9.589999999996508,55617.38,38.523,39.037,6.318,134.8,135.7
2019-08-17T04:30,54977.77,9.5,55627.0,39.691,40.127,5.895,134.8,135.7
2019-08-17T04:45,54986.89,9.12000000000262,55636.25,36.557,37.117,6.423,134.8,135.7
2019-08-17T05:00,54995.77,8.87999999999738,55645.24,36.656,37.032,5.258,134.8,135.7
2019-08-17T05:15,55004.33,8.560000000004948,55653.92,35.939,36.413,5.855,134.8,135.7
2019-08-17T05:30,55012.99,8.659999999996217,55662.71,37.039,37.402,5.199,134.8,135.7
2019-08-17T05:45,55021.49,8.5,55671.36,35.364,36.128,7.389,134.8,135.7
2019-08-17T06:00,55030.02,8.529999999998836,55680.05,37.045,37.705,7.02,134.8,135.7
2019-08-17T06:15,55038.71,8.690000000002328,55688.89,33.488,34.124,6.556,134.8,135.7
2019-08-17T06:30,55047.3,8.590000000003783,55697.65,34.928,35.643,7.105,134.8,135.7
2019-08-17T06:45,55055.55,8.25,55706.06,31.469,32.191,6.78,134.8,135.7
2019-08-17T07:00,55063.58,8.029999999998836,55714.28,34.068,34.831,7.247,134.8,135.7
2019-08-17T07:15,55071.83,8.25,55722.68,33.367,34.054,6.806,134.8,135.7
2019-08-17T07:30,55079.93,8.099999999998545,55730.95,31.667,32.195,5.806,134.8,135.7
2019-08-17T07:45,55088.21,8.279999999998836,55739.4,33.536,34.59,8.473,134.8,135.7
2019-08-17T08:00,55096.8,8.590000000003783,55748.19,37.286,38.279,8.663,134.8,135.7
2019-08-17T08:15,55105.64,8.839999999996508,55757.23,36.465,37.205,7.383,134.8,135.7
2019-08-17T08:30,55115.43,9.790000000000873,55767.19,38.17,38.908,7.543,134.8,135.7
2019-08-17T08:45,55124.89,9.459999999999127,55776.83,38.965,39.768,7.953,134.8,135.7
2019-08-17T09:00,55134.39,9.5,55786.52,34.253,35.009,7.235,134.8,135.7
2019-08-17T09:15,55143.52,9.12999999999738,55795.83,37.951,38.812,8.128,134.8,135.7
