deal,description,episode,category,entrepreneurs,location,website,askedFor,exchangeForStake,valuation,season,shark1,shark2,shark3,shark4,shark5,title,episode-season,Multiple Entreprenuers
True,"Reviver Clothing Swipes are like deodorant for your clothes. These reusable and environmentally-friendly swipes keep your clothes smelling fresh while between washes. Made in the USA, Reviver swipes are the perfect solution for those favorite pieces that you can't tear yourself away from. By potentially prolonging the time between washes, Reviver can also encourage more efficient consumption of water resources for laundry.",4,Personal Care and Cosmetics,Ben and Eric Kusin,"Dallas, TX",http://www.reviver.com,150000,5,3000000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Reviver,6-4,True
False,"Secure your wobbly tables for good with Tablejacks, invented by a long-time restaurant owner in response to the most common of all restaurant annoyances. With just a tap of your foot, Tablejacks levels and steadies any uneven table and keeps it there. Unlike other stop-gap solutions like napkins, sugar packs and coasters, Tablejacks are purpose-built to do the job!",4,Novelties,,"Houston, TX",http://www.tablejacks.com,100000,25,400000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Tablejacks,6-4,False
False,"FunCakes wants you to have a spectacular wedding cake without the expense. Their rental cakes have a foam core but are covered in real fondant and gumpaste. A discretely placed compartment holds just the right amount of cake needed to have a proper cake cutting, then the cake is wheeled away to the kitchen where cost-effective sheet cake awaits to be served. Once out of sight, slices are served from the fresh sheet cake and brought out to guests. Everybody wins: you, your guests and your wallet!",4,Weddings,,"Grandville, MI",http://www.cakerental.com,285000,25,1140000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,FunCakes,6-4,False
True,Novelty eyewear featuring outrageous and unique designs that transform the wearer's face.,5,Novelties,"Daniel Gershon, David Levich, and Eric Liberman","Los Angeles, CA",https://www.sunstaches.com/,300000,5,6000000,6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Sun-Staches,6-5,True
True,"The Red Dress Boutique is an online retailer of affordable fashions for young women and teens. This family-owned business retails most items for under $50 because their goal is to make great style accessible. You shouldn't have to be rich to dress well and feel beautiful. The Red Dress Boutique radiates happiness and seeks to share that optimism with their customers. Founder Diana Harbour started out giving each piece for sale on the website an eye-catching and memorable name, and her focus on building the brand's image and tone has contributed to the site's growth and success.",5,Women's Apparel,Josh and Diana Harbour,"Athens, GA",http://thereddressboutique.com/,600000,5,12000000,6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,The Red Dress Boutique,6-5,True
False,"The Jungle Jumparoo is a special kind of jump toy, one that's low to the ground and portable. Kids can hang on to the sturdy support poles in the center and then jump on the outer ring to their hearts' content. Thanks to its unique design, te Jungle Jumparoo is a jump toy that works indoors and outdoors, which means jumping fun even in winter months! The Jungle Jumparoo is also a 3-in-1 versatile toy for climbing, swinging and jumping.",5,Toys and Games,Rachel and Steve McMurtrey,"Orem, UT",http://junglejumparoo.com/,100000,20,500000,6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Jungle Jumparoo,6-5,True
False,"The Caddy Girls offers a unique and fun way to spend a day on the links with female caddies who know about all aspects of golf, from club selection and course etiquette, to calculating distances and keeping score.",5,Entertainment,Meghan Tarney,"Myrtle Beach, NC",http://thecaddygirls.com/,100000,20,500000,6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,The Caddy Girls,6-5,False
True,"Honeyfund is a gifting platform for newlyweds who are less interested in acquiring home appliances than they are into funding their travel dreams. The funding duo is a married couple that used their wedding registry to fund their honeymoon plans, and so they developed their home-grown system into something anyone could sign up for. As a company, they are also working to roll out additional crowdgifting platforms for other occassions, like graduations and baby showers.",6,Weddings,Sara and Josh Margulis,"Sebastopol, CA",http://www.honeyfund.com/,400000,10,4000000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Honeyfund,6-6,True
False,"The Oilerie is a retailer of hand-bottled extra virgin olive oils. At The Oilerie, customers may try samples of any of the premium-quality olive oils in stock. When they've made their selection, the oil is bottled for them on the spot. All of the EVOO sold by The Oilerie is produced in a small town south of Rome, Italy. The stores also carry a selection of aged balsamic vinegar.",6,Specialty Food,Amy Jo and Curt Campbell,"Egg Harbor, WI",http://www.oilerie.com/,500000,35,1428571,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,The Oilerie,6-6,True
True,Inexpensive and creatively-flavored box wine.,6,Alcoholic Beverages,"Brad Schultz, Aimy Steadman, and Justin Fenchel","Austin, TX",http://www.beatboxbeverages.com/,200000,10,2000000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,BeatBox Beverages,6-6,True
False,"EmergenSee turns your smartphone or tablet into a personal security system with the push of a button. When activated, the app streams live video, audio, and tracks location and movements using GPS in real time to emergency responders and pre-selected contacts.",6,Home Security Solutions,Phil Reitnour and Jason D. Friedberg,"San Francisco, CA",http://emergensee.com/,250000,10,2500000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,EmergenSee,6-6,True
False,"Singtrix is the ultimate karaoke system, featuring technology that adds vocal harmonies and natural voice to make every aspiring singer sound better than ever. Made by the people behind the first Guitar Hero, Singtrix brings professional studio quality music to your living room karaoke party. The Singtrix system works with any music and any audio device.",7,Electronics,John Devecka and Eric Berkowitz,"New York, NY",http://www.singtrix.com/,1500000,5,30000000,6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Singtrix,6-7,True
False,"Beardbrand is a men's grooming products company making beard oil, mustache wax, beard combs, and other items for the bearded lifestyle.",7,Personal Care and Cosmetics,Eric Bandholz,"San Francisco, CA",http://www.beardbrand.com/,400000,15,2666667,6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Beardbrand,6-7,False
True,TITIN is patented form-fitting weighted compression gear using gel weights as inserts.,7,Fitness Apparel and Accessories,Patrick  Whaley,"Atlanta, GA",http://titintech.com/,500000,5,10000000,6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,TITIN,6-7,False
True,"Myself Belts are for little ones who are learning to do things themselves. These belts can be fastened and unfastened with a quick one-handed motion. These velcro-backed belts are great for kids going through potty training and special needs children, and their faux buckles make it look like a regular belt. Myself Belts are adorably styled with airplanes, hearts and trucks, and can even be customized with a name or branded design, as with a school uniform.",7,Baby and Children's Apparel and Accessories,Talia Goldfarb,"St. Louis, MO",http://www.myselfbelts.com,60000,10,600000,6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Myself Belts,6-7,False
False,"Man-PACK blends style, durability, and function to make utilitarian bags that look cool.",8,Men's Accessories,Aaron Tweedie,"Linden, VA",https://man-pack.com/,200000,29,689655,6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,manPACK,6-8,False
False,Priority One Canine provides highly trained house pets that serve as security protection and loyal companions for the family.,8,Professional Services,Wade and Lori Morrell,"Pickerington, OH",http://www.priority1canine.com/,75000,15,500000,6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Priority One Canine,6-8,True
True,"Bottle Breacher takes the same 50-caliber ammunition used to defend our country nad turns them into bottle openers. Crafted by US Active Duty service members and Veterans, Bottle Breacher is an original and memorable gift. Use it for promotional gifts, decorative display, and of course, cracking open a bottle!",8,Novelties,Jen and Eli Crane,"Tucson, AZ",https://www.bottlebreacher.com/,150000,10,1500000,6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Bottle Breacher,6-8,True
True,"The Natural Grip makes the best-fitting hand grips for protecting your hands during workouts. Unlike the competition, The Natural Grip is not a one-size-fits-all product. These grips were created by fitness enthusiast and active duty officer Ashley Drake. The Natural Grip provides protection from torn hands and blisters without the bulk the alternatives. Snugly fitted to your hand, based on your ring finger size, the Natural Grip hooks over your ring and middle fingers and drapes down the palm of your hands.",8,Fitness Apparel and Accessories,Ashley Drake,"Louisville, KY",http://www.thenaturalgrip.com,100000,20,500000,6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,The Natural Grip,6-8,False
True,"Heidi Ho! makes a line of delicious cheezes, and that is not a typo, because this is no ordinary cheese. Chef Heidi's cheezes are purely plant-based, made from organic vegetables, nuts, and seeds. Despite being dairy-free and in many cases also soy-free, Heidi Ho cheezes maintain very cheese-like properties, firm enough to grate and melty like real cheese!",9,Specialty Food,Heidi K. Lovig,"Portland, OR",http://www.heidiho.com/,125000,20,625000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Heidi Ho,6-9,False
True,"Pipcorn is a fun mini popcorn snack. When heated and popped, these popcorn kernel shells shatter into little pieces, making them easier on your stomach and teeth, not to mention delicious. This brother-sister duo from Brooklyn makes Pipcorn in small batches using all-natural ingredients.",9,Specialty Food,Jeff and Jennifer Martin,"Harlem, NY",http://www.pipsnacks.com/,200000,10,2000000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Pipsnacks,6-9,True
True,"The Squatty Potty is a toilet stool that helps the user mimic a natural squat, allowing for easier and healthier elimination at home. Believe it or not, the relatively modern tradition of sitting upright on a toilet seat has not been an improvement, at least as far as posture is concerned. This position puts more stress on the bowels than a simple squat. The Squatty Potty allows the user to adapt their home toilet into one that can be used in a squatting position, which helps to reduce straining and even prevent hemorroids and bowel herniation. Squatty Potty is also great for kids, as it gives them a leg up and a place to rest their feet when moving up to the grown-ups toilet. When not in use, Squatty Potty tucks neatly and discretely underneath the toilet bowl.",9,Health and Well-Being,Bobby and Judy Edwards,"St. George, UT",http://squattypotty.com/,350000,5,7000000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Squatty Potty,6-9,True
False,"Storm Stoppers are DIY storm window protection. Lightweight, safe and simple to install, Storm Stoppers go in without bolts or screws, and they can be cut and installed without the use of power tools. Among its other benefits, Storm Stoppers take just under a minute to re-install per window, and because they don't bolt on, they're also the easiest to remove in case needed to make a safe exit through one of these openings.",9,Novelties,John D. Smith,"Orlando, FL",http://www.plywoodalternative.com/,100000,10,1000000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Storm Stoppers,6-9,False
True,"Earthlogs are the environmentally-conscious choice for fire logs. Made from clean waste paper and scrap candle wax, Earthlog repurposes waste into premium-quality fire products. The company's patent-pending manufacturing process also produces zero waste.",10,Home Accessories,Tom Sanetti,"Huntington Beach, CA",http://www.earthlog.com/,160000,20,800000,6,Lori Greiner,Kevin O'Leary,Daymond John,Mark Cuban,Nick Woodman,Earth Log,6-10,False
True,"With Magic Cook, users can make a meal without fire, gas or electricity.",10,Outdoor Recreation,Sharon Yu,"Chino, CA",http://magiccook.net/,100000,33,303030,6,Lori Greiner,Kevin O'Leary,Daymond John,Mark Cuban,Nick Woodman,Magic Cook,6-10,False
True,"The Kitchen Safe is a smart container that helps people form good habits. It's great for food, cellphones, TV remotes, video games, and many other things.",10,Storage and Cleaning Products,David Krippendorf and Ryan Tseng,"San Francisco, CA",http://www.thekitchensafe.com/,100000,5,2000000,6,Lori Greiner,Kevin O'Leary,Daymond John,Mark Cuban,Nick Woodman,Kitchen Safe,6-10,True
False,"Off the Cob makes premium-quality tortilla chips using fresh sweet corn. Unlike the grain corn typically used in every other tortilla chip, sweet corn is naturally flavorful and hand picked at the height of its ripeness each year. Created by third-generation farmer Cameron Sheldrake, these chips are gluten free, organic, and non-GMO, not to mention tasty! The company's larger mission is to support sustainable corn farming.",10,Specialty Food,Cameron Sheldrake,"Ithaca, NY",http://www.offthecobchips.com/,100000,15,666667,6,Lori Greiner,Kevin O'Leary,Daymond John,Mark Cuban,Nick Woodman,Off the Cob,6-10,False
True,"Single-serve wines in recyclable, high quality plastic stemware that looks and feels like glass.",11,Alcoholic Beverages,Andrew McMurray,"Santa Rosa, CA",http://www.zipzwine.com,2500000,10,25000000,6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Zipz,6-11,False
False,A three-in-one men's grooming product.,11,Personal Care and Cosmetics,Lydia Evans,"Houston, TX",http://www.pure-swag.com,125000,20,625000,6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,SWAG Essentials,6-11,False
True,"Biaggi luggage is built for premium quality and easy storage. Their unique design and lightweight construction allow Biaggi baggage to flatten for storage, greatly reducing the space required. Biaggi suitcases also feature a 4-wheel spinner system, a padded compartment for laptops, hinge-lock technology, and multi-stop telescoping aluminum handles.",11,Storage and Cleaning Products,Stephen Hersh,"New York, NY",http://www.biaggi.com,500000,30,1666667,6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,biaggi,6-11,False
True,Fashionable and affordably-priced apparel for female sports fans.,11,Men and Women's Apparel,Shawna and Kurt Feddersen,"Tulsa, OK",http://www.gameday-couture.com,500000,20,2500000,6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Gameday Couture,6-11,True
True,"Hoppy Paws is a kit that includes everything needed to create reindeer hoof prints in your home. An easy way to bring more whimsy to your holidays, Hoppy Paws comes with a hoof print stamp, a mixing tray and a super secret powder. Mixed with water, the powder creates crisp white hoof prints that are easy to clean up when the fun is done. Hoppy Paws makes it look like the reindeer have indeed come through, and the company has expanded into kits for other characters, including Santa's Elves, the Easter Bunny, the Tooth Fairy and more. Non-toxic and biodegradable, Hoppy Paws works on most hard surfaces, indoors and out.",12,Holiday Cheer,Trina Barkouras,"Newport Beach, CA",http://hoppypaws.com,50000,10,500000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Hoppy Paws,6-12,False
True,"An ""elf on a shelf"" analog for Jewish and interfaith families. Moshe the Mensch tells the story of Hanukkah and promotes the values of being a Mensch.",12,Holiday Cheer,Neal Hoffman,"Madeira, OH",http://themenschonabench.com,150000,10,1500000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Mensch on a Bench,6-12,False
False,"A device that allows for quickly toggling Christmas lights from visible to out-of-sight, reducing the time spent hanging them up and taking them down each year.",12,Holiday Cheer,Nathan Shaffer,"Henderson, NV",http://evedrop.com,75000,20,375000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Eve Drop,6-12,False
True,"The Q-Flex is personal acupressure system and self-massage device. Its hook-shaped design allows anyone to reach sore spots on their own and apply pressure to relieve stress and soothe aches. Lightweight, durable, easy to use, and affordable, Q-Flex allows anyone to enjoy an on-demand deep tissue massage with just the right amount of pressure to relax knotted muscles, ease shoulder tension, relieve back pain or soothe tired feet. Made in the USA.",12,Health and Well-Being,Andrea and Hong Cao,"San Luis Obispo, CA",http://getqflex.com,20000,20,100000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Q-Flex,6-12,True
False,"With SkinnyShirt you can rock a classic preppy look while maintaining a smooth and svelte silhouette. Layering a sweater over a traditional button-down shirt leads to bulk and bunchiness, but SkinnyShirt circumvents the issue with their knit camis, which have a collared neck that simulates a typical button-down shirt. It even has four working collar buttons to really sell the illusion! The collar and upper portion of the shirt is made with a woven cotton blend, while the rest of the shirt is instead made with a knit nylon blend that stays smooth against your skin. SkinnyShirt comes in white and pairs nicely with sweaters of any cut or color, but especially V-necks and crewnecks.",13,Women's Apparel,Julie Kalimian,"New York, NY",http://www.skinnyshirt.com,100000,20,500000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,SkinnyShirt,6-13,False
True,"Bantam's mini bagel balls come stuffed with artisan cream cheeses that add ease to mobile munching and are perfect for any snack, meeting or event.",13,Specialty Food,Nick and Elyse Oleksak,"New York, NY",http://www.bantambagels.com,275000,11,2500000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Bantam Bagels,6-13,True
True,"Doorman is an on-demand mobile service that provides package delivery (and returns) until midnight, 7 days a week.",13,Consumer Services,Zander Adell,"San Francisco, CA",http://www.doorman.co,25000,10,250000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Doorman,6-13,False
False,An online dating service that helps people meet friends of friends through daily matches.,13,Online Services,"Arum, Dawoon, and Soo Kang","San Francisco, CA",http://www.coffeemeetsbagel.com,500000,5,10000000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Coffee Meets Bagel,6-13,True
False,Kids' backpacks in the form of vests with pockets all around to distribute the load.,14,Baby and Child Care,Arthur Grayer and Michael Wooley,"Suwannee, GA",http://www.vestpakz.com,50000,10,500000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Vestpakz,6-14,True
True,"Scratch & Grain Baking Co. makes the most wholesome and delicious cookie mixes on the planet. These cookie kits bring together the best elements of baking from scratch and the convenience of using prepackaged mixes. Unlike the typical baking mixes from big brands that you might be used to seeing at the grocery store, each ingredient in Scratch and Grain Co. mixes come individually packaged within the box. You get the wonderful flavor of baked-from-scratch cookies and the satisfaction that the ingredients are fresh and all-natural. Scratch and Grain Co. offers a number of different cookie mixes, including Chocolate Chip, Sugar Cookie, and Oatmeal Raisin. They have also introduced three gluten-free mixes: Chocolate Truffle, Snicker Doodle, and Chewy Peanut Butter.",14,Specialty Food,Leah Tutin and Taya Geiger,"Portland, OR",http://www.scratchandgrain.com,150000,20,750000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Scratch & Grain Baking Co.,6-14,True
False,"Bottle Bright is the solution to grimy water vessels everywhere. Rather than struggling with a brush, which doesn't remove germs, or using harsh chemicals that leave their own harmful residues, you could be using Bottle Bright tablets, which freshen your water bottle with a quick soak. These tablets are made with all-natural ingredients and easily rid your water bottle from odors, stains and grime. Bottle Bright also has a social mission. For every bag of Bottle Bright tablets purchased, the company donates an equal amount of tablets to people in developing countries, where the lack of clean water and water containers frequently poses serious risks. who are in need of safe and clean drinking water. The Bottle Bright formula is chlorine-free and certified safe, natural, and sustainable.",14,Storage and Cleaning Products,Justin Koehneke and Seth Friedman,"Richmond, VA",http://www.cleanethics.com,75000,15,500000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Bottle Bright,6-14,True
True,"Any gathering can be improved with these reusable sticky ties! Not your typical ""Hello my name is"" tag, these stickers' charming look and themed designs offer a much more interesting kind of conversation starter. They are also super durable. You can reposition them and reuse them as you please. They don't even leave any residue after they're gone. You can write on these stickers, or let their looks speak for themselves. The company started out making sticky ties, but have continued adding new shapes and themes to the line-up. Our personal favorite is the bow tie. Try these at your next party and see how they liven up even a plain white tee.",14,Party Supplies,Ellie Brown and Becca Nelson,"Raleigh, NC",https://www.evrewares.com,100000,30,333333,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,evREwares,6-14,True
True,"A premium, nutritious to-go meal for your dog. The official dog food of the National Association of Search and Rescue.",15,Pet Products,Kristina Guerrero,"Bend, OR",http://www.turbopup.com,100000,20,500000,6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,TurboPUP,6-15,False
True,A unique and elegant portable lighting solution.,15,Home Accessories,Max Gunawan,"San Francisco, CA",http://www.hellolumio.com,250000,8,3125000,6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Lumio,6-15,False
False,Custom men's clothing for custom lifestyles.,15,Men and Women's Apparel,Joe Chay,"Columbus, OH",http://www.belloverde.com,360000,6,6000000,6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Bello Verde,6-15,False
False,The world's first napping mask.,15,Health and Well-Being,Neil Joglekar and Justin Lee,"Boston, MA",http://napwell.com,100000,10,1000000,6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Napwell,6-15,True
False,"Victoria's Kitchen makes delicious, all-natural beverages. Almond Water, the flagship product, was inspired by co-founder David's grandmother Victoria.",16,Specialty Food,Deborah and David Meniane,"Los Angeles, CA",http://www.drinkvictoriaskitchen.com,200000,20,1000000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Victoria's Kitchen,6-16,True
False,"An online investment club that helps accredited investors who want to find, invest in and share quality private investment deals.",16,Online Services,Aaron McDaniel,"San Francisco, CA",https://www.tycooninvestors.com,50000,5,1000000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Tycoon Real Estate,6-16,False
True,"GreenBox is the innovator behind the patented, multi-functional GreenBox pizza box. Made of 100% recycled and recyclable material, the GreenBox breaks into plates and a storage unit for leftovers, completely eliminating the need for serving plates and wasteful storage materials.",16,Storage and Cleaning Products,Ned Kensing and Jennifer Wright-Laracy,"New York, NY",http://greenboxny.com,300000,10,3000000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,GreenBox,6-16,True
True,"If you're like most people, you can hardly function without your smartphone. It goes everywhere you go and you use it repeatedly throughout the day. But unlike most other things that get daily wear and tear, you probably don't wash your phone, so it's been accumulating germs since the day you acquired it. Now thanks to PhoneSoap, there's an easy and highly effective way to zap the microbes off your phone. PhoneSoap is a charger for your smartphone that encloses it in a UV case, which emits light in the UV-C range that kills 99.99% of bacteria. It disinfects your phone it just 5 minutes, but it's also safe to leave it in there all night while it charges too. You'll still be able to hear any notifications through the built-in audio amplifier. One of the advantages of the PhoneSoap charger over other products, such as anti-bacterial wipes for wireless devices, is that it's a one-time investment. You'll be able to use the charger again and again without having to reorder or spend more money. You also won't even need to remember to wipe your phone, since you'll be charging it either way. Although this germicidal phone charger is the company's flagship product, as well as its first, they've also added cleaning pads and a touchscreen polish stick to the lineup.",16,Storage and Cleaning Products,Dan Barnes and Wesley LaPorte,"Provo, UT",https://www.phonesoap.com,300000,8,4000000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Phone Soap,6-16,True
True,"Drain Strain is a revolutionary, never-clog drain stopper.",17,Storage and Cleaning Products,Naushad Ali,"Springfield, MO",http://www.drainstrain.com,110000,15,733333,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Drain Strain,6-17,False
False,"BedJet is the world's first ultra-rapid cooling, heating and climate control system made just for your bed.",17,Home Accessories,Mark Aramli,"Newport, RI",http://bedjet.com,250000,10,2500000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,BedJet,6-17,False
False,"Balm Chicky Balm Balm is a sassy '70s-themed lip gloss brand that's made for value and practicality. Balm Chicky Balm Balm features a patented ""Friend End"" for those times you have a pal in need of lip balm. And, offering three times the quantity of other lip balm brands, there's plenty to go around. Balm Chicky Balm Balm is also certified organic.",17,Personal Care and Cosmetics,Liz Moskow and Abby Schwalb,"Portland, OR",https://balmchicky.com,75000,20,375000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Balm Chicky Balm Balm,6-17,True
True,"A stylish and eco-friendly alternative to pee pads, Fresh Patch delivers real-grass turf for dogs that don't have their own backyards.",17,Pet Products,Andrew Feld,"Davenport, FL",https://www.freshpatch.com,150000,10,1500000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Fresh Patch,6-17,False
True,"Funbites is a curved blade cutter that makes it a snap to cut kids' meals into bite-size pieces. With Funbites you can transform boring food into fun and approachable bites. Great for encouraging picky eaters to try new things, Funbites is available in an assortment of geometric shapes. All Funbites cutters work in the same simple way. By fitting the cutter over the food item and pressing down, you can quickly get lots of neatly and evenly cut bites of food ready to go. Funbites is BPA-free, dishwasher-safe, and proudly made in the USA.",18,Baby and Child Care,Bobbie Rhoads,"New York, NY",http://funbites.com,75000,20,375000,6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,FunBites,6-18,False
True,"The BevBoy is best companion for anyone who likes to relax floating in the water. It's ingeniously devised to hold your drink alongside you without spilling or tipping over. Superior to the accident-prone cupholders that are built into most pool floates, BevBoy floats independently and maintains its balance using a clever weighted balance system.",18,Novelties,Kevin Waltermire,"Charleston, SC",http://beverageboy.com,50000,15,333333,6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,BevBoy,6-18,False
False,The Lip Bar is a cosmetic brand that exists to empower women through the use of cosmetics by providing self-expressive and responsibly made products.,18,Personal Care and Cosmetics,Melissa Butler and Rosco Spears,"New York, NY",https://www.thelipbar.com,125000,20,625000,6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,The Lip Bar,6-18,True
False,"Innovative, healthy, and high-quality dog treats. Their main product is a dog chew made from yak meat, inspired by a traditional snack from Nepal.",18,Pet Products,"Suman, Sujan and Nishes Shrestha","Mukilteo, WA",http://www.himalayandogchew.com,750000,5,15000000,6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Himalayan Dog Chew,6-18,True
False,"Sseko Designs is an ethical fashion brand that sells sandals, shoes, handbags and accessories that are all handcrafted in East Africa.",19,Men and Women's Shoes,Ben and Liz Bohannon,"Portland, OR",http://www.ssekodesigns.com,300000,10,3000000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Sseko Designs,6-19,True
True,The Gold Rush Nugget Bucket makes gold and gem prospecting made easy and fun.,19,Novelties,Mark Peterson,"Eugene, OR",http://www.goldrushnuggetbucket.com,60000,15,400000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Gold Rush Nugget Bucket,6-19,False
True,"Boobypack is a sports bra/crop-top with zipper-enclosed, water-resistant pockets on either side. This a fannypack for your rack keeps your valuables safe so you can dance, jog or fist pump with ease.",19,Women's Apparel,C.C. Conrad,"San Francisco, CA",http://boobypack.com,80000,20,400000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Boobypack,6-19,False
False,"Lumi sells innovative printing kits that make it easy for anyone to make affordable, durable prints using the power of the sun.",19,Novelties,Jesse Genet,"Los Angeles, CA",http://lumi.com,250000,5,5000000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Lumi,6-19,False
True,"Scholly is a mobile and web app that gives high school students, current college students, and graduate students a fast and simple way to find scholarships to pay for college.",20,Online Services,Christopher Gray,"Philadelphia, PA",https://www.myscholly.com,40000,15,266667,6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Scholly,6-20,False
False,"Keen Home makes smart devices to improve the core functions of the home. The company's first product is the Smart Vent, which senses temperature and duct pressure to make intelligent airflow decisions and efficiently increase the comfort of each room.",20,Home Accessories,Nayeem Hussain and Ryan Fant,"New York, NY",http://www.keenhome.io,750000,10,7500000,6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Keen Home,6-20,True
True,LuminAID is a solar-powered inflatable light developed by two architecture students after the 2010 Haiti Earthquake.,20,Electronics,Andrea Sreshta and Anna Stork,"Oxford, MI",http://luminaid.com,200000,10,2000000,6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,luminAID,6-20,True
