date,sales,profit,region,state,category,type,caffeination
01-Jul-10,113,5,West,WA,Tea,Green Tea,Regular
01-Jul-10,115,12,Central,CO,Tea,Darjeeling,Regular
01-Jul-10,115,11,Central,OH,Espresso,Decaf Espresso,Decaf
01-Jul-10,115,36,Central,WI,Espresso,Decaf Espresso,Decaf
01-Jul-10,115,36,East,FL,Herbal Tea,Chamomile,Decaf
01-Jul-10,115,11,East,MA,Herbal Tea,Lemon,Decaf
01-Jul-10,115,12,West,OR,Espresso,Caffe Latte,Regular
01-Jul-10,115,36,West,WA,Espresso,Caffe Latte,Regular
01-Jul-10,131,31,Central,CO,Espresso,Decaf Espresso,Decaf
01-Jul-10,131,31,Central,IL,Tea,Earl Grey,Regular
01-Jul-10,131,30,South,TX,Espresso,Caffe Latte,Regular
01-Jul-10,131,30,West,CA,Tea,Green Tea,Regular
01-Jul-10,132,32,Central,MO,Coffee,Decaf Irish Cream,Decaf
01-Jul-10,132,33,East,CT,Herbal Tea,Mint,Decaf
01-Jul-10,132,32,West,UT,Coffee,Amaretto,Regular
01-Jul-10,133,18,Central,WI,Coffee,Amaretto,Regular
01-Jul-10,133,19,East,FL,Herbal Tea,Lemon,Decaf
01-Jul-10,133,19,South,OK,Herbal Tea,Chamomile,Decaf
01-Jul-10,133,18,West,WA,Espresso,Caffe Mocha,Regular
01-Jul-10,141,1,Central,MO,Herbal Tea,Chamomile,Decaf
01-Jul-10,141,1,East,NH,Espresso,Caffe Mocha,Regular
01-Jul-10,141,1,South,NM,Espresso,Caffe Mocha,Regular
01-Jul-10,141,0,West,UT,Tea,Darjeeling,Regular
01-Jul-10,144,58,Central,WI,Herbal Tea,Lemon,Decaf
01-Jul-10,144,58,East,FL,Tea,Green Tea,Regular
01-Jul-10,144,58,South,LA,Coffee,Decaf Irish Cream,Decaf
01-Jul-10,151,49,East,NH,Coffee,Amaretto,Regular
01-Jul-10,151,48,West,UT,Herbal Tea,Chamomile,Decaf
01-Jul-10,160,43,East,NH,Coffee,Columbian,Regular
01-Jul-10,160,44,South,NM,Coffee,Columbian,Regular
01-Jul-10,160,44,West,UT,Herbal Tea,Lemon,Decaf
01-Jul-10,169,12,Central,MO,Herbal Tea,Lemon,Decaf
01-Jul-10,169,31,Central,MO,Coffee,Columbian,Regular
01-Jul-10,169,32,East,CT,Herbal Tea,Lemon,Decaf
01-Jul-10,169,31,South,LA,Herbal Tea,Lemon,Decaf
01-Jul-10,169,11,South,NM,Coffee,Decaf Irish Cream,Decaf
01-Jul-10,169,12,West,UT,Herbal Tea,Mint,Decaf
01-Jul-10,169,31,West,UT,Coffee,Decaf Irish Cream,Decaf
01-Jul-10,189,56,Central,WI,Espresso,Caffe Mocha,Regular
01-Jul-10,189,55,East,FL,Herbal Tea,Mint,Decaf
01-Jul-10,189,56,West,WA,Espresso,Decaf Espresso,Decaf
01-Jul-10,198,164,East,NY,Herbal Tea,Mint,Decaf
01-Jul-10,199,71,Central,CO,Coffee,Columbian,Regular
01-Jul-10,199,72,Central,IL,Herbal Tea,Lemon,Decaf
01-Jul-10,199,71,South,TX,Coffee,Decaf Irish Cream,Decaf
01-Jul-10,199,72,West,CA,Herbal Tea,Mint,Decaf
01-Jul-10,202,157,West,CA,Coffee,Decaf Irish Cream,Decaf
01-Jul-10,211,75,West,WA,Coffee,Columbian,Regular
01-Jul-10,225,75,East,CT,Coffee,Columbian,Regular
01-Jul-10,225,75,West,WA,Herbal Tea,Chamomile,Decaf
01-Jul-10,227,71,Central,WI,Coffee,Decaf Irish Cream,Decaf
01-Jul-10,227,71,East,FL,Espresso,Decaf Espresso,Decaf
01-Jul-10,230,98,Central,CO,Espresso,Caffe Mocha,Regular
01-Jul-10,230,99,Central,IL,Tea,Darjeeling,Regular
01-Jul-10,230,98,East,NY,Tea,Green Tea,Regular
01-Jul-10,230,98,South,TX,Espresso,Decaf Espresso,Decaf
01-Jul-10,230,98,West,CA,Tea,Earl Grey,Regular
01-Jul-10,256,111,Central,CO,Coffee,Amaretto,Regular
01-Jul-10,256,111,Central,IL,Herbal Tea,Chamomile,Decaf
01-Jul-10,256,111,East,NY,Tea,Earl Grey,Regular
01-Jul-10,256,112,South,TX,Espresso,Caffe Mocha,Regular
01-Jul-10,256,112,West,CA,Tea,Darjeeling,Regular
01-Jul-10,286,104,Central,OH,Tea,Darjeeling,Regular
01-Jul-10,286,104,East,FL,Coffee,Columbian,Regular
01-Jul-10,286,103,South,OK,Espresso,Decaf Espresso,Decaf
01-Jul-10,286,104,West,OR,Tea,Earl Grey,Regular
01-Jul-10,291,81,Central,CO,Herbal Tea,Chamomile,Decaf
01-Jul-10,291,81,Central,OH,Espresso,Caffe Mocha,Regular
01-Jul-10,291,81,East,MA,Espresso,Regular Espresso,Regular
01-Jul-10,291,81,West,OR,Espresso,Decaf Espresso,Decaf
01-Jul-10,297,32,Central,WI,Coffee,Columbian,Regular
01-Jul-10,297,32,East,FL,Espresso,Caffe Mocha,Regular
01-Jul-10,297,32,South,OK,Herbal Tea,Lemon,Decaf
01-Jul-10,297,31,West,WA,Coffee,Decaf Irish Cream,Decaf
01-Jul-10,312,139,Central,CO,Coffee,Decaf Irish Cream,Decaf
01-Jul-10,312,139,Central,IL,Herbal Tea,Mint,Decaf
01-Jul-10,312,138,East,NY,Tea,Darjeeling,Regular
01-Jul-10,312,139,West,CA,Herbal Tea,Chamomile,Decaf
01-Jul-10,336,128,Central,OH,Tea,Earl Grey,Regular
01-Jul-10,336,129,East,FL,Coffee,Decaf Irish Cream,Decaf
01-Jul-10,336,128,South,OK,Espresso,Caffe Latte,Regular
01-Jul-10,336,129,West,OR,Tea,Green Tea,Regular
01-Jul-10,376,150,Central,IL,Coffee,Decaf Irish Cream,Decaf
01-Jul-10,376,150,Central,IA,Herbal Tea,Lemon,Decaf
01-Jul-10,376,150,West,NV,Herbal Tea,Mint,Decaf
01-Jul-10,387,45,West,CA,Espresso,Caffe Mocha,Regular
01-Jul-10,387,45,West,NV,Herbal Tea,Chamomile,Decaf
01-Jul-10,532,168,Central,IL,Espresso,Decaf Espresso,Decaf
01-Jul-10,532,167,Central,IA,Tea,Darjeeling,Regular
01-Jul-10,532,167,West,CA,Espresso,Caffe Latte,Regular
01-Jul-10,532,168,West,NV,Tea,Earl Grey,Regular
01-Jul-10,546,182,East,NY,Espresso,Regular Espresso,Regular
01-Jul-10,567,208,Central,IL,Coffee,Columbian,Regular
01-Jul-10,567,206,South,TX,Coffee,Columbian,Regular
01-Jul-10,567,205,West,CA,Herbal Tea,Lemon,Decaf
01-Jul-10,567,208,West,NV,Herbal Tea,Lemon,Decaf
01-Jul-10,602,197,Central,IA,Tea,Earl Grey,Regular
01-Jul-10,665,564,East,MA,Coffee,Columbian,Regular
01-Jul-10,678,259,Central,IL,Espresso,Caffe Mocha,Regular
01-Jul-10,678,258,Central,IA,Herbal Tea,Chamomile,Decaf
01-Jul-10,678,259,West,CA,Espresso,Decaf Espresso,Decaf
01-Jul-10,678,258,West,NV,Tea,Darjeeling,Regular
01-Jul-10,793,388,East,NY,Herbal Tea,Lemon,Decaf
01-Jul-10,912,370,East,NY,Coffee,Columbian,Regular
01-Jul-10,912,370,West,CA,Coffee,Columbian,Regular
01-Aug-10,21,404,West,NV,Tea,Green Tea,Regular
01-Aug-10,32,1,Central,IA,Coffee,Decaf Irish Cream,Decaf
01-Aug-10,41,9,Central,OH,Herbal Tea,Chamomile,Decaf
01-Aug-10,41,9,East,MA,Tea,Green Tea,Regular
01-Aug-10,41,10,South,OK,Espresso,Caffe Mocha,Regular
01-Aug-10,41,9,West,OR,Tea,Darjeeling,Regular
01-Aug-10,43,31,Central,IA,Espresso,Decaf Espresso,Decaf
01-Aug-10,43,31,East,NH,Tea,Green Tea,Regular
01-Aug-10,43,32,West,NV,Espresso,Caffe Latte,Regular
01-Aug-10,47,12,East,CT,Tea,Green Tea,Regular
01-Aug-10,55,16,Central,OH,Herbal Tea,Lemon,Decaf
01-Aug-10,55,16,East,MA,Tea,Darjeeling,Regular
01-Aug-10,55,16,South,OK,Coffee,Decaf Irish Cream,Decaf
01-Aug-10,58,18,Central,IA,Espresso,Caffe Mocha,Regular
01-Aug-10,58,17,West,NV,Espresso,Decaf Espresso,Decaf
01-Aug-10,62,19,West,OR,Herbal Tea,Chamomile,Decaf
01-Aug-10,63,19,Central,IA,Coffee,Amaretto,Regular
01-Aug-10,63,20,East,NH,Tea,Darjeeling,Regular
01-Aug-10,63,19,South,NM,Herbal Tea,Chamomile,Decaf
01-Aug-10,63,19,West,NV,Espresso,Caffe Mocha,Regular
01-Aug-10,65,9,Central,MO,Tea,Earl Grey,Regular
01-Aug-10,65,9,East,NH,Espresso,Regular Espresso,Regular
01-Aug-10,65,8,South,NM,Espresso,Caffe Latte,Regular
01-Aug-10,65,9,West,UT,Tea,Green Tea,Regular
01-Aug-10,69,18,Central,WI,Espresso,Decaf Espresso,Decaf
01-Aug-10,69,18,East,FL,Herbal Tea,Chamomile,Decaf
01-Aug-10,69,17,West,WA,Espresso,Caffe Latte,Regular
01-Aug-10,78,284,East,NY,Espresso,Caffe Mocha,Regular
01-Aug-10,80,28,Central,MO,Espresso,Decaf Espresso,Decaf
01-Aug-10,80,28,West,UT,Espresso,Caffe Latte,Regular
01-Aug-10,83,29,Central,MO,Espresso,Caffe Mocha,Regular
01-Aug-10,83,28,East,CT,Tea,Darjeeling,Regular
01-Aug-10,83,28,West,UT,Espresso,Decaf Espresso,Decaf
01-Aug-10,85,19,Central,OH,Coffee,Columbian,Regular
01-Aug-10,85,19,South,TX,Herbal Tea,Lemon,Decaf
01-Aug-10,85,19,West,OR,Coffee,Decaf Irish Cream,Decaf
01-Aug-10,86,1,Central,MO,Tea,Green Tea,Regular
01-Aug-10,86,1,East,NH,Herbal Tea,Lemon,Decaf
01-Aug-10,86,1,West,NV,Coffee,Columbian,Regular
01-Aug-10,87,139,West,CA,Coffee,Amaretto,Regular
01-Aug-10,89,10,Central,CO,Herbal Tea,Lemon,Decaf
01-Aug-10,89,11,Central,OH,Coffee,Decaf Irish Cream,Decaf
01-Aug-10,89,11,West,OR,Coffee,Amaretto,Regular
01-Aug-10,90,15,Central,IA,Coffee,Columbian,Regular
01-Aug-10,90,20,Central,WI,Tea,Darjeeling,Regular
01-Aug-10,90,21,South,LA,Espresso,Decaf Espresso,Decaf
01-Aug-10,90,15,South,NM,Herbal Tea,Lemon,Decaf
01-Aug-10,90,16,West,NV,Coffee,Decaf Irish Cream,Decaf
01-Aug-10,90,20,West,WA,Tea,Earl Grey,Regular
01-Aug-10,91,16,Central,CO,Tea,Earl Grey,Regular
01-Aug-10,98,16,East,CT,Espresso,Decaf Espresso,Decaf
01-Aug-10,98,15,West,UT,Coffee,Columbian,Regular
01-Aug-10,105,19,Central,MO,Tea,Darjeeling,Regular
01-Aug-10,105,7,Central,WI,Tea,Earl Grey,Regular
01-Aug-10,105,8,East,CT,Espresso,Caffe Mocha,Regular
01-Aug-10,105,6,East,MA,Espresso,Caffe Mocha,Regular
01-Aug-10,105,7,South,LA,Espresso,Caffe Latte,Regular
01-Aug-10,105,18,South,NM,Espresso,Decaf Espresso,Decaf
01-Aug-10,105,19,West,UT,Tea,Earl Grey,Regular
01-Aug-10,105,8,West,WA,Tea,Green Tea,Regular
01-Aug-10,108,20,Central,CO,Herbal Tea,Mint,Decaf
01-Aug-10,108,19,Central,OH,Coffee,Amaretto,Regular
01-Aug-10,108,19,South,TX,Herbal Tea,Chamomile,Decaf
01-Aug-10,108,19,West,OR,Espresso,Caffe Mocha,Regular
01-Aug-10,109,9,Central,CO,Tea,Darjeeling,Regular
01-Aug-10,109,8,Central,OH,Espresso,Decaf Espresso,Decaf
01-Aug-10,109,9,East,MA,Herbal Tea,Lemon,Decaf
01-Aug-10,109,9,West,OR,Espresso,Caffe Latte,Regular
01-Aug-10,110,24,Central,MO,Coffee,Decaf Irish Cream,Decaf
01-Aug-10,110,24,East,CT,Herbal Tea,Mint,Decaf
01-Aug-10,110,24,West,UT,Coffee,Amaretto,Regular
01-Aug-10,114,44,East,FL,Tea,Darjeeling,Regular
01-Aug-10,114,8,West,OR,Coffee,Columbian,Regular
01-Aug-10,118,46,South,LA,Coffee,Columbian,Regular
01-Aug-10,118,45,West,WA,Herbal Tea,Lemon,Decaf
01-Aug-10,120,39,Central,CO,Coffee,Columbian,Regular
01-Aug-10,120,39,Central,IL,Herbal Tea,Lemon,Decaf
01-Aug-10,120,39,South,TX,Coffee,Decaf Irish Cream,Decaf
01-Aug-10,120,38,West,CA,Herbal Tea,Mint,Decaf
01-Aug-10,124,304,East,NY,Herbal Tea,Mint,Decaf
01-Aug-10,126,41,Central,WI,Herbal Tea,Chamomile,Decaf
01-Aug-10,126,41,South,LA,Espresso,Caffe Mocha,Regular
01-Aug-10,126,42,West,WA,Tea,Darjeeling,Regular
01-Aug-10,131,30,Central,CO,Espresso,Decaf Espresso,Decaf
01-Aug-10,131,30,Central,IL,Tea,Earl Grey,Regular
01-Aug-10,131,30,South,TX,Espresso,Caffe Latte,Regular
01-Aug-10,131,30,West,CA,Tea,Green Tea,Regular
01-Aug-10,139,41,Central,MO,Herbal Tea,Lemon,Decaf
01-Aug-10,139,42,South,NM,Coffee,Decaf Irish Cream,Decaf
01-Aug-10,139,41,West,UT,Herbal Tea,Mint,Decaf
01-Aug-10,140,21,Central,WI,Coffee,Amaretto,Regular
01-Aug-10,140,20,East,FL,Herbal Tea,Lemon,Decaf
01-Aug-10,140,20,South,OK,Herbal Tea,Chamomile,Decaf
01-Aug-10,140,20,West,WA,Espresso,Caffe Mocha,Regular
01-Aug-10,151,2,Central,MO,Herbal Tea,Chamomile,Decaf
01-Aug-10,151,1,East,NH,Espresso,Caffe Mocha,Regular
01-Aug-10,151,48,East,NH,Coffee,Amaretto,Regular
01-Aug-10,151,2,South,NM,Espresso,Caffe Mocha,Regular
01-Aug-10,151,49,West,UT,Herbal Tea,Chamomile,Decaf
01-Aug-10,151,2,West,UT,Tea,Darjeeling,Regular
01-Aug-10,154,63,Central,WI,Herbal Tea,Lemon,Decaf
01-Aug-10,154,63,East,FL,Tea,Green Tea,Regular
01-Aug-10,154,63,South,LA,Coffee,Decaf Irish Cream,Decaf
01-Aug-10,155,53,Central,CO,Tea,Green Tea,Regular
01-Aug-10,155,53,South,OK,Coffee,Columbian,Regular
01-Aug-10,155,53,West,OR,Herbal Tea,Lemon,Decaf
01-Aug-10,160,27,Central,MO,Coffee,Columbian,Regular
01-Aug-10,160,28,East,CT,Herbal Tea,Lemon,Decaf
01-Aug-10,160,44,East,NH,Coffee,Columbian,Regular
01-Aug-10,160,28,South,LA,Herbal Tea,Lemon,Decaf
01-Aug-10,160,44,South,NM,Coffee,Columbian,Regular
01-Aug-10,160,44,West,UT,Herbal Tea,Lemon,Decaf
01-Aug-10,160,27,West,UT,Coffee,Decaf Irish Cream,Decaf
01-Aug-10,166,137,West,CA,Coffee,Decaf Irish Cream,Decaf
01-Aug-10,176,61,South,LA,Herbal Tea,Chamomile,Decaf
01-Aug-10,176,62,West,UT,Espresso,Caffe Mocha,Regular
01-Aug-10,211,76,West,WA,Coffee,Columbian,Regular
01-Aug-10,225,75,East,CT,Coffee,Columbian,Regular
01-Aug-10,225,75,West,WA,Herbal Tea,Chamomile,Decaf
01-Aug-10,226,70,Central,WI,Espresso,Caffe Mocha,Regular
01-Aug-10,226,70,East,FL,Herbal Tea,Mint,Decaf
01-Aug-10,226,71,West,WA,Espresso,Decaf Espresso,Decaf
01-Aug-10,231,73,Central,WI,Coffee,Decaf Irish Cream,Decaf
01-Aug-10,231,73,East,FL,Espresso,Decaf Espresso,Decaf
01-Aug-10,245,105,Central,CO,Espresso,Caffe Mocha,Regular
01-Aug-10,245,105,Central,IL,Tea,Darjeeling,Regular
01-Aug-10,245,105,East,NY,Tea,Green Tea,Regular
01-Aug-10,245,105,South,TX,Espresso,Decaf Espresso,Decaf
01-Aug-10,245,105,West,CA,Tea,Earl Grey,Regular
01-Aug-10,277,103,Central,OH,Tea,Earl Grey,Regular
01-Aug-10,277,102,East,FL,Coffee,Decaf Irish Cream,Decaf
01-Aug-10,277,102,South,OK,Espresso,Caffe Latte,Regular
01-Aug-10,277,102,West,OR,Tea,Green Tea,Regular
01-Aug-10,286,103,Central,OH,Tea,Darjeeling,Regular
01-Aug-10,286,104,East,FL,Coffee,Columbian,Regular
01-Aug-10,286,103,South,OK,Espresso,Decaf Espresso,Decaf
01-Aug-10,286,104,West,OR,Tea,Earl Grey,Regular
01-Aug-10,291,82,Central,CO,Herbal Tea,Chamomile,Decaf
01-Aug-10,291,81,Central,OH,Espresso,Caffe Mocha,Regular
01-Aug-10,291,82,East,MA,Espresso,Regular Espresso,Regular
01-Aug-10,291,81,West,OR,Espresso,Decaf Espresso,Decaf
01-Aug-10,301,133,Central,CO,Coffee,Amaretto,Regular
01-Aug-10,301,132,Central,IL,Herbal Tea,Chamomile,Decaf
01-Aug-10,301,133,East,NY,Tea,Earl Grey,Regular
01-Aug-10,301,133,South,TX,Espresso,Caffe Mocha,Regular
01-Aug-10,301,133,West,CA,Tea,Darjeeling,Regular
01-Aug-10,317,35,Central,WI,Coffee,Columbian,Regular
01-Aug-10,317,35,East,FL,Espresso,Caffe Mocha,Regular
01-Aug-10,317,34,South,OK,Herbal Tea,Lemon,Decaf
01-Aug-10,317,34,West,WA,Coffee,Decaf Irish Cream,Decaf
01-Aug-10,323,144,Central,CO,Coffee,Decaf Irish Cream,Decaf
01-Aug-10,323,143,Central,IL,Herbal Tea,Mint,Decaf
01-Aug-10,323,144,East,NY,Tea,Darjeeling,Regular
01-Aug-10,323,143,West,CA,Herbal Tea,Chamomile,Decaf
01-Aug-10,376,150,Central,IL,Coffee,Decaf Irish Cream,Decaf
01-Aug-10,376,151,Central,IA,Herbal Tea,Lemon,Decaf
01-Aug-10,376,150,West,NV,Herbal Tea,Mint,Decaf
01-Aug-10,412,50,West,CA,Espresso,Caffe Mocha,Regular
01-Aug-10,412,49,West,NV,Herbal Tea,Chamomile,Decaf
01-Aug-10,467,163,Central,IL,Coffee,Columbian,Regular
01-Aug-10,467,163,West,NV,Herbal Tea,Lemon,Decaf
01-Aug-10,532,167,Central,IL,Espresso,Decaf Espresso,Decaf
01-Aug-10,532,167,Central,IA,Tea,Darjeeling,Regular
01-Aug-10,532,167,West,CA,Espresso,Caffe Latte,Regular
01-Aug-10,532,167,West,NV,Tea,Earl Grey,Regular
01-Aug-10,543,179,East,NY,Espresso,Regular Espresso,Regular
01-Aug-10,632,207,Central,IA,Tea,Earl Grey,Regular
01-Aug-10,653,229,East,NY,Herbal Tea,Lemon,Decaf
01-Aug-10,664,563,East,MA,Coffee,Columbian,Regular
01-Aug-10,678,250,South,TX,Coffee,Columbian,Regular
01-Aug-10,678,249,West,CA,Herbal Tea,Lemon,Decaf
01-Aug-10,687,262,Central,IL,Espresso,Caffe Mocha,Regular
01-Aug-10,687,262,Central,IA,Herbal Tea,Chamomile,Decaf
01-Aug-10,687,262,West,CA,Espresso,Decaf Espresso,Decaf
01-Aug-10,687,262,West,NV,Tea,Darjeeling,Regular
01-Aug-10,910,368,East,NY,Coffee,Columbian,Regular
01-Aug-10,910,368,West,CA,Coffee,Columbian,Regular
01-Sep-10,19,430,West,NV,Tea,Green Tea,Regular
01-Sep-10,35,3,Central,IA,Coffee,Decaf Irish Cream,Decaf
01-Sep-10,43,32,Central,IA,Espresso,Decaf Espresso,Decaf
01-Sep-10,43,31,East,NH,Tea,Green Tea,Regular
01-Sep-10,43,32,West,NV,Espresso,Caffe Latte,Regular
01-Sep-10,48,13,Central,IA,Coffee,Amaretto,Regular
01-Sep-10,48,12,East,NH,Tea,Darjeeling,Regular
01-Sep-10,48,13,South,NM,Herbal Tea,Chamomile,Decaf
01-Sep-10,48,12,West,NV,Espresso,Caffe Mocha,Regular
01-Sep-10,50,14,Central,OH,Herbal Tea,Chamomile,Decaf
01-Sep-10,50,13,East,MA,Tea,Green Tea,Regular
01-Sep-10,50,13,South,OK,Espresso,Caffe Mocha,Regular
01-Sep-10,50,13,West,OR,Tea,Darjeeling,Regular
01-Sep-10,54,12,Central,MO,Tea,Earl Grey,Regular
01-Sep-10,54,12,East,NH,Espresso,Regular Espresso,Regular
01-Sep-10,54,12,South,NM,Espresso,Caffe Latte,Regular
01-Sep-10,54,13,West,UT,Tea,Green Tea,Regular
01-Sep-10,57,17,East,CT,Tea,Green Tea,Regular
01-Sep-10,58,18,Central,IA,Espresso,Caffe Mocha,Regular
01-Sep-10,58,17,West,NV,Espresso,Decaf Espresso,Decaf
01-Sep-10,61,17,West,OR,Herbal Tea,Chamomile,Decaf
01-Sep-10,68,197,East,NY,Espresso,Caffe Mocha,Regular
01-Sep-10,72,7,Central,IA,Coffee,Columbian,Regular
01-Sep-10,72,23,Central,OH,Herbal Tea,Lemon,Decaf
01-Sep-10,72,23,East,MA,Tea,Darjeeling,Regular
01-Sep-10,72,8,South,NM,Herbal Tea,Lemon,Decaf
01-Sep-10,72,23,South,OK,Coffee,Decaf Irish Cream,Decaf
01-Sep-10,72,7,West,NV,Coffee,Decaf Irish Cream,Decaf
01-Sep-10,76,21,Central,WI,Espresso,Decaf Espresso,Decaf
01-Sep-10,76,21,East,FL,Herbal Tea,Chamomile,Decaf
01-Sep-10,76,21,West,WA,Espresso,Caffe Latte,Regular
01-Sep-10,79,27,Central,MO,Espresso,Decaf Espresso,Decaf
01-Sep-10,79,27,West,UT,Espresso,Caffe Latte,Regular
01-Sep-10,87,32,East,FL,Tea,Darjeeling,Regular
01-Sep-10,91,13,Central,MO,Tea,Darjeeling,Regular
01-Sep-10,91,2,Central,MO,Tea,Green Tea,Regular
01-Sep-10,91,2,East,NH,Herbal Tea,Lemon,Decaf
01-Sep-10,91,13,South,NM,Espresso,Decaf Espresso,Decaf
01-Sep-10,91,12,West,UT,Tea,Earl Grey,Regular
01-Sep-10,91,2,West,NV,Coffee,Columbian,Regular
01-Sep-10,98,31,East,MA,Espresso,Caffe Mocha,Regular
01-Sep-10,102,7,Central,CO,Tea,Darjeeling,Regular
01-Sep-10,102,6,Central,OH,Espresso,Decaf Espresso,Decaf
01-Sep-10,102,6,East,MA,Herbal Tea,Lemon,Decaf
01-Sep-10,102,6,West,OR,Espresso,Caffe Latte,Regular
01-Sep-10,106,7,Central,MO,Herbal Tea,Chamomile,Decaf
01-Sep-10,106,7,East,NH,Espresso,Caffe Mocha,Regular
01-Sep-10,106,8,South,NM,Espresso,Caffe Mocha,Regular
01-Sep-10,106,7,West,UT,Tea,Darjeeling,Regular
01-Sep-10,107,29,Central,OH,Coffee,Columbian,Regular
01-Sep-10,107,28,South,TX,Herbal Tea,Lemon,Decaf
01-Sep-10,107,28,West,OR,Coffee,Decaf Irish Cream,Decaf
01-Sep-10,108,41,Central,MO,Espresso,Caffe Mocha,Regular
01-Sep-10,108,41,East,CT,Tea,Darjeeling,Regular
01-Sep-10,108,40,West,UT,Espresso,Decaf Espresso,Decaf
01-Sep-10,109,74,West,CA,Coffee,Amaretto,Regular
01-Sep-10,112,238,East,NY,Herbal Tea,Mint,Decaf
01-Sep-10,113,25,Central,CO,Tea,Earl Grey,Regular
01-Sep-10,113,31,Central,WI,Tea,Darjeeling,Regular
01-Sep-10,113,23,East,CT,Espresso,Decaf Espresso,Decaf
01-Sep-10,113,31,South,LA,Espresso,Decaf Espresso,Decaf
01-Sep-10,113,22,West,UT,Coffee,Columbian,Regular
01-Sep-10,113,31,West,WA,Tea,Earl Grey,Regular
01-Sep-10,115,44,Central,MO,Herbal Tea,Lemon,Decaf
01-Sep-10,115,44,South,NM,Coffee,Decaf Irish Cream,Decaf
01-Sep-10,115,45,West,UT,Herbal Tea,Mint,Decaf
01-Sep-10,119,46,South,LA,Coffee,Columbian,Regular
01-Sep-10,119,47,West,WA,Herbal Tea,Lemon,Decaf
01-Sep-10,120,33,East,NH,Coffee,Amaretto,Regular
01-Sep-10,120,34,West,UT,Herbal Tea,Chamomile,Decaf
01-Sep-10,125,27,Central,CO,Herbal Tea,Mint,Decaf
01-Sep-10,125,28,Central,OH,Coffee,Amaretto,Regular
01-Sep-10,125,27,South,TX,Herbal Tea,Chamomile,Decaf
01-Sep-10,125,28,West,OR,Espresso,Caffe Mocha,Regular
01-Sep-10,126,2,Central,CO,Herbal Tea,Lemon,Decaf
01-Sep-10,126,3,Central,OH,Coffee,Decaf Irish Cream,Decaf
01-Sep-10,126,50,Central,WI,Herbal Tea,Lemon,Decaf
01-Sep-10,126,49,East,FL,Tea,Green Tea,Regular
01-Sep-10,126,50,South,LA,Coffee,Decaf Irish Cream,Decaf
01-Sep-10,126,3,West,OR,Coffee,Amaretto,Regular
01-Sep-10,132,42,Central,CO,Coffee,Columbian,Regular
01-Sep-10,132,43,Central,IL,Herbal Tea,Lemon,Decaf
01-Sep-10,132,42,South,TX,Coffee,Decaf Irish Cream,Decaf
01-Sep-10,132,43,West,CA,Herbal Tea,Mint,Decaf
01-Sep-10,136,34,Central,MO,Coffee,Decaf Irish Cream,Decaf
01-Sep-10,136,33,East,CT,Herbal Tea,Mint,Decaf
01-Sep-10,136,33,West,UT,Coffee,Amaretto,Regular
01-Sep-10,137,18,West,OR,Coffee,Columbian,Regular
01-Sep-10,138,120,West,CA,Coffee,Decaf Irish Cream,Decaf
01-Sep-10,139,34,East,NH,Coffee,Columbian,Regular
01-Sep-10,139,34,South,NM,Coffee,Columbian,Regular
01-Sep-10,139,34,West,UT,Herbal Tea,Lemon,Decaf
01-Sep-10,140,47,Central,CO,Tea,Green Tea,Regular
01-Sep-10,140,47,South,OK,Coffee,Columbian,Regular
01-Sep-10,140,47,West,OR,Herbal Tea,Lemon,Decaf
01-Sep-10,149,2,Central,WI,Tea,Earl Grey,Regular
01-Sep-10,149,23,Central,WI,Coffee,Amaretto,Regular
01-Sep-10,149,2,East,CT,Espresso,Caffe Mocha,Regular
01-Sep-10,149,24,East,FL,Herbal Tea,Lemon,Decaf
01-Sep-10,149,2,South,LA,Espresso,Caffe Latte,Regular
01-Sep-10,149,24,South,OK,Herbal Tea,Chamomile,Decaf
01-Sep-10,149,2,West,WA,Tea,Green Tea,Regular
01-Sep-10,149,23,West,WA,Espresso,Caffe Mocha,Regular
01-Sep-10,150,39,Central,CO,Espresso,Decaf Espresso,Decaf
01-Sep-10,150,40,Central,IL,Tea,Earl Grey,Regular
01-Sep-10,150,25,Central,MO,Coffee,Columbian,Regular
01-Sep-10,150,24,East,CT,Herbal Tea,Lemon,Decaf
01-Sep-10,150,25,South,LA,Herbal Tea,Lemon,Decaf
01-Sep-10,150,39,South,TX,Espresso,Caffe Latte,Regular
01-Sep-10,150,24,West,UT,Coffee,Decaf Irish Cream,Decaf
01-Sep-10,150,39,West,CA,Tea,Green Tea,Regular
01-Sep-10,151,53,Central,WI,Herbal Tea,Chamomile,Decaf
01-Sep-10,151,53,South,LA,Espresso,Caffe Mocha,Regular
01-Sep-10,151,54,West,WA,Tea,Darjeeling,Regular
01-Sep-10,159,55,South,LA,Herbal Tea,Chamomile,Decaf
01-Sep-10,159,56,West,UT,Espresso,Caffe Mocha,Regular
01-Sep-10,167,56,West,WA,Coffee,Columbian,Regular
01-Sep-10,182,53,Central,WI,Espresso,Caffe Mocha,Regular
01-Sep-10,182,53,East,FL,Herbal Tea,Mint,Decaf
01-Sep-10,182,53,West,WA,Espresso,Decaf Espresso,Decaf
01-Sep-10,199,84,Central,CO,Espresso,Caffe Mocha,Regular
01-Sep-10,199,84,Central,IL,Tea,Darjeeling,Regular
01-Sep-10,199,58,Central,WI,Coffee,Decaf Irish Cream,Decaf
01-Sep-10,199,58,East,FL,Espresso,Decaf Espresso,Decaf
