signal_id,id_measurement,phase,target
1663,554,1,0
1664,554,2,0
1665,555,0,0
1666,555,1,0
1667,555,2,0
1668,556,0,0
1669,556,1,0
1670,556,2,0
1671,557,0,0
1672,557,1,0
1673,557,2,0
1674,558,0,0
1675,558,1,0
1676,558,2,0
1677,559,0,0
1678,559,1,0
1679,559,2,0
1680,560,0,0
1681,560,1,0
1682,560,2,0
1683,561,0,0
1684,561,1,0
1685,561,2,0
1686,562,0,0
1687,562,1,0
1688,562,2,0
1689,563,0,0
1690,563,1,0
1691,563,2,0
1692,564,0,0
1693,564,1,0
1694,564,2,0
1695,565,0,0
1696,565,1,0
1697,565,2,0
1698,566,0,0
1699,566,1,0
1700,566,2,0
1701,567,0,0
1702,567,1,0
1703,567,2,0
1704,568,0,0
1705,568,1,0
1706,568,2,0
1707,569,0,0
1708,569,1,0
1709,569,2,0
1710,570,0,0
1711,570,1,0
1712,570,2,0
1713,571,0,0
1714,571,1,0
1715,571,2,0
1716,572,0,0
1717,572,1,0
1718,572,2,0
1719,573,0,0
1720,573,1,0
1721,573,2,0
1722,574,0,0
1723,574,1,0
1724,574,2,0
1725,575,0,0
1726,575,1,0
1727,575,2,0
1728,576,0,0
1729,576,1,0
1730,576,2,0
1731,577,0,0
1732,577,1,0
1733,577,2,0
1734,578,0,0
1735,578,1,0
1736,578,2,0
1737,579,0,1
1738,579,1,1
1739,579,2,1
1740,580,0,0
1741,580,1,0
1742,580,2,0
1743,581,0,0
1744,581,1,0
1745,581,2,0
1746,582,0,0
1747,582,1,0
1748,582,2,0
1749,583,0,0
1750,583,1,0
1751,583,2,0
1752,584,0,0
1753,584,1,0
1754,584,2,0
1755,585,0,0
1756,585,1,0
1757,585,2,0
1758,586,0,0
1759,586,1,0
1760,586,2,0
1761,587,0,0
1762,587,1,0
1763,587,2,0
1764,588,0,0
1765,588,1,0
1766,588,2,0
1767,589,0,0
1768,589,1,0
1769,589,2,0
1770,590,0,0
1771,590,1,0
1772,590,2,0
1773,591,0,0
1774,591,1,0
1775,591,2,0
1776,592,0,0
1777,592,1,0
1778,592,2,0
1779,593,0,0
1780,593,1,0
1781,593,2,0
1782,594,0,0
1783,594,1,0
1784,594,2,0
1785,595,0,0
1786,595,1,0
1787,595,2,0
1788,596,0,0
1789,596,1,0
1790,596,2,0
1791,597,0,0
1792,597,1,0
1793,597,2,0
1794,598,0,0
1795,598,1,0
1796,598,2,0
1797,599,0,0
1798,599,1,0
1799,599,2,0
1800,600,0,0
1801,600,1,0
1802,600,2,0
1803,601,0,1
1804,601,1,0
1805,601,2,1
1806,602,0,0
1807,602,1,0
1808,602,2,0
1809,603,0,0
1810,603,1,0
1811,603,2,0
1812,604,0,0
1813,604,1,0
1814,604,2,0
1815,605,0,0
1816,605,1,0
1817,605,2,0
1818,606,0,0
1819,606,1,0
1820,606,2,0
1821,607,0,0
1822,607,1,0
1823,607,2,0
1824,608,0,1
1825,608,1,0
1826,608,2,1
1827,609,0,0
1828,609,1,0
1829,609,2,0
1830,610,0,0
1831,610,1,0
1832,610,2,0
1833,611,0,0
1834,611,1,0
1835,611,2,0
1836,612,0,0
1837,612,1,0
1838,612,2,0
1839,613,0,0
1840,613,1,0
1841,613,2,0
1842,614,0,0
1843,614,1,0
1844,614,2,0
1845,615,0,0
1846,615,1,0
1847,615,2,0
1848,616,0,0
1849,616,1,0
1850,616,2,0
1851,617,0,0
1852,617,1,0
1853,617,2,0
1854,618,0,0
1855,618,1,0
1856,618,2,0
1857,619,0,0
1858,619,1,0
1859,619,2,0
1860,620,0,1
1861,620,1,0
1862,620,2,1
1863,621,0,0
1864,621,1,0
1865,621,2,0
1866,622,0,0
1867,622,1,0
1868,622,2,0
1869,623,0,0
1870,623,1,0
1871,623,2,0
1872,624,0,0
1873,624,1,0
1874,624,2,0
1875,625,0,0
1876,625,1,0
1877,625,2,0
1878,626,0,0
1879,626,1,0
1880,626,2,0
1881,627,0,0
1882,627,1,0
1883,627,2,0
1884,628,0,1
1885,628,1,1
1886,628,2,1
1887,629,0,0
1888,629,1,0
1889,629,2,0
1890,630,0,0
1891,630,1,0
1892,630,2,0
1893,631,0,0
1894,631,1,0
1895,631,2,0
1896,632,0,0
1897,632,1,0
1898,632,2,0
1899,633,0,1
1900,633,1,1
1901,633,2,1
1902,634,0,0
1903,634,1,0
1904,634,2,0
1905,635,0,0
1906,635,1,0
1907,635,2,0
1908,636,0,0
1909,636,1,0
1910,636,2,0
1911,637,0,0
1912,637,1,0
1913,637,2,0
1914,638,0,0
1915,638,1,0
1916,638,2,0
1917,639,0,0
1918,639,1,0
1919,639,2,0
1920,640,0,0
1921,640,1,0
1922,640,2,0
1923,641,0,0
1924,641,1,0
1925,641,2,0
1926,642,0,0
1927,642,1,0
1928,642,2,0
1929,643,0,0
1930,643,1,0
1931,643,2,0
1932,644,0,0
1933,644,1,0
1934,644,2,0
1935,645,0,0
1936,645,1,0
1937,645,2,0
1938,646,0,0
1939,646,1,0
1940,646,2,0
1941,647,0,0
1942,647,1,0
1943,647,2,0
1944,648,0,0
1945,648,1,0
1946,648,2,0
1947,649,0,0
1948,649,1,0
1949,649,2,0
1950,650,0,0
1951,650,1,0
1952,650,2,0
1953,651,0,0
1954,651,1,0
1955,651,2,0
1956,652,0,0
1957,652,1,0
1958,652,2,0
1959,653,0,0
1960,653,1,0
1961,653,2,0
1962,654,0,0
1963,654,1,0
1964,654,2,0
1965,655,0,0
1966,655,1,0
1967,655,2,0
1968,656,0,0
1969,656,1,0
1970,656,2,0
1971,657,0,0
1972,657,1,0
1973,657,2,0
1974,658,0,0
1975,658,1,0
1976,658,2,0
1977,659,0,0
1978,659,1,0
1979,659,2,0
1980,660,0,0
1981,660,1,0
1982,660,2,0
1983,661,0,0
1984,661,1,0
1985,661,2,0
1986,662,0,0
1987,662,1,0
1988,662,2,0
1989,663,0,0
1990,663,1,0
1991,663,2,0
1992,664,0,1
1993,664,1,1
1994,664,2,1
1995,665,0,0
1996,665,1,0
1997,665,2,0
1998,666,0,0
1999,666,1,0
2000,666,2,0
2001,667,0,0
2002,667,1,0
2003,667,2,0
2004,668,0,0
2005,668,1,0
2006,668,2,0
2007,669,0,0
2008,669,1,0
2009,669,2,0
2010,670,0,0
2011,670,1,0
2012,670,2,0
2013,671,0,0
2014,671,1,0
2015,671,2,0
2016,672,0,0
2017,672,1,0
2018,672,2,0
2019,673,0,0
2020,673,1,0
2021,673,2,0
2022,674,0,0
2023,674,1,0
2024,674,2,0
2025,675,0,0
2026,675,1,0
2027,675,2,0
2028,676,0,0
2029,676,1,0
2030,676,2,0
2031,677,0,0
2032,677,1,0
2033,677,2,0
2034,678,0,0
2035,678,1,0
2036,678,2,0
2037,679,0,0
2038,679,1,0
2039,679,2,0
2040,680,0,0
2041,680,1,0
2042,680,2,0
2043,681,0,0
2044,681,1,0
2045,681,2,0
2046,682,0,0
2047,682,1,0
2048,682,2,0
2049,683,0,0
2050,683,1,0
2051,683,2,0
2052,684,0,0
2053,684,1,0
2054,684,2,0
2055,685,0,0
2056,685,1,0
2057,685,2,0
2058,686,0,0
2059,686,1,0
2060,686,2,0
2061,687,0,0
2062,687,1,0
2063,687,2,0
2064,688,0,0
2065,688,1,0
2066,688,2,0
2067,689,0,0
2068,689,1,0
2069,689,2,0
2070,690,0,0
2071,690,1,0
2072,690,2,0
2073,691,0,0
2074,691,1,0
2075,691,2,0
2076,692,0,0
2077,692,1,0
2078,692,2,0
2079,693,0,0
2080,693,1,0
2081,693,2,0
2082,694,0,0
2083,694,1,0
2084,694,2,0
2085,695,0,1
2086,695,1,1
2087,695,2,1
2088,696,0,0
2089,696,1,0
2090,696,2,0
2091,697,0,0
2092,697,1,0
2093,697,2,0
2094,698,0,0
2095,698,1,0
2096,698,2,0
2097,699,0,1
2098,699,1,1
2099,699,2,1
2100,700,0,0
2101,700,1,0
2102,700,2,0
2103,701,0,0
2104,701,1,0
2105,701,2,0
2106,702,0,0
2107,702,1,0
2108,702,2,0
2109,703,0,0
2110,703,1,0
2111,703,2,0
2112,704,0,0
2113,704,1,0
2114,704,2,0
2115,705,0,1
2116,705,1,1
2117,705,2,1
2118,706,0,1
2119,706,1,1
2120,706,2,0
2121,707,0,0
2122,707,1,0
2123,707,2,0
2124,708,0,0
2125,708,1,0
2126,708,2,0
2127,709,0,0
2128,709,1,0
2129,709,2,0
2130,710,0,0
2131,710,1,0
2132,710,2,0
2133,711,0,0
2134,711,1,0
2135,711,2,0
2136,712,0,0
2137,712,1,0
2138,712,2,0
2139,713,0,1
2140,713,1,1
2141,713,2,1
2142,714,0,0
2143,714,1,0
2144,714,2,0
2145,715,0,0
2146,715,1,0
2147,715,2,0
2148,716,0,0
2149,716,1,0
2150,716,2,0
2151,717,0,0
2152,717,1,0
2153,717,2,0
2154,718,0,0
2155,718,1,0
2156,718,2,0
2157,719,0,0
2158,719,1,0
2159,719,2,0
2160,720,0,1
2161,720,1,1
2162,720,2,1
2163,721,0,0
2164,721,1,0
2165,721,2,0
2166,722,0,0
2167,722,1,0
2168,722,2,0
2169,723,0,1
2170,723,1,1
2171,723,2,1
2172,724,0,0
2173,724,1,0
2174,724,2,0
2175,725,0,0
2176,725,1,0
2177,725,2,0
2178,726,0,0
2179,726,1,0
2180,726,2,0
2181,727,0,0
2182,727,1,0
2183,727,2,0
2184,728,0,0
2185,728,1,0
2186,728,2,0
2187,729,0,0
2188,729,1,0
2189,729,2,0
2190,730,0,0
2191,730,1,0
2192,730,2,0
2193,731,0,1
2194,731,1,1
2195,731,2,1
2196,732,0,0
2197,732,1,0
2198,732,2,0
2199,733,0,0
2200,733,1,0
2201,733,2,0
2202,734,0,0
2203,734,1,0
2204,734,2,0
2205,735,0,0
2206,735,1,0
2207,735,2,0
2208,736,0,0
2209,736,1,0
2210,736,2,0
2211,737,0,0
2212,737,1,0
2213,737,2,0
2214,738,0,0
2215,738,1,0
2216,738,2,0
2217,739,0,0
2218,739,1,0
2219,739,2,0
2220,740,0,0
2221,740,1,0
2222,740,2,0
2223,741,0,0
2224,741,1,0
2225,741,2,0
2226,742,0,0
2227,742,1,0
2228,742,2,0
2229,743,0,0
2230,743,1,0
2231,743,2,0
2232,744,0,0
2233,744,1,0
2234,744,2,0
2235,745,0,0
2236,745,1,0
2237,745,2,0
2238,746,0,0
2239,746,1,0
2240,746,2,0
2241,747,0,0
2242,747,1,0
2243,747,2,0
2244,748,0,0
2245,748,1,0
2246,748,2,0
2247,749,0,0
2248,749,1,0
2249,749,2,0
2250,750,0,0
2251,750,1,0
2252,750,2,0
2253,751,0,0
2254,751,1,0
2255,751,2,0
2256,752,0,0
2257,752,1,0
2258,752,2,0
2259,753,0,0
2260,753,1,0
2261,753,2,0
2262,754,0,0
2263,754,1,0
2264,754,2,0
2265,755,0,0
2266,755,1,0
2267,755,2,0
2268,756,0,0
2269,756,1,0
2270,756,2,0
2271,757,0,0
2272,757,1,0
2273,757,2,0
2274,758,0,0
2275,758,1,0
2276,758,2,0
2277,759,0,1
2278,759,1,1
2279,759,2,1
2280,760,0,0
2281,760,1,0
2282,760,2,0
2283,761,0,0
2284,761,1,0
2285,761,2,0
2286,762,0,0
2287,762,1,0
2288,762,2,0
2289,763,0,0
2290,763,1,0
2291,763,2,0
2292,764,0,0
2293,764,1,0
2294,764,2,0
2295,765,0,0
2296,765,1,0
2297,765,2,0
2298,766,0,0
2299,766,1,0
2300,766,2,0
2301,767,0,0
2302,767,1,0
2303,767,2,0
2304,768,0,0
2305,768,1,0
2306,768,2,0
2307,769,0,1
2308,769,1,1
2309,769,2,1
2310,770,0,0
2311,770,1,0
2312,770,2,0
2313,771,0,0
2314,771,1,0
2315,771,2,0
2316,772,0,0
2317,772,1,0
2318,772,2,0
2319,773,0,0
2320,773,1,0
2321,773,2,0
2322,774,0,1
2323,774,1,1
2324,774,2,1
2325,775,0,0
2326,775,1,0
2327,775,2,0
2328,776,0,0
2329,776,1,0
2330,776,2,0
2331,777,0,0
2332,777,1,0
2333,777,2,0
2334,778,0,0
2335,778,1,0
2336,778,2,0
2337,779,0,0
2338,779,1,0
2339,779,2,0
2340,780,0,0
2341,780,1,0
2342,780,2,0
2343,781,0,1
2344,781,1,1
2345,781,2,1
2346,782,0,0
2347,782,1,0
2348,782,2,0
2349,783,0,0
2350,783,1,0
2351,783,2,0
2352,784,0,1
2353,784,1,1
2354,784,2,1
2355,785,0,0
2356,785,1,0
2357,785,2,0
2358,786,0,0
2359,786,1,0
2360,786,2,0
2361,787,0,0
2362,787,1,0
2363,787,2,0
2364,788,0,0
2365,788,1,0
2366,788,2,0
2367,789,0,0
2368,789,1,0
2369,789,2,0
2370,790,0,0
2371,790,1,0
2372,790,2,0
2373,791,0,0
2374,791,1,0
2375,791,2,0
2376,792,0,0
2377,792,1,0
2378,792,2,0
2379,793,0,0
2380,793,1,0
2381,793,2,0
2382,794,0,0
2383,794,1,0
2384,794,2,0
2385,795,0,0
2386,795,1,0
2387,795,2,0
2388,796,0,0
2389,796,1,0
2390,796,2,0
2391,797,0,0
2392,797,1,0
2393,797,2,0
2394,798,0,0
2395,798,1,0
2396,798,2,0
2397,799,0,0
2398,799,1,0
2399,799,2,0
2400,800,0,0
2401,800,1,0
2402,800,2,0
2403,801,0,0
2404,801,1,0
2405,801,2,0
2406,802,0,0
2407,802,1,0
2408,802,2,0
2409,803,0,0
2410,803,1,0
2411,803,2,0
2412,804,0,0
2413,804,1,0
2414,804,2,0
2415,805,0,0
2416,805,1,0
2417,805,2,0
2418,806,0,1
2419,806,1,1
2420,806,2,1
2421,807,0,0
2422,807,1,0
2423,807,2,0
2424,808,0,0
2425,808,1,0
2426,808,2,0
2427,809,0,0
2428,809,1,0
2429,809,2,0
2430,810,0,0
2431,810,1,0
2432,810,2,0
2433,811,0,0
2434,811,1,0
2435,811,2,0
2436,812,0,0
2437,812,1,0
2438,812,2,0
2439,813,0,0
2440,813,1,0
2441,813,2,0
2442,814,0,0
2443,814,1,0
2444,814,2,0
2445,815,0,0
2446,815,1,0
2447,815,2,0
2448,816,0,0
2449,816,1,0
2450,816,2,0
2451,817,0,0
2452,817,1,0
2453,817,2,0
2454,818,0,0
2455,818,1,0
2456,818,2,0
2457,819,0,0
2458,819,1,0
2459,819,2,0
2460,820,0,0
2461,820,1,0
2462,820,2,0
2463,821,0,0
2464,821,1,0
2465,821,2,0
2466,822,0,0
2467,822,1,0
2468,822,2,0
2469,823,0,0
2470,823,1,0
2471,823,2,0
2472,824,0,0
2473,824,1,0
2474,824,2,0
2475,825,0,0
2476,825,1,0
2477,825,2,0
2478,826,0,0
2479,826,1,0
2480,826,2,0
2481,827,0,0
2482,827,1,0
2483,827,2,0
2484,828,0,0
2485,828,1,0
2486,828,2,0
2487,829,0,0
2488,829,1,0
2489,829,2,0
2490,830,0,0
2491,830,1,0
2492,830,2,0
2493,831,0,0
2494,831,1,0
2495,831,2,0
2496,832,0,0
2497,832,1,0
2498,832,2,0
2499,833,0,0
2500,833,1,0
2501,833,2,0
2502,834,0,0
2503,834,1,0
2504,834,2,0
2505,835,0,0
2506,835,1,0
2507,835,2,0
2508,836,0,0
2509,836,1,0
2510,836,2,0
2511,837,0,0
2512,837,1,0
2513,837,2,0
2514,838,0,1
2515,838,1,1
2516,838,2,1
2517,839,0,0
2518,839,1,0
2519,839,2,0
2520,840,0,0
2521,840,1,0
2522,840,2,0
2523,841,0,0
2524,841,1,0
2525,841,2,0
2526,842,0,0
2527,842,1,0
2528,842,2,0
2529,843,0,0
2530,843,1,0
2531,843,2,0
2532,844,0,0
2533,844,1,0
2534,844,2,0
2535,845,0,0
2536,845,1,0
2537,845,2,0
2538,846,0,0
2539,846,1,0
2540,846,2,0
2541,847,0,0
2542,847,1,0
2543,847,2,0
2544,848,0,0
2545,848,1,0
2546,848,2,0
2547,849,0,0
2548,849,1,0
2549,849,2,0
2550,850,0,0
2551,850,1,0
2552,850,2,0
2553,851,0,0
2554,851,1,0
2555,851,2,0
2556,852,0,0
2557,852,1,0
2558,852,2,0
2559,853,0,0
2560,853,1,0
2561,853,2,0
2562,854,0,0
2563,854,1,0
2564,854,2,0
2565,855,0,0
2566,855,1,0
2567,855,2,0
2568,856,0,0
2569,856,1,0
2570,856,2,0
2571,857,0,0
2572,857,1,0
2573,857,2,0
2574,858,0,0
2575,858,1,0
2576,858,2,0
2577,859,0,0
2578,859,1,0
2579,859,2,0
2580,860,0,0
2581,860,1,0
2582,860,2,0
2583,861,0,0
2584,861,1,0
2585,861,2,0
2586,862,0,0
2587,862,1,0
2588,862,2,0
2589,863,0,0
2590,863,1,0
2591,863,2,0
2592,864,0,0
2593,864,1,0
2594,864,2,0
2595,865,0,0
2596,865,1,0
2597,865,2,0
2598,866,0,0
2599,866,1,0
2600,866,2,0
2601,867,0,0
2602,867,1,0
2603,867,2,0
2604,868,0,0
2605,868,1,0
2606,868,2,0
2607,869,0,0
2608,869,1,0
2609,869,2,0
2610,870,0,0
2611,870,1,0
2612,870,2,0
2613,871,0,0
2614,871,1,0
2615,871,2,0
2616,872,0,0
2617,872,1,0
2618,872,2,0
2619,873,0,0
2620,873,1,0
2621,873,2,0
2622,874,0,0
2623,874,1,0
2624,874,2,0
2625,875,0,0
2626,875,1,0
2627,875,2,0
2628,876,0,1
2629,876,1,1
2630,876,2,1
2631,877,0,0
2632,877,1,0
2633,877,2,0
2634,878,0,0
2635,878,1,0
2636,878,2,0
2637,879,0,0
2638,879,1,0
2639,879,2,0
2640,880,0,1
2641,880,1,1
2642,880,2,1
2643,881,0,0
2644,881,1,0
2645,881,2,0
2646,882,0,0
2647,882,1,0
2648,882,2,0
2649,883,0,0
2650,883,1,0
2651,883,2,0
2652,884,0,0
2653,884,1,0
2654,884,2,0
2655,885,0,0
2656,885,1,0
2657,885,2,0
2658,886,0,0
2659,886,1,0
2660,886,2,0
2661,887,0,0
2662,887,1,0
2663,887,2,0
2664,888,0,0
2665,888,1,0
2666,888,2,0
2667,889,0,0
2668,889,1,0
2669,889,2,0
2670,890,0,0
2671,890,1,0
2672,890,2,0
2673,891,0,0
2674,891,1,0
2675,891,2,0
2676,892,0,0
2677,892,1,0
2678,892,2,0
2679,893,0,0
2680,893,1,0
2681,893,2,0
2682,894,0,1
2683,894,1,0
2684,894,2,0
2685,895,0,0
2686,895,1,0
2687,895,2,0
2688,896,0,0
2689,896,1,0
2690,896,2,0
2691,897,0,0
2692,897,1,0
2693,897,2,0
2694,898,0,0
2695,898,1,0
2696,898,2,0
2697,899,0,0
2698,899,1,0
2699,899,2,0
2700,900,0,0
2701,900,1,0
2702,900,2,0
2703,901,0,0
2704,901,1,0
2705,901,2,0
2706,902,0,0
2707,902,1,0
2708,902,2,0
2709,903,0,0
2710,903,1,0
2711,903,2,0
2712,904,0,0
2713,904,1,0
2714,904,2,0
2715,905,0,0
2716,905,1,0
2717,905,2,0
2718,906,0,0
2719,906,1,0
2720,906,2,0
2721,907,0,0
2722,907,1,0
2723,907,2,0
2724,908,0,0
2725,908,1,0
2726,908,2,0
2727,909,0,0
2728,909,1,0
2729,909,2,0
2730,910,0,0
2731,910,1,0
2732,910,2,0
2733,911,0,0
2734,911,1,0
2735,911,2,0
2736,912,0,0
2737,912,1,0
2738,912,2,0
2739,913,0,0
2740,913,1,0
2741,913,2,0
2742,914,0,0
2743,914,1,0
2744,914,2,0
2745,915,0,0
2746,915,1,0
2747,915,2,0
2748,916,0,0
2749,916,1,0
2750,916,2,0
2751,917,0,0
2752,917,1,0
2753,917,2,0
2754,918,0,0
2755,918,1,0
2756,918,2,0
2757,919,0,0
2758,919,1,0
2759,919,2,0
2760,920,0,0
2761,920,1,0
2762,920,2,0
2763,921,0,0
2764,921,1,0
2765,921,2,0
2766,922,0,0
2767,922,1,0
2768,922,2,0
2769,923,0,0
2770,923,1,0
2771,923,2,0
2772,924,0,0
2773,924,1,0
2774,924,2,0
2775,925,0,0
2776,925,1,0
2777,925,2,0
2778,926,0,0
2779,926,1,0
2780,926,2,0
2781,927,0,0
2782,927,1,0
2783,927,2,0
2784,928,0,0
2785,928,1,0
2786,928,2,0
2787,929,0,0
2788,929,1,0
2789,929,2,0
2790,930,0,0
2791,930,1,0
2792,930,2,0
2793,931,0,0
2794,931,1,0
2795,931,2,0
2796,932,0,0
2797,932,1,0
2798,932,2,0
2799,933,0,0
2800,933,1,0
2801,933,2,0
2802,934,0,0
2803,934,1,0
2804,934,2,0
2805,935,0,0
2806,935,1,0
2807,935,2,0
2808,936,0,0
2809,936,1,0
2810,936,2,0
2811,937,0,0
2812,937,1,0
2813,937,2,0
2814,938,0,0
2815,938,1,0
2816,938,2,0
2817,939,0,0
2818,939,1,0
2819,939,2,0
2820,940,0,0
2821,940,1,0
2822,940,2,0
2823,941,0,0
2824,941,1,0
2825,941,2,0
2826,942,0,0
2827,942,1,0
2828,942,2,0
2829,943,0,0
2830,943,1,0
2831,943,2,0
2832,944,0,0
2833,944,1,1
2834,944,2,1
2835,945,0,0
2836,945,1,0
2837,945,2,0
2838,946,0,0
2839,946,1,0
2840,946,2,0
2841,947,0,0
2842,947,1,0
2843,947,2,0
2844,948,0,0
2845,948,1,0
2846,948,2,0
2847,949,0,0
2848,949,1,0
2849,949,2,0
2850,950,0,0
2851,950,1,0
2852,950,2,0
2853,951,0,0
2854,951,1,0
2855,951,2,0
2856,952,0,0
2857,952,1,0
2858,952,2,0
2859,953,0,0
2860,953,1,0
2861,953,2,0
2862,954,0,0
2863,954,1,0
2864,954,2,0
2865,955,0,0
2866,955,1,0
2867,955,2,0
2868,956,0,0
2869,956,1,0
2870,956,2,0
2871,957,0,0
2872,957,1,0
2873,957,2,0
2874,958,0,0
2875,958,1,0
2876,958,2,0
2877,959,0,0
2878,959,1,0
2879,959,2,0
2880,960,0,0
2881,960,1,0
2882,960,2,0
2883,961,0,0
2884,961,1,0
2885,961,2,0
2886,962,0,0
2887,962,1,0
2888,962,2,0
2889,963,0,0
2890,963,1,0
2891,963,2,0
2892,964,0,0
2893,964,1,0
2894,964,2,0
2895,965,0,0
2896,965,1,0
2897,965,2,0
2898,966,0,0
2899,966,1,0
2900,966,2,0
2901,967,0,0
2902,967,1,0
2903,967,2,0
2904,968,0,1
2905,968,1,1
2906,968,2,1
2907,969,0,0
2908,969,1,0
2909,969,2,0
2910,970,0,0
2911,970,1,0
2912,970,2,0
2913,971,0,0
2914,971,1,0
2915,971,2,0
2916,972,0,0
2917,972,1,0
2918,972,2,0
2919,973,0,0
2920,973,1,0
2921,973,2,0
2922,974,0,0
2923,974,1,0
2924,974,2,0
2925,975,0,0
2926,975,1,0
2927,975,2,0
2928,976,0,0
2929,976,1,0
2930,976,2,0
2931,977,0,0
2932,977,1,0
2933,977,2,0
2934,978,0,0
2935,978,1,0
2936,978,2,0
2937,979,0,0
2938,979,1,0
2939,979,2,0
2940,980,0,0
2941,980,1,0
2942,980,2,0
2943,981,0,0
2944,981,1,0
2945,981,2,0
2946,982,0,0
2947,982,1,0
2948,982,2,0
2949,983,0,0
2950,983,1,0
2951,983,2,0
2952,984,0,1
2953,984,1,1
2954,984,2,1
2955,985,0,0
2956,985,1,0
2957,985,2,0
2958,986,0,0
2959,986,1,0
2960,986,2,0
2961,987,0,0
2962,987,1,0
2963,987,2,0
2964,988,0,0
2965,988,1,1
2966,988,2,1
2967,989,0,0
2968,989,1,0
2969,989,2,0
2970,990,0,0
2971,990,1,0
2972,990,2,0
2973,991,0,0
2974,991,1,0
2975,991,2,0
2976,992,0,0
2977,992,1,0
2978,992,2,0
2979,993,0,0
2980,993,1,0
2981,993,2,0
2982,994,0,0
2983,994,1,0
2984,994,2,0
2985,995,0,1
2986,995,1,1
2987,995,2,1
2988,996,0,0
2989,996,1,0
2990,996,2,0
2991,997,0,0
2992,997,1,0
2993,997,2,0
2994,998,0,0
2995,998,1,0
2996,998,2,0
2997,999,0,0
2998,999,1,0
2999,999,2,0
3000,1000,0,0
3001,1000,1,0
3002,1000,2,0
3003,1001,0,0
3004,1001,1,0
3005,1001,2,0
3006,1002,0,0
3007,1002,1,0
3008,1002,2,0
3009,1003,0,0
3010,1003,1,0
3011,1003,2,0
3012,1004,0,0
3013,1004,1,0
3014,1004,2,0
3015,1005,0,0
3016,1005,1,0
3017,1005,2,0
3018,1006,0,0
3019,1006,1,0
3020,1006,2,0
3021,1007,0,0
3022,1007,1,0
3023,1007,2,0
3024,1008,0,0
3025,1008,1,0
3026,1008,2,0
3027,1009,0,0
3028,1009,1,0
3029,1009,2,0
3030,1010,0,1
3031,1010,1,1
3032,1010,2,1
3033,1011,0,0
3034,1011,1,0
3035,1011,2,0
3036,1012,0,0
3037,1012,1,0
3038,1012,2,0
3039,1013,0,0
3040,1013,1,0
3041,1013,2,0
3042,1014,0,0
3043,1014,1,0
3044,1014,2,0
3045,1015,0,0
3046,1015,1,0
3047,1015,2,0
3048,1016,0,0
3049,1016,1,0
3050,1016,2,0
3051,1017,0,0
3052,1017,1,0
3053,1017,2,0
3054,1018,0,0
3055,1018,1,0
3056,1018,2,0
3057,1019,0,0
3058,1019,1,0
3059,1019,2,0
3060,1020,0,0
3061,1020,1,0
3062,1020,2,0
3063,1021,0,0
3064,1021,1,0
3065,1021,2,0
3066,1022,0,0
3067,1022,1,0
3068,1022,2,0
3069,1023,0,0
3070,1023,1,0
3071,1023,2,0
3072,1024,0,0
3073,1024,1,0
3074,1024,2,0
3075,1025,0,0
3076,1025,1,0
3077,1025,2,0
3078,1026,0,0
3079,1026,1,0
3080,1026,2,0
3081,1027,0,0
3082,1027,1,0
3083,1027,2,0
3084,1028,0,0
3085,1028,1,0
3086,1028,2,0
3087,1029,0,0
3088,1029,1,0
3089,1029,2,0
3090,1030,0,0
3091,1030,1,0
3092,1030,2,0
3093,1031,0,0
3094,1031,1,0
3095,1031,2,0
3096,1032,0,0
3097,1032,1,0
3098,1032,2,0
3099,1033,0,0
3100,1033,1,0
3101,1033,2,0
3102,1034,0,0
3103,1034,1,0
3104,1034,2,0
3105,1035,0,0
3106,1035,1,0
3107,1035,2,0
3108,1036,0,0
3109,1036,1,0
3110,1036,2,0
3111,1037,0,0
3112,1037,1,0
3113,1037,2,0
3114,1038,0,0
3115,1038,1,0
3116,1038,2,0
3117,1039,0,0
3118,1039,1,0
3119,1039,2,0
3120,1040,0,0
3121,1040,1,0
3122,1040,2,0
3123,1041,0,0
3124,1041,1,0
3125,1041,2,0
3126,1042,0,0
3127,1042,1,0
3128,1042,2,0
3129,1043,0,0
3130,1043,1,0
3131,1043,2,0
3132,1044,0,0
3133,1044,1,0
3134,1044,2,0
3135,1045,0,0
3136,1045,1,0
3137,1045,2,0
3138,1046,0,0
3139,1046,1,0
3140,1046,2,0
3141,1047,0,0
3142,1047,1,0
3143,1047,2,0
3144,1048,0,0
3145,1048,1,0
3146,1048,2,0
3147,1049,0,0
3148,1049,1,0
3149,1049,2,0
3150,1050,0,0
3151,1050,1,0
3152,1050,2,0
3153,1051,0,0
3154,1051,1,0
3155,1051,2,0
3156,1052,0,0
3157,1052,1,0
3158,1052,2,0
3159,1053,0,0
3160,1053,1,0
3161,1053,2,0
3162,1054,0,0
3163,1054,1,0
3164,1054,2,0
3165,1055,0,0
3166,1055,1,0
3167,1055,2,0
3168,1056,0,0
3169,1056,1,0
3170,1056,2,0
3171,1057,0,0
3172,1057,1,0
3173,1057,2,0
3174,1058,0,0
3175,1058,1,0
3176,1058,2,0
3177,1059,0,0
3178,1059,1,0
3179,1059,2,0
3180,1060,0,0
3181,1060,1,0
3182,1060,2,0
3183,1061,0,0
3184,1061,1,0
3185,1061,2,0
3186,1062,0,0
3187,1062,1,0
3188,1062,2,0
3189,1063,0,0
3190,1063,1,0
3191,1063,2,0
3192,1064,0,0
3193,1064,1,0
3194,1064,2,0
