Brand ,Model,Submodel,Tyre Brand,Serial No.,Type,Load Index,Size,Selling Price,Original Price,Rating
Maruti,Vitara Brezza,Diesel Ldi+,Yokohama,Earth-1 E400,Tubeless,95,215/60 R 16,"8,788","8,788",
Maruti,Vitara Brezza,Diesel Ldi+,Yokohama,BluEarth-GT AE51,Tubeless,99,215/60 R 16,"9,116","9,116",
Maruti,Vitara Brezza,Diesel Ldi+,Yokohama,BluEarth RV2,Tubeless,95,215/60 R 16,"9,141","9,141",
Maruti,Vitara Brezza,Diesel Ldi+,Yokohama,A348,Tubeless,95,215/60 R 16,"9,209","9,209",
Maruti,Vitara Brezza,Diesel Ldi+,Yokohama,BluEarth AE50,Tubeless,99,215/60 R 16,"12,495","12,495",
Maruti,Vitara Brezza,Diesel Vdi+,Yokohama,Earth-1 E400,Tubeless,95,215/60 R 16,"8,788","8,788",
Maruti,Vitara Brezza,Diesel Vdi+,Yokohama,BluEarth-GT AE51,Tubeless,99,215/60 R 16,"9,116","9,116",
Maruti,Vitara Brezza,Diesel Vdi+,Yokohama,BluEarth RV2,Tubeless,95,215/60 R 16,"9,141","9,141",
Maruti,Vitara Brezza,Diesel Vdi+,Yokohama,A348,Tubeless,95,215/60 R 16,"9,209","9,209",
Maruti,Vitara Brezza,Diesel Vdi+,Yokohama,BluEarth AE50,Tubeless,99,215/60 R 16,"12,495","12,495",
Maruti,Vitara Brezza,Diesel ZDi +,Yokohama,Earth-1 E400,Tubeless,95,215/60 R 16,"8,788","8,788",
Maruti,Vitara Brezza,Diesel ZDi +,Yokohama,BluEarth-GT AE51,Tubeless,99,215/60 R 16,"9,116","9,116",
Maruti,Vitara Brezza,Diesel ZDi +,Yokohama,BluEarth RV2,Tubeless,95,215/60 R 16,"9,141","9,141",
Maruti,Vitara Brezza,Diesel ZDi +,Yokohama,A348,Tubeless,95,215/60 R 16,"9,209","9,209",
Maruti,Vitara Brezza,Diesel ZDi +,Yokohama,BluEarth AE50,Tubeless,99,215/60 R 16,"12,495","12,495",
Maruti,Celerio,Green Vxi (CNG),Apollo,Amazer 4G Eco,Tubeless,81,165/70 R 14,"3,098","3,303",
Maruti,Celerio,Green Vxi (CNG),Apollo,Amazer 4G Life,Tubeless,81,165/70 R 14,"3,387","3,387",
Maruti,Celerio,LXI (Petrol),Apollo,Amazer 4G Eco,Tubeless,81,165/70 R 14,"3,098","3,303",
Maruti,Celerio,LXI (Petrol),Apollo,Amazer 4G Life,Tubeless,81,165/70 R 14,"3,387","3,387",
Maruti,Celerio,Lxi AT (Petrol),Apollo,Amazer 4G Life,Tubeless,79,155/80 R 13,"3,575","4,027",
Maruti,Celerio,VXI (Petrol),Apollo,Amazer 4G Eco,Tubeless,81,165/70 R 14,"3,098","3,303",
Maruti,Celerio,VXI (Petrol),Apollo,Amazer 4G Life,Tubeless,81,165/70 R 14,"3,387","3,387",
Maruti,Celerio,Vxi AT (Petrol),Apollo,Amazer 4G Eco,Tubeless,81,165/70 R 14,"3,098","3,303",
Maruti,Celerio,Vxi AT (Petrol),Apollo,Amazer 4G Life,Tubeless,81,165/70 R 14,"3,387","3,387",
Maruti,Celerio,Zxi (Petrol)  ,Apollo,Amazer 4G Eco,Tubeless,81,165/70 R 14,"3,098","3,303",
Maruti,Celerio,Zxi (Petrol)  ,Apollo,Amazer 4G Life,Tubeless,81,165/70 R 14,"3,387","3,387",
Maruti,Celerio,Zxi Optional (Petrol)  ,Apollo,Amazer 4G Eco,Tubeless,81,165/70 R 14,"3,098","3,303",
Maruti,Celerio,Zxi Optional (Petrol)  ,Apollo,Amazer 4G Life,Tubeless,81,165/70 R 14,"3,387","3,387",
Maruti,Celerio,Green Vxi (O),Apollo,Amazer 4G Eco,Tubeless,81,165/70 R 14,"3,098","3,303",
Maruti,Celerio,Green Vxi (O),Apollo,Amazer 4G Life,Tubeless,81,165/70 R 14,"3,387","3,387",
Maruti,Celerio,Lxi MT,Apollo,Amazer 4G Life,Tubeless,79,155/80 R 13,"3,575","4,027",
Maruti,Celerio,Lxi MT (O),Apollo,Amazer 4G Life,Tubeless,79,155/80 R 13,"3,575","4,027",
Maruti,Celerio,Vxi AMT (O),Apollo,Amazer 4G Eco,Tubeless,81,165/70 R 14,"3,098","3,303",
Maruti,Celerio,Vxi AMT (O),Apollo,Amazer 4G Life,Tubeless,81,165/70 R 14,"3,387","3,387",
Maruti,Celerio,Zxi AMT ,Apollo,Amazer 4G Eco,Tubeless,81,165/70 R 14,"3,098","3,303",
Maruti,Celerio,Zxi AMT ,Apollo,Amazer 4G Life,Tubeless,81,165/70 R 14,"3,387","3,387",
Maruti,Celerio,Zxi AMT (O),Apollo,Amazer 4G Eco,Tubeless,81,165/70 R 14,"3,098","3,303",
Maruti,Celerio,Zxi AMT (O),Apollo,Amazer 4G Life,Tubeless,81,165/70 R 14,"3,387","3,387",
Maruti,Celerio,Zxi AMT (O),BridgeStone,B-Series B290,Tubeless,81,165/70 R 14,"3,650","3,650",4
Maruti,Celerio,Zxi AMT,BridgeStone,B-Series B290,Tubeless,81,165/70 R 14,"3,650","3,650",4
Maruti,Celerio,Vxi AMT (O),BridgeStone,B-Series B290,Tubeless,81,165/70 R 14,"3,650","3,650",4
Maruti,Celerio,Zxi Optional (Petrol),BridgeStone,B-Series B290,Tubeless,81,165/70 R 14,"3,650","3,650",4
Maruti,Celerio,Green Vxi (O),BridgeStone,B-Series B290,Tubeless,81,165/70 R 14,"3,650","3,650",4
Maruti,Celerio,Zxi (Petrol),BridgeStone,B-Series B290,Tubeless,81,165/70 R 14,"3,650","3,650",4
Maruti,Celerio,Vxi AT (Petrol),BridgeStone,B-Series B290,Tubeless,81,165/70 R 14,"3,650","3,650",4
Maruti,Celerio,VXI (Petrol),BridgeStone,B-Series B290,Tubeless,81,165/70 R 14,"3,650","3,650",4
Maruti,Celerio,LXI (Petrol),BridgeStone,B-Series B290,Tubeless,81,165/70 R 14,"3,650","3,650",4
Maruti,Celerio,Green Vxi (CNG),BridgeStone,B-Series B290,Tubeless,81,165/70 R 14,"3,650","3,650",4
Maruti,Celerio,Lxi AT (Petrol),BridgeStone,Ecopia EP150,Tubeless,79,155/80 R 13,"4,150","4,150",5
Maruti,Celerio,Lxi AT (Petrol),BridgeStone,B-Series B290,Tubeless,79,155/80 R 13,"4,250","4,250",5
Maruti,Celerio,Lxi AT (Petrol),BridgeStone,B-Series B250,Tubeless,79,155/80 R 13,"4,274","4,274",4
Maruti,Celerio,Lxi MT,BridgeStone,Ecopia EP150,Tubeless,79,155/80 R 13,"4,150","4,150",5
Maruti,Celerio,Lxi MT,BridgeStone,B-Series B290,Tubeless,79,155/80 R 13,"4,250","4,250",5
Maruti,Celerio,Lxi MT,BridgeStone,B-Series B250,Tubeless,79,155/80 R 13,"4,274","4,274",4
Maruti,Celerio,Lxi MT (O),BridgeStone,Ecopia EP150,Tubeless,79,155/80 R 13,"4,150","4,150",5
Maruti,Celerio,Lxi MT (O),BridgeStone,B-Series B290,Tubeless,79,155/80 R 13,"4,250","4,250",5
Maruti,Celerio,Lxi MT (O),BridgeStone,B-Series B250,Tubeless,79,155/80 R 13,"4,274","4,274",4
Maruti,Celerio,Zxi AMT (O),CEAT,FuelSmart,Tubeless,81,165/70 R 14,"3,142","3,142",4.5
Maruti,Celerio,Zxi AMT,CEAT,FuelSmart,Tubeless,81,165/70 R 14,"3,142","3,142",4.5
Maruti,Celerio,Vxi AMT (O),CEAT,FuelSmart,Tubeless,81,165/70 R 14,"3,142","3,142",4.5
Maruti,Celerio,Zxi Optional (Petrol),CEAT,FuelSmart,Tubeless,81,165/70 R 14,"3,142","3,142",4.5
Maruti,Celerio,Green Vxi (O),CEAT,FuelSmart,Tubeless,81,165/70 R 14,"3,142","3,142",4.5
Maruti,Celerio,Zxi (Petrol),CEAT,FuelSmart,Tubeless,81,165/70 R 14,"3,142","3,142",4.5
Maruti,Celerio,Vxi AT (Petrol),CEAT,FuelSmart,Tubeless,81,165/70 R 14,"3,142","3,142",4.5
Maruti,Celerio,VXI (Petrol),CEAT,FuelSmart,Tubeless,81,165/70 R 14,"3,142","3,142",4.5
Maruti,Celerio,LXI (Petrol),CEAT,FuelSmart,Tubeless,81,165/70 R 14,"3,142","3,142",4.5
Maruti,Celerio,Green Vxi (CNG),CEAT,FuelSmart,Tubeless,81,165/70 R 14,"3,142","3,142",4.5
Maruti,Celerio,Lxi AT (Petrol),CEAT,Milage X3,Tubeless,79,155/80 R 13,"3,279","3,279",5
Maruti,Celerio,Lxi MT ,CEAT,Milage X3,Tubeless,79,155/80 R 13,"3,279","3,279",5
Maruti,Celerio,Lxi MT (O),CEAT,Milage X3,Tubeless,79,155/80 R 13,"3,279","3,279",5
Maruti,Celerio,Zxi AMT (O),Continental,ContiComfort Contact CC5,Tubeless,81,165/70 R 14,"3,482","3,999",
Maruti,Celerio,Zxi AMT,Continental,ContiComfort Contact CC5,Tubeless,81,165/70 R 14,"3,482","3,999",
Maruti,Celerio,Vxi AMT (O),Continental,ContiComfort Contact CC5,Tubeless,81,165/70 R 14,"3,482","3,999",
Maruti,Celerio,Zxi Optional (Petrol),Continental,ContiComfort Contact CC5,Tubeless,81,165/70 R 14,"3,482","3,999",
Maruti,Celerio,Green Vxi (O),Continental,ContiComfort Contact CC5,Tubeless,81,165/70 R 14,"3,482","3,999",
Maruti,Celerio,Zxi (Petrol),Continental,ContiComfort Contact CC5,Tubeless,81,165/70 R 14,"3,482","3,999",
Maruti,Celerio,Vxi AT (Petrol),Continental,ContiComfort Contact CC5,Tubeless,81,165/70 R 14,"3,482","3,999",
Maruti,Celerio,VXI (Petrol),Continental,ContiComfort Contact CC5,Tubeless,81,165/70 R 14,"3,482","3,999",
Maruti,Celerio,LXI (Petrol),Continental,ContiComfort Contact CC5,Tubeless,81,165/70 R 14,"3,482","3,999",
Maruti,Celerio,Green Vxi (CNG),Continental,ContiComfort Contact CC5,Tubeless,81,165/70 R 14,"3,482","3,999",
Maruti,Celerio,Zxi AMT (O),Continental,Comfort Contact CC6,Tubeless,81,165/70 R 14,"3,870","3,870",
Maruti,Celerio,Zxi AMT,Continental,Comfort Contact CC6,Tubeless,81,165/70 R 14,"3,870","3,870",
Maruti,Celerio,Vxi AMT (O),Continental,Comfort Contact CC6,Tubeless,81,165/70 R 14,"3,870","3,870",
Maruti,Celerio,Zxi Optional (Petrol),Continental,Comfort Contact CC6,Tubeless,81,165/70 R 14,"3,870","3,870",
Maruti,Celerio,Green Vxi (O),Continental,Comfort Contact CC6,Tubeless,81,165/70 R 14,"3,870","3,870",
Maruti,Celerio,Zxi (Petrol),Continental,Comfort Contact CC6,Tubeless,81,165/70 R 14,"3,870","3,870",
Maruti,Celerio,Vxi AT (Petrol),Continental,Comfort Contact CC6,Tubeless,81,165/70 R 14,"3,870","3,870",
Maruti,Celerio,VXI (Petrol),Continental,Comfort Contact CC6,Tubeless,81,165/70 R 14,"3,870","3,870",
Maruti,Celerio,LXI (Petrol),Continental,Comfort Contact CC6,Tubeless,81,165/70 R 14,"3,870","3,870",
Maruti,Celerio,Green Vxi (CNG),Continental,Comfort Contact CC6,Tubeless,81,165/70 R 14,"3,870","3,870",
Maruti,Celerio,Lxi MT ,Continental,ContiComfort Contact CC5,Tubeless,79,155/80 R 13,"3,999","3,999",4
Maruti,Celerio,Lxi MT ,Continental,Comfort Contact CC6,Tubeless,79,155/80 R 13,"4,374","4,374",
Maruti,Celerio,Lxi MT (O),Continental,ContiComfort Contact CC5,Tubeless,79,155/80 R 13,"3,999","3,999",4
Maruti,Celerio,Lxi MT (O),Continental,Comfort Contact CC6,Tubeless,79,155/80 R 13,"4,374","4,374",
Maruti,Celerio,Lxi AT (Petrol) ,Continental,ContiComfort Contact CC5,Tubeless,79,155/80 R 13,"3,999","3,999",4
Maruti,Celerio,Lxi AT (Petrol) ,Continental,Comfort Contact CC6,Tubeless,79,155/80 R 13,"4,374","4,374",
Maruti,Celerio,Lxi AT (Petrol) ,Falken,Sincera835,Tubeless,79,155/80 R 13,"2,499","2,499",
Maruti,Celerio,Lxi MT,Falken,Sincera835,Tubeless,79,155/80 R 13,"2,499","2,499",
Maruti,Celerio,Lxi MT (O),Falken,Sincera835,Tubeless,79,155/80 R 13,"2,499","2,499",
Maruti,Celerio,Zxi AMT (O),Falken,Sincera835,Tubeless,81,165/70 R 14,"2,785","2,785",
Maruti,Celerio,Zxi AMT,Falken,Sincera835,Tubeless,81,165/70 R 14,"2,785","2,785",
Maruti,Celerio,Vxi AMT (O),Falken,Sincera835,Tubeless,81,165/70 R 14,"2,785","2,785",
Maruti,Celerio,Zxi Optional (Petrol),Falken,Sincera835,Tubeless,81,165/70 R 14,"2,785","2,785",
Maruti,Celerio,Green Vxi (O),Falken,Sincera835,Tubeless,81,165/70 R 14,"2,785","2,785",
Maruti,Celerio,Zxi (Petrol),Falken,Sincera835,Tubeless,81,165/70 R 14,"2,785","2,785",
Maruti,Celerio,Vxi AT (Petrol),Falken,Sincera835,Tubeless,81,165/70 R 14,"2,785","2,785",
Maruti,Celerio,VXI (Petrol),Falken,Sincera835,Tubeless,81,165/70 R 14,"2,785","2,785",
Maruti,Celerio,LXI (Petrol),Falken,Sincera835,Tubeless,81,165/70 R 14,"2,785","2,785",
Maruti,Celerio,Green Vxi (CNG),Falken,Sincera835,Tubeless,81,165/70 R 14,"2,785","2,785",
Maruti,Celerio,Zxi AMT (O),Firestone,FR500,Tubeless,81,165/70 R 14,"2,945","2,945",
Maruti,Celerio,Zxi AMT,Firestone,FR500,Tubeless,81,165/70 R 14,"2,945","2,945",
Maruti,Celerio,Vxi AMT (O),Firestone,FR500,Tubeless,81,165/70 R 14,"2,945","2,945",
Maruti,Celerio,Zxi Optional (Petrol),Firestone,FR500,Tubeless,81,165/70 R 14,"2,945","2,945",
Maruti,Celerio,Green Vxi (O),Firestone,FR500,Tubeless,81,165/70 R 14,"2,945","2,945",
Maruti,Celerio,Zxi (Petrol),Firestone,FR500,Tubeless,81,165/70 R 14,"2,945","2,945",
Maruti,Celerio,Vxi AT (Petrol),Firestone,FR500,Tubeless,81,165/70 R 14,"2,945","2,945",
Maruti,Celerio,VXI (Petrol),Firestone,FR500,Tubeless,81,165/70 R 14,"2,945","2,945",
Maruti,Celerio,LXI (Petrol),Firestone,FR500,Tubeless,81,165/70 R 14,"2,945","2,945",
Maruti,Celerio,Green Vxi (CNG),Firestone,FR500,Tubeless,81,165/70 R 14,"2,945","2,945",
Maruti,Celerio,Lxi MT (O),Firestone,FR500,Tubeless,79,155/80 R 13,"3,325","3,325",
Maruti,Celerio,Lxi MT,Firestone,FR500,Tubeless,79,155/80 R 13,"3,325","3,325",
Maruti,Celerio,Lxi AT (Petrol),Firestone,FR500,Tubeless,79,155/80 R 13,"3,325","3,325",
Maruti,Celerio,Lxi AT (Petrol),GoodYear,Assurance Duraplus 2,Tubeless,79,155/80 R 13,"3,286","3,286",
Maruti,Celerio,Lxi AT (Petrol),GoodYear,Duraplus,Tube,79,155/80 R 13,"3,465","3,465",
Maruti,Celerio,Lxi AT (Petrol),GoodYear,Assurance Duraplus 2,Tube,79,155/80 R 13,"3,660","3,660",
Maruti,Celerio,Lxi MT,GoodYear,Assurance Duraplus 2,Tubeless,79,155/80 R 13,"3,286","3,286",
Maruti,Celerio,Lxi MT,GoodYear,Duraplus,Tube,79,155/80 R 13,"3,465","3,465",
Maruti,Celerio,Lxi MT,GoodYear,Assurance Duraplus 2,Tube,79,155/80 R 13,"3,660","3,660",
Maruti,Celerio,Lxi MT (O),GoodYear,Assurance Duraplus 2,Tubeless,79,155/80 R 13,"3,286","3,286",
Maruti,Celerio,Lxi MT (O),GoodYear,Duraplus,Tube,79,155/80 R 13,"3,465","3,465",
Maruti,Celerio,Lxi MT (O),GoodYear,Assurance Duraplus 2,Tube,79,155/80 R 13,"3,660","3,660",
Maruti,Celerio,Green Vxi (CNG),GoodYear,Duraplus DP-M1,Tubeless,81,165/70 R 14,"3,048","3,048",5
Maruti,Celerio,Green Vxi (CNG),GoodYear,Assurance Triplemax,Tubeless,81,165/70 R 14,"3,140","3,140",
Maruti,Celerio,LXI (Petrol),GoodYear,Duraplus DP-M1,Tubeless,81,165/70 R 14,"3,048","3,048",5
Maruti,Celerio,LXI (Petrol),GoodYear,Assurance Triplemax,Tubeless,81,165/70 R 14,"3,140","3,140",
Maruti,Celerio,VXI (Petrol),GoodYear,Duraplus DP-M1,Tubeless,81,165/70 R 14,"3,048","3,048",5
Maruti,Celerio,VXI (Petrol),GoodYear,Assurance Triplemax,Tubeless,81,165/70 R 14,"3,140","3,140",
Maruti,Celerio,Vxi AT (Petrol),GoodYear,Duraplus DP-M1,Tubeless,81,165/70 R 14,"3,048","3,048",5
Maruti,Celerio,Vxi AT (Petrol),GoodYear,Assurance Triplemax,Tubeless,81,165/70 R 14,"3,140","3,140",
Maruti,Celerio,Zxi (Petrol),GoodYear,Duraplus DP-M1,Tubeless,81,165/70 R 14,"3,048","3,048",5
Maruti,Celerio,Zxi (Petrol),GoodYear,Assurance Triplemax,Tubeless,81,165/70 R 14,"3,140","3,140",
Maruti,Celerio,Zxi Optional (Petrol)  ,GoodYear,Duraplus DP-M1,Tubeless,81,165/70 R 14,"3,048","3,048",5
Maruti,Celerio,Zxi Optional (Petrol)  ,GoodYear,Assurance Triplemax,Tubeless,81,165/70 R 14,"3,140","3,140",
Maruti,Celerio,Green Vxi (O),GoodYear,Duraplus DP-M1,Tubeless,81,165/70 R 14,"3,048","3,048",5
Maruti,Celerio,Green Vxi (O),GoodYear,Assurance Triplemax,Tubeless,81,165/70 R 14,"3,140","3,140",
Maruti,Celerio,Vxi AMT (O),GoodYear,Duraplus DP-M1,Tubeless,81,165/70 R 14,"3,048","3,048",5
Maruti,Celerio,Vxi AMT (O),GoodYear,Assurance Triplemax,Tubeless,81,165/70 R 14,"3,140","3,140",
Maruti,Celerio,Zxi AMT,GoodYear,Duraplus DP-M1,Tubeless,81,165/70 R 14,"3,048","3,048",5
Maruti,Celerio,Zxi AMT,GoodYear,Assurance Triplemax,Tubeless,81,165/70 R 14,"3,140","3,140",
Maruti,Celerio,Zxi AMT (O),GoodYear,Duraplus DP-M1,Tubeless,81,165/70 R 14,"3,048","3,048",5
Maruti,Celerio,Zxi AMT (O),GoodYear,Assurance Triplemax,Tubeless,81,165/70 R 14,"3,140","3,140",
Maruti,Celerio,Zxi AMT (O),Michelin,Energy XM2,Tubeless,81,165/70 R 14,"4,290","4,290",
Maruti,Celerio,Zxi AMT,Michelin,Energy XM2,Tubeless,81,165/70 R 14,"4,290","4,290",
Maruti,Celerio,Vxi AMT (O),Michelin,Energy XM2,Tubeless,81,165/70 R 14,"4,290","4,290",
Maruti,Celerio,Green Vxi (O),Michelin,Energy XM2,Tubeless,81,165/70 R 14,"4,290","4,290",
Maruti,Celerio,Zxi Optional (Petrol) ,Michelin,Energy XM2,Tubeless,81,165/70 R 14,"4,290","4,290",
Maruti,Celerio,Zxi (Petrol),Michelin,Energy XM2,Tubeless,81,165/70 R 14,"4,290","4,290",
Maruti,Celerio,Vxi AT (Petrol),Michelin,Energy XM2,Tubeless,81,165/70 R 14,"4,290","4,290",
Maruti,Celerio,VXI (Petrol),Michelin,Energy XM2,Tubeless,81,165/70 R 14,"4,290","4,290",
Maruti,Celerio,LXI (Petrol),Michelin,Energy XM2,Tubeless,81,165/70 R 14,"4,290","4,290",
Maruti,Celerio,Green Vxi (CNG),Michelin,Energy XM2,Tubeless,81,165/70 R 14,"4,290","4,290",
Maruti,Celerio,Lxi AT (Petrol),Hankook,Optimo K715,Tubeless,80,155/80 R 13,"3,502","3,502",
Maruti,Celerio,Lxi MT,Hankook,Optimo K715,Tubeless,80,155/80 R 13,"3,502","3,502",
Maruti,Celerio,Lxi MT (O),Hankook,Optimo K715,Tubeless,80,155/80 R 13,"3,502","3,502",
Maruti,Celerio,Lxi AT (Petrol) ,JKTyre,Ultima Neo,Tubeless,79,155/80 R 13,"3,073","3,073",4
Maruti,Celerio,Lxi MT (O),JKTyre,Ultima Neo,Tubeless,79,155/80 R 13,"3,073","3,073",4
Maruti,Celerio,Lxi MT ,JKTyre,Ultima Neo,Tubeless,79,155/80 R 13,"3,073","3,073",4
Maruti,Celerio,Lxi AT (Petrol) ,MRF,ZLX,Tubeless,79,155/80 R 13,"3,402","3,402",5
Maruti,Celerio,Lxi AT (Petrol) ,MRF,ZTX,Tubeless,79,155/80 R 13,"3,628","3,628",2
Maruti,Celerio,Lxi MT (O),MRF,ZLX,Tubeless,79,155/80 R 13,"3,402","3,402",5
Maruti,Celerio,Lxi MT (O),MRF,ZTX,Tubeless,79,155/80 R 13,"3,628","3,628",2
Maruti,Celerio,Lxi MT ,MRF,ZLX,Tubeless,79,155/80 R 13,"3,402","3,402",5
Maruti,Celerio,Lxi MT ,MRF,ZTX,Tubeless,79,155/80 R 13,"3,628","3,628",2
Maruti,Celerio,Zxi AMT (O),UltraMile,UM 551,Tubeless,88,165/70 R 14,"3,584","3,584",5
Maruti,Celerio,Zxi AMT,UltraMile,UM 551,Tubeless,88,165/70 R 14,"3,584","3,584",5
Maruti,Celerio,Vxi AMT (O),UltraMile,UM 551,Tubeless,88,165/70 R 14,"3,584","3,584",5
Maruti,Celerio,Zxi Optional (Petrol),UltraMile,UM 551,Tubeless,88,165/70 R 14,"3,584","3,584",5
Maruti,Celerio,Green Vxi (O),UltraMile,UM 551,Tubeless,88,165/70 R 14,"3,584","3,584",5
Maruti,Celerio,Zxi (Petrol),UltraMile,UM 551,Tubeless,88,165/70 R 14,"3,584","3,584",5
Maruti,Celerio,Vxi AT (Petrol),UltraMile,UM 551,Tubeless,88,165/70 R 14,"3,584","3,584",5
Maruti,Celerio,VXI (Petrol),UltraMile,UM 551,Tubeless,88,165/70 R 14,"3,584","3,584",5
Maruti,Celerio,LXI (Petrol),UltraMile,UM 551,Tubeless,88,165/70 R 14,"3,584","3,584",5
Maruti,Celerio,Green Vxi (CNG),UltraMile,UM 551,Tubeless,88,165/70 R 14,"3,584","3,584",5
Maruti,Celerio,Lxi AT (Petrol) ,UltraMile,UM 551,Tubeless,79,155/80 R 13,"3,802","3,802",
Maruti,Celerio,Lxi MT,UltraMile,UM 551,Tubeless,79,155/80 R 13,"3,802","3,802",
Maruti,Celerio,Lxi MT (O),UltraMile,UM 551,Tubeless,79,155/80 R 13,"3,802","3,802",
Maruti,Celerio,Lxi AT (Petrol) ,Yokohama,Earth-1 E400,Tubeless,79,155/80 R 13,"3,795","3,795",3
Maruti,Celerio,Lxi MT (O),Yokohama,Earth-1 E400,Tubeless,79,155/80 R 13,"3,795","3,795",3
Maruti,Celerio,Lxi MT,Yokohama,Earth-1 E400,Tubeless,79,155/80 R 13,"3,795","3,795",3
Maruti,Celerio,Zxi AMT (O),Yokohama,Earth-1 E400,Tubeless,81,165/70 R 14,"3,402","3,402",4
Maruti,Celerio,Zxi AMT,Yokohama,Earth-1 E400,Tubeless,81,165/70 R 14,"3,402","3,402",4
Maruti,Celerio,Vxi AMT (O),Yokohama,Earth-1 E400,Tubeless,81,165/70 R 14,"3,402","3,402",4
Maruti,Celerio,Zxi Optional (Petrol),Yokohama,Earth-1 E400,Tubeless,81,165/70 R 14,"3,402","3,402",4
Maruti,Celerio,Green Vxi (O),Yokohama,Earth-1 E400,Tubeless,81,165/70 R 14,"3,402","3,402",4
Maruti,Celerio,Zxi (Petrol),Yokohama,Earth-1 E400,Tubeless,81,165/70 R 14,"3,402","3,402",4
Maruti,Celerio,Vxi AT (Petrol),Yokohama,Earth-1 E400,Tubeless,81,165/70 R 14,"3,402","3,402",4
Maruti,Celerio,VXI (Petrol),Yokohama,Earth-1 E400,Tubeless,81,165/70 R 14,"3,402","3,402",4
Maruti,Celerio,LXI (Petrol),Yokohama,Earth-1 E400,Tubeless,81,165/70 R 14,"3,402","3,402",4
Maruti,Celerio,Green Vxi (CNG),Yokohama,Earth-1 E400,Tubeless,81,165/70 R 14,"3,402","3,402",4
Maruti,Omni,E MPI STD,Apollo,Amazer 4G ,Tubeless,74,145/80 R 12,"2,946","3,455",4.7
Maruti,Omni,LPG CARGO BSIII W IMMOBILISER,Apollo,Amazer 4G ,Tubeless,74,145/80 R 12,"2,946","3,455",4.7
Maruti,Omni,LPG STD BSIII 5 STR W IMMOBILISER,Apollo,Amazer 4G ,Tubeless,74,145/80 R 12,"2,946","3,455",4.7
Maruti,Omni,MPI Ambulance,Apollo,Amazer 4G ,Tubeless,74,145/80 R 12,"2,946","3,455",4.7
Maruti,Omni,MPI CARGO,Apollo,Amazer 4G ,Tubeless,74,145/80 R 12,"2,946","3,455",4.7
Maruti,Omni,MPI STD,Apollo,Amazer 4G ,Tubeless,74,145/80 R 12,"2,946","3,455",4.7
Maruti,Omni,MPI STD,BridgeStone,B-Series B290,Tubeless,74,145/80 R 12,"3,000","3,000",4.6
Maruti,Omni,MPI STD,BridgeStone,S-Series S248,Tube,74,145/80 R 12,"3,150","3,150",5
Maruti,Omni,MPI STD,BridgeStone,Turanza ER60,Tubeless,74,145/80 R 12,"3,250","3,250",4.6
Maruti,Omni,E MPI STD,BridgeStone,B-Series B290,Tubeless,74,145/80 R 12,"3,000","3,000",4.6
Maruti,Omni,LPG CARGO BSIII W IMMOBILISER,BridgeStone,B-Series B290,Tubeless,74,145/80 R 12,"3,000","3,000",4.6
Maruti,Omni,LPG STD BSIII 5 STR W IMMOBILISER,BridgeStone,B-Series B290,Tubeless,74,145/80 R 12,"3,000","3,000",4.6
Maruti,Omni,MPI Ambulance,BridgeStone,B-Series B290,Tubeless,74,145/80 R 12,"3,000","3,000",4.6
Maruti,Omni,MPI CARGO,BridgeStone,B-Series B290,Tubeless,74,145/80 R 12,"3,000","3,000",4.6
Maruti,Omni,E MPI STD,BridgeStone,S-Series S248,Tube,74,145/80 R 12,"3,150","3,150",5
Maruti,Omni,LPG CARGO BSIII W IMMOBILISER,BridgeStone,S-Series S248,Tube,74,145/80 R 12,"3,150","3,150",5
Maruti,Omni,LPG STD BSIII 5 STR W IMMOBILISER,BridgeStone,S-Series S248,Tube,74,145/80 R 12,"3,150","3,150",5
Maruti,Omni,MPI Ambulance,BridgeStone,S-Series S248,Tube,74,145/80 R 12,"3,150","3,150",5
Maruti,Omni,MPI CARGO,BridgeStone,S-Series S248,Tube,74,145/80 R 12,"3,150","3,150",5
Maruti,Omni,E MPI STD,CEAT,Milage X3,Tubeless,74,145/80 R 12,"2,477","2,477",2.8
Maruti,Omni,E MPI STD,CEAT,FuelSmart,Tubeless,74,145/80 R 12,"2,583","2,583",3.7
Maruti,Omni,E MPI STD,CEAT,Milage X3,Tube,69,145/80 R 12,"2,615","2,615",
Maruti,Omni,LPG CARGO BSIII W IMMOBILISER,CEAT,Milage X3,Tubeless,74,145/80 R 12,"2,477","2,477",2.8
Maruti,Omni,LPG CARGO BSIII W IMMOBILISER,CEAT,FuelSmart,Tubeless,74,145/80 R 12,"2,583","2,583",3.7
Maruti,Omni,LPG CARGO BSIII W IMMOBILISER,CEAT,Milage X3,Tube,69,145/80 R 12,"2,615","2,615",
Maruti,Omni,LPG STD BSIII 5 STR W IMMOBILISER,CEAT,Milage X3,Tubeless,74,145/80 R 12,"2,477","2,477",2.8
Maruti,Omni,LPG STD BSIII 5 STR W IMMOBILISER,CEAT,FuelSmart,Tubeless,74,145/80 R 12,"2,583","2,583",3.7
Maruti,Omni,LPG STD BSIII 5 STR W IMMOBILISER,CEAT,Milage X3,Tube,69,145/80 R 12,"2,615","2,615",
Maruti,Omni,MPI Ambulance,CEAT,Milage X3,Tubeless,74,145/80 R 12,"2,477","2,477",2.8
Maruti,Omni,MPI Ambulance,CEAT,FuelSmart,Tubeless,74,145/80 R 12,"2,583","2,583",3.7
