DATE,CBBTCUSD
2018-12-27,3589.89
2018-12-28,3888.06
2018-12-29,3729.31
2018-12-30,3829.0
2018-12-31,3691.86
2019-01-01,3826.1
2019-01-02,3890.79
2019-01-03,3787.57
2019-01-04,3820.25
2019-01-05,3798.62
2019-01-06,4040.99
2019-01-07,4006.01
2019-01-08,3993.86
2019-01-09,4004.12
2019-01-10,3626.12
2019-01-11,3635.69
2019-01-12,3619.41
2019-01-13,3514.24
2019-01-14,3664.19
2019-01-15,3580.76
2019-01-16,3609.71
2019-01-17,3640.65
2019-01-18,3607.85
2019-01-19,3682.65
2019-01-20,3536.19
2019-01-21,3531.76
2019-01-22,3577.03
2019-01-23,3553.01
2019-01-24,3568.97
2019-01-25,3562.17
2019-01-26,3556.07
2019-01-27,3531.02
2019-01-28,3429.95
2019-01-29,3397.42
2019-01-30,3437.55
2019-01-31,3411.5
2019-02-01,3437.5
2019-02-02,3468.43
2019-02-03,3414.78
2019-02-04,3409.57
2019-02-05,3428.4
2019-02-06,3367.36
2019-02-07,3359.0
2019-02-08,3621.99
2019-02-09,3623.73
2019-02-10,3648.84
2019-02-11,3590.36
2019-02-12,3588.06
2019-02-13,3576.68
2019-02-14,3561.5
2019-02-15,3566.59
2019-02-16,3582.37
2019-02-17,3625.08
2019-02-18,3867.0
2019-02-19,3888.01
2019-02-20,3938.99
2019-02-21,3897.71
2019-02-22,3942.02
2019-02-23,4110.0
2019-02-24,3734.22
2019-02-25,3818.79
2019-02-26,3799.48
2019-02-27,3799.91
2019-02-28,3792.14
2019-03-01,3806.17
2019-03-02,3809.7
2019-03-03,3786.93
2019-03-04,3700.72
2019-03-05,3844.59
2019-03-06,3851.89
2019-03-07,3857.05
2019-03-08,3843.12
2019-03-09,3917.0
2019-03-10,3900.93
2019-03-11,3849.68
2019-03-12,3860.0
2019-03-13,3851.02
2019-03-14,3853.95
2019-03-15,3902.8
2019-03-16,3990.0
2019-03-17,3967.01
2019-03-18,3970.5
2019-03-19,4000.85
2019-03-20,4031.85
2019-03-21,3972.76
2019-03-22,3983.78
2019-03-23,3983.43
2019-03-24,3969.52
2019-03-25,3907.53
2019-03-26,3921.45
2019-03-27,4026.53
2019-03-28,4011.17
2019-03-29,4091.01
2019-03-30,4094.14
2019-03-31,4094.99
2019-04-01,4137.0
2019-04-02,4901.93
2019-04-03,4975.97
2019-04-04,4906.49
2019-04-05,5040.66
2019-04-06,5049.22
2019-04-07,5194.79
2019-04-08,5285.54
2019-04-09,5187.21
2019-04-10,5318.58
2019-04-11,5041.3
2019-04-12,5078.19
2019-04-13,5066.22
2019-04-14,5164.27
2019-04-15,5029.99
2019-04-16,5202.9
2019-04-17,5227.0
2019-04-18,5280.49
2019-04-19,5290.36
2019-04-20,5319.89
2019-04-21,5297.64
2019-04-22,5387.6
2019-04-23,5532.75
2019-04-24,5441.9
2019-04-25,5134.81
2019-04-26,5159.51
2019-04-27,5170.6
2019-04-28,5155.0
2019-04-29,5148.25
2019-04-30,5270.69
2019-05-01,5321.15
2019-05-02,5390.01
2019-05-03,5657.4
2019-05-04,5770.01
2019-05-05,5715.86
2019-05-06,5687.9
2019-05-07,5748.45
2019-05-08,5948.41
2019-05-09,6153.09
2019-05-10,6343.14
2019-05-11,7219.95
2019-05-12,6979.76
2019-05-13,7824.93
2019-05-14,7990.92
2019-05-15,8203.32
2019-05-16,7878.96
2019-05-17,7363.69
2019-05-18,7262.4
2019-05-19,8200.0
2019-05-20,7999.54
2019-05-21,7951.7
2019-05-22,7626.48
2019-05-23,7881.98
2019-05-24,7994.88
2019-05-25,8067.41
2019-05-26,8760.03
2019-05-27,8783.25
2019-05-28,8686.5
2019-05-29,8660.5
2019-05-30,8273.57
2019-05-31,8550.18
2019-06-01,8558.01
2019-06-02,8741.17
2019-06-03,8015.01
2019-06-04,7688.26
2019-06-05,7766.91
2019-06-06,7812.15
2019-06-07,7992.17
2019-06-08,7938.64
2019-06-09,7623.84
2019-06-10,8046.13
2019-06-11,7918.2
2019-06-12,8169.01
2019-06-13,8256.0
2019-06-14,8693.98
2019-06-15,8861.33
2019-06-16,8996.95
2019-06-17,9346.47
2019-06-18,9089.99
2019-06-19,9283.99
2019-06-20,9542.6
2019-06-21,10175.88
2019-06-22,10658.3
2019-06-23,10808.53
2019-06-24,11040.03
2019-06-25,11736.99
2019-06-26,12902.52
2019-06-27,11127.4
2019-06-28,12317.73
2019-06-29,11913.73
2019-06-30,10778.74
2019-07-01,10570.62
2019-07-02,10885.01
2019-07-03,12022.61
2019-07-04,11130.95
2019-07-05,11038.61
2019-07-06,11187.8
2019-07-07,11478.9
2019-07-08,12298.31
2019-07-09,12559.46
2019-07-10,12083.13
2019-07-11,11323.95
2019-07-12,11811.99
2019-07-13,11408.1
2019-07-14,10190.36
2019-07-15,10855.56
2019-07-16,9436.0
2019-07-17,9708.55
2019-07-18,10654.25
2019-07-19,10548.04
2019-07-20,10754.92
2019-07-21,10633.54
2019-07-22,10304.64
2019-07-23,9833.19
2019-07-24,9751.24
2019-07-25,9880.67
2019-07-26,9841.96
2019-07-27,9468.92
2019-07-28,9549.7
2019-07-29,9503.32
2019-07-30,9580.0
2019-07-31,10099.0
2019-08-01,10417.24
2019-08-02,10533.07
2019-08-03,10820.75
2019-08-04,10997.82
2019-08-05,11775.14
2019-08-06,11440.08
2019-08-07,12014.41
2019-08-08,12017.89
2019-08-09,11889.0
2019-08-10,11283.82
2019-08-11,11531.95
2019-08-12,11387.38
2019-08-13,10855.58
2019-08-14,10105.34
2019-08-15,10280.96
2019-08-16,10368.83
2019-08-17,10218.37
2019-08-18,10309.04
2019-08-19,10935.67
2019-08-20,10770.99
2019-08-21,10137.75
2019-08-22,10088.89
2019-08-23,10415.01
2019-08-24,10156.0
2019-08-25,10148.5
2019-08-26,10373.75
2019-08-27,10170.16
2019-08-28,9710.38
2019-08-29,9525.0
2019-08-30,9580.6
2019-08-31,9593.95
2019-09-01,9769.64
2019-09-02,10405.05
2019-09-03,10628.46
2019-09-04,10585.67
2019-09-05,10574.27
2019-09-06,10318.8
2019-09-07,10484.87
2019-09-08,10395.17
2019-09-09,10310.01
2019-09-10,10090.01
2019-09-11,10169.49
2019-09-12,10437.19
2019-09-13,10381.91
2019-09-14,10360.2
2019-09-15,10306.65
2019-09-16,10268.77
2019-09-17,10185.14
2019-09-18,10155.26
2019-09-19,10304.94
2019-09-20,10168.44
2019-09-21,9982.39
2019-09-22,10035.0
2019-09-23,9683.89
2019-09-24,8556.43
2019-09-25,8446.57
2019-09-26,8063.0
2019-09-27,8193.98
2019-09-28,8228.22
2019-09-29,8063.06
2019-09-30,8305.14
2019-10-01,8323.43
2019-10-02,8396.0
2019-10-03,8241.25
2019-10-04,8159.71
2019-10-05,8152.99
2019-10-06,7862.67
2019-10-07,8224.82
2019-10-08,8186.73
2019-10-09,8600.0
2019-10-10,8589.01
2019-10-11,8263.64
2019-10-12,8304.1
2019-10-13,8280.01
2019-10-14,8363.0
2019-10-15,8156.52
2019-10-16,7993.0
2019-10-17,8077.0
2019-10-18,7954.16
2019-10-19,7965.27
2019-10-20,8235.44
2019-10-21,8214.58
2019-10-22,8008.04
2019-10-23,7473.42
2019-10-24,7439.29
2019-10-25,8704.85
2019-10-26,9281.27
2019-10-27,9570.58
2019-10-28,9221.96
2019-10-29,9431.27
2019-10-30,9175.77
2019-10-31,9146.75
2019-11-01,9268.0
2019-11-02,9320.0
2019-11-03,9215.01
2019-11-04,9414.0
2019-11-05,9314.99
2019-11-06,9343.11
2019-11-07,9196.71
2019-11-08,8758.69
2019-11-09,8798.38
2019-11-10,9036.82
2019-11-11,8720.61
2019-11-12,8823.65
2019-11-13,8765.61
2019-11-14,8630.01
2019-11-15,8460.0
2019-11-16,8488.0
2019-11-17,8500.01
2019-11-18,8160.73
2019-11-19,8123.36
2019-11-20,8082.96
2019-11-21,7618.76
2019-11-22,7296.45
2019-11-23,7338.92
2019-11-24,6906.25
2019-11-25,7125.0
2019-11-26,7155.0
2019-11-27,7539.4
2019-11-28,7413.05
2019-11-29,7751.29
2019-11-30,7551.7
2019-12-01,7413.84
2019-12-02,7315.09
2019-12-03,7296.0
2019-12-04,7185.57
2019-12-05,7388.75
2019-12-06,7560.76
2019-12-07,7502.2
2019-12-08,7520.0
2019-12-09,7332.69
2019-12-10,7215.69
2019-12-11,7275.17
2019-12-12,7194.19
2019-12-13,7249.25
2019-12-14,7059.55
2019-12-15,7111.0
2019-12-16,6877.04
2019-12-17,6618.62
2019-12-18,7309.12
2019-12-19,7153.99
2019-12-20,7189.87
2019-12-21,7143.01
2019-12-22,7550.0
2019-12-23,7318.18
2019-12-24,7259.87
2019-12-25,7194.76
2019-12-26,7195.0
2019-12-27,7247.35
2019-12-28,7303.7
2019-12-29,7378.53
2019-12-30,7191.0
2019-12-31,7158.01
2020-01-01,7174.32
2020-01-02,6945.01
2020-01-03,7335.54
2020-01-04,7353.5
2020-01-05,7348.69
2020-01-06,7773.48
2020-01-07,8169.95
2020-01-08,8035.08
2020-01-09,7813.78
2020-01-10,8183.89
2020-01-11,8002.89
2020-01-12,8192.66
2020-01-13,8109.62
2020-01-14,8757.18
2020-01-15,8831.86
2020-01-16,8727.22
2020-01-17,8875.81
2020-01-18,8901.0
2020-01-19,8710.41
2020-01-20,8633.67
2020-01-21,8730.0
2020-01-22,8665.0
2020-01-23,8386.63
2020-01-24,8424.96
2020-01-25,8304.04
2020-01-26,8632.92
2020-01-27,8903.24
2020-01-28,9417.64
2020-01-29,9270.0
2020-01-30,9493.61
2020-01-31,9343.28
2020-02-01,9375.06
2020-02-02,9314.06
2020-02-03,9282.29
2020-02-04,9158.57
2020-02-05,9623.44
2020-02-06,9765.96
2020-02-07,9804.98
2020-02-08,9911.13
2020-02-09,10174.81
2020-02-10,9854.5
2020-02-11,10279.99
2020-02-12,10344.01
2020-02-13,10239.57
2020-02-14,10380.0
2020-02-15,9901.34
2020-02-16,9915.04
2020-02-17,9711.95
2020-02-18,10191.51
2020-02-19,9591.54
2020-02-20,9610.05
2020-02-21,9697.01
2020-02-22,9668.26
2020-02-23,9964.16
2020-02-24,9668.08
2020-02-25,9301.01
2020-02-26,8776.01
2020-02-27,8816.71
2020-02-28,8713.16
2020-02-29,8552.08
2020-03-01,8490.3
2020-03-02,8923.52
2020-03-03,8769.67
2020-03-04,8765.0
2020-03-05,9053.56
2020-03-06,9162.98
2020-03-07,8885.68
2020-03-08,8068.0
2020-03-09,7945.03
2020-03-10,7887.01
2020-03-11,7957.02
2020-03-12,4980.0
2020-03-13,5592.77
2020-03-14,5182.62
2020-03-15,5327.12
2020-03-16,5074.2
2020-03-17,5361.77
2020-03-18,5426.71
2020-03-19,6219.99
2020-03-20,6215.4
2020-03-21,6168.72
2020-03-22,5791.69
2020-03-23,6583.38
2020-03-24,6742.21
2020-03-25,6752.83
2020-03-26,6772.2
2020-03-27,6320.46
2020-03-28,6269.81
2020-03-29,5897.55
2020-03-30,6401.26
2020-03-31,6434.73
2020-04-01,6719.39
2020-04-02,6789.84
2020-04-03,6727.99
2020-04-04,6896.6
2020-04-05,6779.75
2020-04-06,7320.07
2020-04-07,7204.58
2020-04-08,7343.65
2020-04-09,7294.69
2020-04-10,6892.54
2020-04-11,6891.43
2020-04-12,6860.97
2020-04-13,6871.0
2020-04-14,6865.72
2020-04-15,6576.76
2020-04-16,7123.29
2020-04-17,7055.22
2020-04-18,7271.53
2020-04-19,7125.31
2020-04-20,6832.57
2020-04-21,6845.0
2020-04-22,7143.99
2020-04-23,7479.06
2020-04-24,7514.64
2020-04-25,7535.69
2020-04-26,7765.79
2020-04-27,7773.0
2020-04-28,7774.39
2020-04-29,8789.1
2020-04-30,8652.3
2020-05-01,8813.9
2020-05-02,8992.0
2020-05-03,8917.63
2020-05-04,8900.29
2020-05-05,9037.69
2020-05-06,9132.24
2020-05-07,10007.56
2020-05-08,9790.23
2020-05-09,9554.91
2020-05-10,8773.89
2020-05-11,8557.37
2020-05-12,8809.14
2020-05-13,9335.84
2020-05-14,9815.22
2020-05-15,9331.18
2020-05-16,9353.26
2020-05-17,9700.33
2020-05-18,9733.21
2020-05-19,9783.91
2020-05-20,9497.76
2020-05-21,9039.12
2020-05-22,9173.23
2020-05-23,9166.02
2020-05-24,8673.64
2020-05-25,8892.39
2020-05-26,8836.77
2020-05-27,9200.0
2020-05-28,9593.72
2020-05-29,9426.87
2020-05-30,9684.6
2020-05-31,9435.8
2020-06-01,10212.38
2020-06-02,9509.35
2020-06-03,9672.67
2020-06-04,9799.57
2020-06-05,9568.95
2020-06-06,9665.36
2020-06-07,9764.0
2020-06-08,9833.94
2020-06-09,9778.6
2020-06-10,9899.18
2020-06-11,9258.7
2020-06-12,9466.77
2020-06-13,9477.17
2020-06-14,9315.71
2020-06-15,9437.23
2020-06-16,9534.8
2020-06-17,9460.53
2020-06-18,9368.15
2020-06-19,9285.54
2020-06-20,9361.81
2020-06-21,9279.68
2020-06-22,9700.91
2020-06-23,9623.74
2020-06-24,9284.1
2020-06-25,9232.84
2020-06-26,9157.22
2020-06-27,9001.24
2020-06-28,9122.56
2020-06-29,9191.05
2020-06-30,9129.47
2020-07-01,9239.09
2020-07-02,9088.54
2020-07-03,9050.05
2020-07-04,9138.22
2020-07-05,9088.52
2020-07-06,9331.69
2020-07-07,9263.56
2020-07-08,9436.01
2020-07-09,9230.48
2020-07-10,9298.16
2020-07-11,9235.0
2020-07-12,9313.77
2020-07-13,9230.14
2020-07-14,9258.34
2020-07-15,9194.51
2020-07-16,9130.91
2020-07-17,9147.65
2020-07-18,9174.6
2020-07-19,9221.71
2020-07-20,9161.13
2020-07-21,9396.65
2020-07-22,9546.31
2020-07-23,9612.05
2020-07-24,9553.41
2020-07-25,9709.02
2020-07-26,9944.58
2020-07-27,11108.44
2020-07-28,10952.85
2020-07-29,11100.39
2020-07-30,11139.67
2020-07-31,11372.76
2020-08-01,11805.82
2020-08-02,11050.03
2020-08-03,11235.44
2020-08-04,11198.04
2020-08-05,11737.59
2020-08-06,11766.62
2020-08-07,11598.96
2020-08-08,11780.14
2020-08-09,11692.76
2020-08-10,11896.19
2020-08-11,11387.01
2020-08-12,11563.16
2020-08-13,11824.99
2020-08-14,11785.29
2020-08-15,11854.27
2020-08-16,11924.0
2020-08-17,12325.1
2020-08-18,11983.52
2020-08-19,11764.8
