POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,SQUARE_FT,READY_TO_MOVE,RESALE,ADDRESS,LONGITUDE,LATITUDE,TARGET(PRICE_IN_LACS)
Dealer,0,0,2,BHK,1099.975556,1,1,"Chembur,Lalitpur",19.05871,72.89969,180.0
Owner,0,0,1,BHK,750.0,1,1,"Bhekrai Nagar,Pune",18.527829999999998,73.875757,30.0
Dealer,1,1,2,BHK,851.5815085,0,1,"Vilankurichi,Coimbatore",11.074387,77.01850999999999,31.5
Dealer,1,1,2,BHK,862.5026953,0,1,"Kanjur Marg (East),Mumbai",19.221571,73.042474,120.0
Dealer,0,0,3,BHK,2199.7360320000003,1,1,"Kalyani Nagar,Pune",18.5481,73.8995,250.0
Dealer,0,0,2,BHK,1151.9790890000002,1,1,"Budigere,Bangalore",13.141581,77.749756,61.7
Dealer,0,1,2,BHK,1000.0,1,1,"Nagarbhavi,Bangalore",12.957467999999999,77.516563,46.0
Dealer,0,0,2,BHK,825.0068751,1,1,"Patlipada,Lalitpur",24.690279999999998,78.41889,90.0
Dealer,0,0,3,BHK,1350.048216,1,1,"Nayabad,Kolkata",22.483470999999998,88.417711,42.0
Dealer,0,0,3,BHK,1365.999824,1,1,"Jogeshwari (East),Mumbai",19.1347,72.8553,310.0
Dealer,0,1,4,BHK,3358.6706740000004,1,1,"Mohali,Chandigarh",30.696627000000003,76.693764,190.0
Dealer,0,1,3,BHK,1341.136308,1,1,"Mira Road East,Mumbai",19.2836,72.8675,110.0
Owner,0,0,3,BHK,1157.024793,1,1,"Saraidhela,Dhanbad",23.820610000000002,86.453351,35.0
Owner,0,0,3,BHK,1100.28293,1,1,"Patel Colony,Jamnagar",22.485666000000002,70.058918,35.0
Dealer,1,1,2,BHK,725.8298655,0,1,"Kandivali (West),Lalitpur",19.1983,72.8409,150.0
Dealer,1,1,1,BHK,449.9943751,0,1,"Mulund (West),Lalitpur",19.1759,72.9522,120.0
Dealer,0,0,6,BHK,2100.105005,1,1,"Ram Ganga Vihar Phase 2,Moradabad",28.87228,78.752473,60.0
Owner,0,0,2,BHK,950.0146156,1,1,"Kamakoti Nagar ,Pallikranai,Chennai",16.526106,80.602623,65.0
Dealer,0,0,3,BHK,2104.4576239999997,1,1,"BEML Layout,Bangalore",13.116079999999998,78.13698000000001,110.0
Dealer,0,1,2,BHK,1125.0,1,1,"NIBM,Pune",18.475864,73.89000899999999,60.3
Dealer,0,0,1,BHK,553.5311469999999,1,1,"Virar West,Lalitpur",19.4559,72.8114,31.9
Owner,0,0,2,BHK,1120.071685,1,1,"Indirapuram,Ghaziabad",28.63676,77.36315,50.0
Dealer,1,1,2,BHK,939.0773565,0,1,"Hinjewadi Phase 1,Pune",18.5853,73.7413,80.0
Dealer,0,1,1,BHK,600.0,1,1,"Kesnand,Pune",18.570307999999997,74.022479,27.0
Dealer,1,0,2,BHK,849.8583569,0,1,"Wagholi,Pune",18.5823,73.983,36.0
Owner,0,0,3,BHK,1449.650531,1,1,"Dommasandra,Bangalore",13.010398,77.741046,56.0
Dealer,0,0,3,BHK,1714.285714,1,1,"Subhash Nagar,Mumbai",30.927653999999997,75.889492,240.0
Dealer,0,0,4,BHK,1940.298507,1,1,"Sector-49 Chandigarh,Chandigarh",30.692242999999998,76.750614,130.0
Owner,0,0,2,BHK,1163.050772,1,1,"Ambedkar Nagar,Bangalore",13.019578,77.017574,52.0
Dealer,0,1,2,BHK,749.9525346,1,1,"Kolshet Road,Maharashtra",19.249861,72.96386600000001,79.0
Owner,0,0,2,BHK,1079.365079,1,1,"Chettupuzha,Thrissur",10.509544,76.169449,34.0
Dealer,0,0,2,BHK,1359.084406,1,1,"EPIP Zone,Bangalore",12.880475,75.022346,95.0
Owner,0,0,1,BHK,630.169358,1,1,"Nirman Nagar,Ahmednagar",26.798256,80.928511,16.0
Dealer,0,0,2,BHK,1181.0558640000002,1,1,"Sector 35I Kharghar,Lalitpur",24.690279999999998,78.41889,100.0
Dealer,0,0,3,BHK,2277.142857,1,1,"Pothinamallayya Palem,Visakhapatnam",17.80268,83.35613599999999,79.7
Owner,0,1,3,BHK,1157.050293,1,1,"Kodathi,Bangalore",12.888585,77.718122,75.0
Builder,1,1,2,BHK,1091.314031,0,0,"Kasturi Nagar,Bangalore",12.96991,77.59796,58.8
Dealer,0,0,1,BHK,900.0,1,1,"Raopura,Vadodara",22.282591,73.09303,13.5
Owner,0,0,3,BHK,1265.08369,1,1,"Channasandra Layout,Bangalore",12.90489,77.519299,65.0
Dealer,0,0,3,BHK,1876.696394,1,1,"Jessore Road,Kolkata",22.54111,88.33778000000001,96.8
Owner,0,1,4,BHK,3299.967,1,1,"Sector-107 Noida,Noida",28.546788,77.37849399999999,300.0
Dealer,1,1,2,BHK,784.64923,0,1,"Badlapur,Mumbai",18.96667,72.83333,32.1
Dealer,0,1,2,BHK,850.0,1,1,"Virar West,Lalitpur",19.4559,72.8114,34.0
Dealer,1,0,3,BHK,1288.888889,0,1,"Gandhi Basti,Guwahati",26.16667,91.76666999999999,58.0
Owner,0,0,2,BHK,1156.069364,1,1,"M.K.city sirol road near new collctrate,Gwalior",25.728593,78.457598,32.0
Owner,0,0,3,BHK,1400.098831,1,1,"Sector 6 Vasundhara,Ghaziabad",28.659979999999997,77.37027900000001,85.0
Dealer,0,1,2,BHK,574.1387917999999,1,1,"Sector 86 Faridabad,Faridabad",28.406388,77.342588,23.0
Dealer,0,0,4,BHK,3214.613736,1,1,"Wadala East,Mumbai",19.014858,72.8662,630.0
Dealer,0,0,3,BHK,1395.1491740000001,1,1,"Sector-35G Kharghar,Lalitpur",24.690279999999998,78.41889,130.0
Dealer,0,0,1,BHK,650.0847937000001,1,1,"Sector 21 Ulwe,Lalitpur",28.5889,77.3352,46.0
Dealer,0,0,4,BHK,3400.3091189999996,1,1,"Mango,Jamshedpur",22.835481,86.221099,110.0
Dealer,0,0,3,BHK,2375.0,1,1,"Mahadevpura,Bangalore",12.934997000000001,77.61585699999999,190.0
Dealer,1,0,4,BHK,3600.0359999999996,0,1,"Juhu,Lalitpur",19.1026,72.8243,1600.0
Builder,1,1,4,BHK,2666.666667,0,0,"Gangapur,Lalitpur",24.690279999999998,78.41889,120.0
Owner,0,0,2,BHK,980.0490025,1,1,"TT Nagar,Bhopal",23.232519,77.396592,28.0
Dealer,0,0,2,BHK,1079.913607,1,1,"Shankar Kalat Nagar,Pune",19.957301,73.839897,70.0
Owner,0,1,3,BHK,1875.4988030000002,1,1,"Sector-36 Karnal,Karnal",16.908113,74.56248000000001,47.0
Dealer,0,1,2,BHK,1410.324641,1,1,"Gomti Nagar Extension,Lucknow",21.0,77.0,53.0
Owner,0,0,2,BHK,930.0444804,1,1,"Dhayari,Pune",18.430375,73.815337,46.0
Dealer,1,1,3,BHK,1352.459016,0,0,"Zirakpur,Mohali",30.65,76.82,52.8
Owner,0,0,3,BHK,1402.196775,1,1,"Sector 81 Faridabad,Faridabad",28.392678999999998,77.344375,60.0
Owner,0,1,3,BHK,2243.0607649999997,1,1,"Faridpur,Panipat",29.4355,76.9531,29.9
Dealer,1,1,2,BHK,539.3939393999999,0,1,"Ghodbunder Road,Lalitpur",24.690279999999998,78.41889,71.2
Dealer,0,0,5,BHK,5284.194838,1,1,"Sector-54 Gurgaon,Gurgaon",28.440728000000004,77.114195,780.0
Owner,0,0,2,BHK,758.0500893999999,1,1,"Alkapuri,Vadodara",22.31055,73.1695,33.9
Owner,0,0,2,BHK,1100.196464,1,1,"Sidheshwar Peth,Solapur",17.665607,75.899851,28.0
Owner,0,0,2,BHK,1210.202942,1,1,"Munnekollal,Bangalore",12.96991,77.59796,65.0
Dealer,1,1,3,BHK,1596.365199,0,1,"Thakur Village,Lalitpur",12.91668,77.59196,260.0
Owner,0,0,1,BHK,654.0118041000001,1,1,"Kharghar,Navsari",20.95056,72.92305999999999,41.0
Dealer,1,0,3,BHK,1412.133891,0,1,"Pedagantyada,Visakhapatnam",17.6672,83.2051,54.0
Owner,0,0,3,BHK,824.8880508999999,1,1,"Wanadongri,Nagpur",21.094126,78.974343,35.0
Owner,0,1,2,BHK,1435.03698,1,1,"Hebbal,Bangalore",13.040339999999999,77.591347,130.0
Dealer,0,1,3,BHK,1077.145935,1,1,"Wadala,Maharashtra",19.015576,72.85144100000001,290.0
Dealer,1,1,3,BHK,1563.1556859999998,0,1,"Sector-88 Mohali,Mohali",30.684523,76.691728,74.5
Owner,0,0,1,BHK,700.1321004,1,1,"Lunsikui,Navsari",20.942355,72.940376,15.9
Owner,0,0,2,BHK,1025.0569480000001,1,1,"Muchipara,Durgapur",23.55,87.32,18.0
Owner,0,0,1,BHK,538.1855459,1,1,"Pratap Vihar,Ghaziabad",28.6496,77.402621,21.0
Dealer,0,1,3,BHK,1650.165017,1,1,"Sector-102 Gurgaon,Gurgaon",28.479440000000004,76.971432,90.0
Owner,0,0,3,BHK,1525.262154,1,1,"Talaghattapura,Bangalore",12.8682,77.5321,80.0
Dealer,0,0,3,BHK,1151.877133,1,1,"Lokhra,Guwahati",26.109987,91.748271,54.0
Owner,0,1,3,BHK,1299.145299,1,1,"Bamheta,Ghaziabad",28.649078999999997,77.473614,38.0
Owner,0,0,3,BHK,1500.176491,1,1,"Whitefield,Bangalore",12.9958935,77.761394,85.0
Owner,0,0,3,BHK,1087.12533,1,1,"Abhay Khand 3,Ghaziabad",28.66667,77.41667,70.0
Dealer,0,0,4,BHK,2491.064659,1,1,"Magarpatta,Pune",18.510861,73.926175,230.0
Dealer,0,0,4,BHK,1800.25047,1,1,"Saket Nagar,Indore",22.722057999999997,75.896906,115.0
Dealer,0,0,2,BHK,1030.029316,1,1,"Thane West,Lalitpur",19.18,72.96333,130.0
Dealer,1,0,3,BHK,3006.409893,0,1,"Frazer Town,Bangalore",12.997946,77.612863,530.0
Owner,1,0,3,BHK,1350.1144160000001,0,1,"Kudasan,Gandhinagar",23.166495,72.63429000000001,59.0
Dealer,0,0,2,BHK,1200.0,1,1,"Sector-9 Ulwe,Maharashtra",18.973907999999998,73.02510600000001,120.0
Dealer,0,0,3,BHK,3409.9363479999997,1,1,"Lokhandwala Andheri West,Lalitpur",19.137628,72.824162,1650.0
Owner,1,0,2,BHK,1100.173712,0,1,"Omkar Nagar,Nagpur",20.100361,79.103607,38.0
Owner,0,0,3,BHK,1520.064856,1,1,"Whitefield,Bangalore",12.9958935,77.761394,75.0
Dealer,0,0,3,BHK,1822.157434,1,1,"Hoodi,Bangalore",12.989436999999999,77.71780600000001,100.0
Owner,0,0,2,BHK,927.1523179,1,1,"Muchipara,Durgapur",23.55,87.32,21.0
Dealer,0,1,2,BHK,901.9040196000001,1,1,"Kolshet Road,Lalitpur",24.690279999999998,78.41889,81.0
Dealer,1,0,2,BHK,1108.0210769999999,0,1,"NIBM,Pune",18.475864,73.89000899999999,75.7
Dealer,0,0,4,BHK,2572.729072,1,0,"Pallikaranai,Chennai",12.9377,80.2153,130.0
Dealer,1,1,1,BHK,644.0382942000001,0,1,"Begur Road,Bangalore",12.8706,77.6279,37.0
Owner,0,0,3,BHK,1230.269266,1,1,"Babusapalaya,Bangalore",12.96991,77.59796,53.0
Dealer,0,0,3,BHK,1100.110011,1,1,"Mira Road,Mumbai",19.283359,72.864964,90.0
Dealer,0,0,3,BHK,2004.4543429999999,1,1,"Arekere,Bangalore",12.8891,77.5973,180.0
Dealer,0,0,3,BHK,2905.190234,1,1,"Defence Colony,Bangalore",28.5734,77.2307,520.0
Owner,0,0,2,BHK,1300.148588,1,1,"Alkapuri,Vadodara",22.31055,73.1695,35.0
Owner,0,0,2,BHK,1105.1080550000001,1,1,"Chambenahalli,Bangalore",12.886702,77.76567299999999,45.0
Owner,0,0,2,BHK,1046.963805,1,1,"Kada Agrahara,Bangalore",13.078742,77.69619,35.0
Dealer,0,0,1,BHK,650.0541712,1,1,"Sector 19 Ulwe,Mumbai",19.049989,73.077321,42.0
Owner,0,1,2,BHK,778.0659504,1,1,"Potheri,Chennai",13.09,80.27,42.0
Dealer,0,0,2,BHK,1313.1976359999999,1,1,"Sector 19 Kharghar,Lalitpur",19.048979,73.078232,140.0
Dealer,1,0,3,BHK,1286.486486,0,1,"Nehru Nagar,Bhilai",21.208232000000002,81.324676,35.7
Dealer,0,0,4,BHK,4158.580538,1,1,"Suraj Kund,Faridabad",28.488415000000003,77.285903,300.0
Owner,0,0,2,BHK,886.9179601,1,1,"Nesamani Nagar,Chennai",13.09,80.27,36.0
Dealer,0,0,3,BHK,1350.256549,1,1,"Sector 78 Faridabad,Faridabad",28.380159999999997,77.369936,50.0
Dealer,1,0,4,BHK,1802.6315789999999,0,1,"Kahilipara,Guwahati",26.142985,91.767427,68.5
Owner,1,0,3,BHK,1425.047958,0,1,"Patna Aiims,Patna",23.3012,82.6725,52.0
Dealer,0,0,3,BHK,2146.666667,1,1,"Jagatpura,Jaipur",26.832353,75.841749,80.5
Owner,0,0,2,BHK,700.0297885,1,1,"Kestopur, barwaritola,Kolkata",22.58946,88.440373,23.5
Owner,0,0,3,BHK,1170.177198,1,1,"Gulmohar Colony,Bhopal",23.185601000000002,77.43543299999999,35.0
Owner,0,0,3,BHK,1400.124456,1,1,"Adajan,Surat",24.395822,78.989627,45.0
Dealer,0,0,2,BHK,949.9136442,1,1,"Kalwar Road,Jaipur",26.9883,75.5846,22.0
Owner,0,0,1,BHK,849.9386155,1,1,"Cambridge Layout,Bangalore",12.96991,77.59796,90.0
Dealer,0,0,1,BHK,693.131695,1,1,"Nilje Gaon,Lalitpur",24.690279999999998,78.41889,33.0
Dealer,0,0,3,BHK,1600.0,1,1,"Kharghar,Lalitpur",24.690279999999998,78.41889,160.0
Dealer,0,0,2,BHK,905.0609531,1,1,"Suraksha Nagar,Bangalore",20.098413,79.10786,49.0
Dealer,0,1,3,BHK,1466.27566,1,1,"Thane West,Maharashtra",19.18,72.96333,140.0
Dealer,0,1,2,BHK,1180.132279,1,1,"Mahadevpura,Bangalore",12.934997000000001,77.61585699999999,91.0
Dealer,0,1,3,BHK,1720.0796670000002,1,1,"Sector-83 Gurgaon,Gurgaon",28.396092,76.972169,95.0
Owner,0,0,2,BHK,1100.060277,1,1,"Budigere Cross,Bangalore",13.141581,77.749756,73.0
Owner,0,0,1,BHK,324.05642389999997,1,1,"Talpur,Bhilai",21.17549,81.31277299999999,8.5
Dealer,0,1,1,BHK,660.0277906,1,1,"Mira Road,Lalitpur",19.283359,72.864964,57.0
Builder,1,1,2,BHK,1160.0,0,0,"Vaishali Nagar,Jaipur",26.91868,75.750399,43.5
Owner,1,0,1,BHK,648.5714286,0,1,"vasundhara nagar,Jalna",28.659979999999997,77.37027900000001,22.7
Owner,1,1,3,BHK,1504.651163,0,1,"Zirakpur,Chandigarh",30.662283000000002,76.822397,64.7
Owner,0,0,2,BHK,1000.0,1,1,"Aliganj,Lucknow",26.901749,80.947037,26.0
Dealer,0,0,3,BHK,1200.1297439999998,1,1,"Vasna-Bhayli-Road,Vadodara",22.288976,73.128222,37.0
Dealer,0,0,3,BHK,1300.108342,1,1,"A Block Lake Town,Kolkata",22.603606,88.406203,60.0
Dealer,0,0,2,BHK,994.8415623,1,1,"Sector-20 Taloja,Mumbai",28.5822,77.3293,54.0
Owner,0,0,3,BHK,1200.252685,1,1,"Vijay Nagar,Bhopal",23.268579000000003,77.422668,38.0
Owner,0,0,5,BHK,107.00050829999999,1,1,"Bharat Nagar,Bhiwani",28.792046999999997,76.153873,40.0
Owner,0,0,3,BHK,2250.225023,1,1,"Anand Vihar,Ghaziabad",28.825416999999998,77.563644,150.0
Dealer,0,1,3,BHK,1700.457816,1,1,"Crossing Republik,Ghaziabad",28.629811,77.434197,52.0
Dealer,0,0,3,BHK,1733.2328559999999,1,1,"New Town,Kolkata",22.5922,88.484911,92.0
Dealer,0,1,2,BHK,985.0368216,1,1,"Powai,Lalitpur",19.12,72.91,210.0
Dealer,0,1,3,BHK,2636.976267,1,1,"Kudasan,Gandhinagar",23.166495,72.63429000000001,90.0
Owner,0,0,3,BHK,1175.088132,1,1,"Hindu,Morbi",22.694665,88.459715,40.0
Dealer,0,0,3,BHK,1448.37575,1,1,"Sector 21 Kharghar,Lalitpur",19.049822,73.067595,140.0
Dealer,0,0,2,BHK,1164.835165,1,1,"Sector-15 Bahadurgarh,Bahadurgarh",30.752321000000002,76.772816,26.5
Owner,0,1,1,BHK,773.3333332999999,1,1,"Mussoorie Road,Dehradun",30.4571,78.055,34.8
Dealer,1,0,2,BHK,858.2524271999999,0,1,"Sikandra,Agra",27.216013,77.950834,22.1
Owner,0,0,2,BHK,844.4714458999999,1,1,"Ankleshwar,Bharuch",21.6,73.0,13.9
Dealer,0,0,1,BHK,635.021432,1,1,"Sector 20 Ulwe,Maharashtra",18.964489,73.019574,40.0
Dealer,0,0,2,BHK,900.0,1,1,"Dokali Pada,Lalitpur",24.6902,78.416,90.0
Dealer,1,1,3,BHK,643.2604959,0,1,"Sector 75 Faridabad,Faridabad",28.365512,77.34630600000001,26.2
Dealer,1,1,3,BHK,1733.6255170000002,0,1,"Mastemau,Lucknow",26.80382,81.028655,71.2
Owner,0,0,3,BHK,252.00926299999998,1,1,"Kala Patthar,Ghaziabad",28.66667,77.41667,37.0
Dealer,0,0,1,BHK,400.0,1,1,"Sector-35E Kharghar,Mumbai",19.038204999999998,73.06612,37.0
Dealer,0,0,3,BHK,1619.989017,1,1,"Sector 77 Faridabad,Faridabad",28.368269,77.37273,29.5
Owner,1,1,3,BHK,1934.826884,0,1,"Sector-110 Noida,Noida",28.536585,77.383669,95.0
Dealer,0,1,3,BHK,2341.920375,1,1,"Sector-121 Mohali,Mohali",30.696627000000003,76.693764,100.0
Dealer,0,0,2,BHK,1291.732909,1,1,"Porvorim,Goa",15.40194,74.04333000000001,65.0
Dealer,0,1,2,BHK,955.0490258,1,1,"Mira Road East,Mumbai",19.2836,72.8675,75.0
Owner,0,0,2,BHK,1242.236025,1,1,"Vignana Nagar,Bangalore",12.973432,77.68242,50.0
Owner,1,1,2,BHK,949.9136442,0,1,"Sector-143 Noida,Noida",28.5035,77.426447,55.0
Owner,0,0,2,BHK,700.1909612000001,1,1,"Nallambakkam,Chennai",12.841795,80.133809,22.0
Owner,0,0,3,BHK,1636.125654,1,1,"Sector-19 Gandhinagar,Gandhinagar",23.221137,72.66804599999999,150.0
Dealer,0,0,2,BHK,1208.1632650000001,1,1,"Vaishali Nagar,Jaipur",26.91868,75.750399,59.2
Dealer,0,0,2,BHK,800.0,1,1,"Hiranandani Estate,Lalitpur",19.255098,72.9815265,95.0
Dealer,0,0,3,BHK,1562.757032,1,1,"Yelahanka,Bangalore",13.11389,77.59833,95.0
Dealer,0,1,3,BHK,1700.1020059999998,1,1,"Kolshet Road,Lalitpur",24.690279999999998,78.41889,200.0
Dealer,1,1,1,BHK,549.0337728,0,1,"Ranjnoli,Mumbai",18.96667,72.83333,30.4
Dealer,1,1,3,BHK,2641.90217,0,1,"Basavangudi,Bangalore",12.9437,77.5702,330.0
Owner,0,0,1,BHK,530.0018928999999,1,1,"Chinchwad,Pune",18.627,73.7829,28.0
Dealer,1,1,4,BHK,2710.0271,0,1,"Konanakunte,Bangalore",12.8855,77.5638,250.0
Dealer,0,0,3,BHK,1350.256549,1,1,"Sector 78 Faridabad,Faridabad",28.380159999999997,77.369936,50.0
Dealer,0,1,3,BHK,1660.068957,1,1,"Kharadi,Pune",18.5438,73.9438,130.0
Owner,0,0,2,BHK,908.1861159,1,1,"Iggalur,Bangalore",12.788269999999999,77.70558299999999,36.5
Dealer,1,1,1,BHK,745.7322552,0,0,"Padappai,Chennai",12.8854,80.02199999999999,24.9
Dealer,0,0,2,BHK,1250.0,1,1,"Sector 88 Faridabad,Faridabad",28.431862,77.351104,47.0
Owner,0,0,2,BHK,838.1351493,1,1,"Kaliganj,Durgapur",23.54066,87.363421,16.0
Dealer,0,0,5,BHK,3350.744062,1,1,"Sector 2 Ulwe,Lalitpur",22.5855,88.427,340.0
Dealer,1,0,2,BHK,800.0,0,1,"Chandapura,Bangalore",12.800089999999999,77.71181999999999,27.0
Dealer,1,1,3,BHK,2501.954652,0,1,"Sector-82 Mohali,Mohali",30.654128000000004,76.732427,160.0
Dealer,0,0,3,BHK,1221.0724369999998,1,1,"Tollygunge,Kolkata",22.5,88.35,64.9
Owner,0,1,3,BHK,2100.350058,1,1,"NH-8,Dharuhera",12.973237,77.64685899999999,90.0
Owner,0,0,3,BHK,2115.003305,1,1,"2nd Stage Arekere Mico Layout,Bangalore",12.8891,77.5973,160.0
Builder,1,1,1,BHK,676.9230769,0,0,"Sarona,Raipur",21.241332999999997,81.56801,17.6
Owner,0,0,2,BHK,755.033557,1,1,"Saswad,Pune",18.267415,74.09413,45.0
Owner,0,0,1,BHK,374.03400310000006,1,1,"Karanaithangal,Kanchipuram",12.872092,79.974048,12.1
Owner,1,0,2,BHK,1080.246914,0,1,"Srinivasa Nagar,Vizianagaram",17.809233,83.365307,31.5
Dealer,0,0,1,BHK,597.1534653,1,1,"Noida Extension,Noida",28.579003999999998,77.431173,19.3
Dealer,0,0,3,BHK,1980.1980199999998,1,1,"PAL,Surat",21.17,72.83,92.0
Dealer,1,0,2,BHK,820.802005,0,1,"Sakher Bazar,Kolkata",22.140267,88.40308900000001,26.2
Dealer,1,0,2,BHK,887.8787879,0,1,"Kamalgazi,Kolkata",22.54111,88.33778000000001,29.3
Owner,0,0,2,BHK,712.1057986000001,1,1,"BataNagar,Kolkata",22.50686,88.223965,35.0
Dealer,0,0,3,BHK,2080.0,1,1,"Doddakallasandra,Bangalore",12.880993,77.557654,130.0
Dealer,0,0,3,BHK,1026.1535900000001,1,1,"Kolathur,Chennai",13.129470999999999,80.208888,61.6
Dealer,0,1,2,BHK,1124.903026,1,1,"Zirakpur,Chandigarh",30.662283000000002,76.822397,29.0
Owner,0,0,3,BHK,1266.506603,1,1,"Dal-Dal Seoni Rd.,Raipur",20.736194,82.20768299999999,42.2
Dealer,1,0,2,BHK,748.0,0,1,"Benachity,Durgapur",23.554673,87.274204,18.7
Owner,0,0,4,BHK,2170.20617,1,1,"Kartik Nagar,Bangalore",25.254143,87.051365,140.0
Dealer,0,0,2,BHK,932.0175439,1,1,"Valasaravakkam,Chennai",13.04394,80.17251,68.0
Dealer,0,0,3,BHK,1682.894579,1,1,"Whitefield,Bangalore",12.9958935,77.761394,140.0
Owner,0,0,2,BHK,1195.090439,1,1,"Sector-150 Noida,Noida",28.429614,77.481711,74.0
Dealer,0,0,2,BHK,775.1091703,1,1,"Madipakkam,Chennai",12.9623,80.1986,42.6
Owner,0,0,2,BHK,1150.234742,1,1,"Juhi Kalan,Kanpur",26.428508,80.3089,49.0
Dealer,0,0,2,BHK,750.0144234,1,1,"Mulund (East),Mumbai",19.1649,72.9608,130.0
Dealer,0,1,4,BHK,2586.5785309999997,1,1,"Sector-75 Noida,Noida",28.576117,77.382136,180.0
Owner,0,0,3,BHK,1166.407465,1,1,"Okkiyam,Chennai",13.09,80.27,120.0
Dealer,0,0,3,BHK,1521.1439,1,1,"Whitefield,Bangalore",12.9958935,77.761394,100.0
Owner,0,0,2,BHK,1040.066186,1,1,"Chandapura Anekal Road,Bangalore",12.800089999999999,77.71181999999999,88.0
Owner,0,0,4,BHK,1829.92465,1,1,"Sirvodem,Goa",15.487991000000001,74.194385,85.0
Owner,0,1,2,BHK,1150.3697619999998,1,1,"Tapukara,Bhiwadi",28.2102,76.8606,28.0
Owner,0,0,3,BHK,1530.8911970000001,1,1,"Chandranagar,Palakkad",10.77917,76.65472,56.0
Owner,1,1,3,BHK,1495.056667,0,1,"Sector-79 Noida,Noida",28.558047,77.392752,62.0
Dealer,1,1,2,BHK,898.1058132000002,0,0,"Balkum,Maharashtra",19.222101000000002,72.988231,110.0
Dealer,0,0,2,BHK,1190.059503,1,1,"Ambedkar Nagar,Maharashtra",18.458070000000003,73.891059,170.0
Dealer,0,0,2,BHK,1056.059139,1,1,"Kolshet Road,Mumbai",19.249861,72.96386600000001,120.0
Owner,0,0,2,BHK,950.0459699999999,1,1,"NH-24 Highway,Ghaziabad",28.66667,77.41667,31.0
Owner,0,1,2,BHK,852.9188778999999,1,1,"Alandi,Pune",18.6771,73.8966,45.0
Dealer,1,1,3,BHK,1104.09398,0,0,"Seawoods,Maharashtra",19.015276999999998,73.01838199999999,250.0
Dealer,0,0,2,BHK,1250.0,1,1,"Wanwadi,Pune",18.496129,73.892902,90.0
Dealer,0,0,1,BHK,610.0422337,1,1,"Kamothe,Lalitpur",19.0168,73.09646,52.0
Dealer,0,0,4,BHK,1600.365798,1,1,"Mansarovar Extension,Jaipur",26.8626,75.7633,35.0
Dealer,1,1,2,BHK,800.0,0,0,"Old Madras Road,Bangalore",12.990758,77.656104,46.4
Owner,0,0,1,BHK,618.0932759,1,1,"Pallikaranai,Chennai",12.9377,80.2153,33.0
Owner,0,0,2,BHK,928.1357730000001,1,1,"Sector 132 Expressway,Noida",46.9096744,-114.05312099999999,35.0
Dealer,1,1,2,BHK,820.0040494,0,1,"Dhokali,Maharashtra",18.142544,75.10616999999999,81.0
Dealer,0,1,3,BHK,970.0636278,1,0,"Baner,Pune",18.558319,73.77588,93.0
Dealer,1,1,2,BHK,949.5077802000001,0,1,"Bahadarabad,Haridwar",29.914434999999997,78.055308,29.9
Owner,0,0,2,BHK,952.0182787999998,1,1,"Chharwada,Vapi",20.384847,72.93054599999999,12.5
Dealer,0,0,2,BHK,1099.009901,1,1,"Sector 20 Kharghar,Maharashtra",19.049214000000003,73.072916,99.9
Dealer,0,1,2,BHK,878.4425451,1,1,"Ajmer Road,Jaipur",26.928784999999998,75.828002,18.5
Owner,0,1,1,BHK,509.97782710000007,1,1,"Kazhipattur,Chennai",13.09,80.27,23.0
Owner,0,0,2,BHK,1065.2920960000001,1,1,"Khodiyar Colony,Jamnagar",22.474577,70.04974200000001,31.0
Dealer,0,1,3,BHK,1595.084776,1,1,"Goregaon (East),Mumbai",19.1615,72.8731,270.0
Builder,1,0,3,BHK,1385.3184800000001,0,0,"Hatia,Ranchi",23.280038,85.320296,48.5
Dealer,0,1,3,BHK,1295.088258,1,1,"Sector-74 Noida,Noida",28.577672999999997,77.389781,67.5
Dealer,0,1,2,BHK,1150.086256,1,1,"Baner,Pune",18.558319,73.77588,80.0
Owner,0,0,3,BHK,1660.050523,1,1,"Sector-76 Noida,Noida",28.567633,77.383124,92.0
Owner,0,0,3,BHK,1319.648094,1,1,"Kommadi,Visakhapatnam",17.829244,83.334838,45.0
Dealer,0,0,3,BHK,1746.09696,1,1,"Thalassery,Kannur",11.75,75.49,85.0
Owner,0,0,3,BHK,1200.092315,1,1,"Sector-3 Rajendra Nagar,Ghaziabad",28.684262,77.357147,52.0
Owner,0,0,3,BHK,1945.272987,1,1,"Bannerghatta Road,Bangalore",12.808137,77.58308000000001,150.0
Owner,0,0,1,BHK,750.0468779,1,1,"Lohegaon,Pune",18.595456,73.946088,40.0
Owner,0,0,1,BHK,540.0,1,1,"Phursungi,Pune",18.486657,73.95330899999999,27.0
Dealer,0,0,3,BHK,1700.1983559999999,1,1,"Peer Muchalla,Panchkula",30.660436999999998,76.861517,60.0
Dealer,0,0,1,BHK,458.5218703,1,1,"Boisar,Palghar",19.811319,72.76894,15.2
Dealer,1,0,1,RK,400.0,0,1,"Sector 8 Airoli,Lalitpur",19.216097,72.821721,45.0
Dealer,1,1,3,BHK,1627.9667550000001,0,1,"Hebbal,Bangalore",13.040339999999999,77.591347,190.0
Owner,0,0,2,BHK,1550.0,1,1,"Kushaiguda,Secunderabad",17.45,78.5,62.0
Owner,0,0,3,BHK,1078.2416369999999,1,1,"Jhotwara,Jaipur",26.955346000000002,75.73479300000001,39.0
